targetX,targetY,targetSize,initMouseX,initMouseY,targetID,pdx,pdy,btn
1137,173,20,960,600,1,856,740,-4
1137,173,20,960,600,1,-872,-318,-2
1137,173,20,960,600,1,468,-441,-1
1137,173,20,960,600,1,-69,-25,0
1137,173,20,960,600,1,-19,37,0
1137,173,20,960,600,1,-25,42,0
1137,173,20,960,600,1,42,-47,0
1137,173,20,960,600,1,-91,-33,0
1137,173,20,960,600,1,67,38,0
1137,173,20,960,600,1,4,16,0
1137,173,20,960,600,1,-17,27,0
1137,173,20,960,600,1,-11,-6,0
1137,173,20,960,600,1,19,-54,0
1137,173,20,960,600,1,10,52,0
1137,173,20,960,600,1,-28,10,0
1137,173,20,960,600,1,-19,-31,0
1137,173,20,960,600,1,52,4,0
1137,173,20,960,600,1,-33,-12,0
1137,173,20,960,600,1,1,26,0
1137,173,20,960,600,1,-8,18,0
1137,173,20,960,600,1,-2,-27,0
1137,173,20,960,600,1,11,-3,0
1137,173,20,960,600,1,5,26,0
1137,173,20,960,600,1,-29,-10,0
1137,173,20,960,600,1,42,-9,0
1137,173,20,960,600,1,-26,-9,0
1137,173,20,960,600,1,1,23,0
1137,173,20,960,600,1,-4,9,0
1137,173,20,960,600,1,-2,-17,0
1137,173,20,960,600,1,4,-3,0
1137,173,20,960,600,1,7,11,0
1137,173,20,960,600,1,-13,3,0
1137,173,20,960,600,1,5,-1,0
1137,173,20,960,600,1,4,-7,0
1137,173,20,960,600,1,-1,-2,0
1137,173,20,960,600,1,-3,5,0
1137,173,20,960,600,1,1,4,0
1137,173,20,960,600,1,0,-3,0
1137,173,20,960,600,1,1,-3,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,2,0
1137,173,20,960,600,1,1,1,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,-1,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
1137,173,20,960,600,1,1,0,0
