targetX,targetY,targetSize,initMouseX,initMouseY,targetID,pdx,pdy,btn
1057,1176,20,960,600,1,1044,802,14
1057,1176,20,960,600,1,-996,-256,5
1057,1176,20,960,600,1,402,362,6
1057,1176,20,960,600,1,-109,4,4
1057,1176,20,960,600,1,5,-124,4
1057,1176,20,960,600,1,143,152,3
1057,1176,20,960,600,1,-243,-9,2
1057,1176,20,960,600,1,328,-35,3
1057,1176,20,960,600,1,-248,-46,1
1057,1176,20,960,600,1,78,180,2
1057,1176,20,960,600,1,35,18,1
1057,1176,20,960,600,1,-99,-20,1
1057,1176,20,960,600,1,103,-4,1
1057,1176,20,960,600,1,-49,-5,0
1057,1176,20,960,600,1,-21,25,0
1057,1176,20,960,600,1,66,13,1
1057,1176,20,960,600,1,-89,-24,0
1057,1176,20,960,600,1,73,18,1
1057,1176,20,960,600,1,-35,-4,0
1057,1176,20,960,600,1,-32,-7,0
1057,1176,20,960,600,1,57,10,1
1057,1176,20,960,600,1,-47,-12,0
1057,1176,20,960,600,1,3,17,0
1057,1176,20,960,600,1,42,5,0
1057,1176,20,960,600,1,-57,-15,0
1057,1176,20,960,600,1,45,9,0
1057,1176,20,960,600,1,-12,4,0
1057,1176,20,960,600,1,-36,-9,0
1057,1176,20,960,600,1,47,10,1
1057,1176,20,960,600,1,-33,-9,0
1057,1176,20,960,600,1,-5,8,0
1057,1176,20,960,600,1,30,8,0
1057,1176,20,960,600,1,-37,-10,0
1057,1176,20,960,600,1,30,4,0
1057,1176,20,960,600,1,-9,4,0
1057,1176,20,960,600,1,-23,-6,0
1057,1176,20,960,600,1,29,7,0
1057,1176,20,960,600,1,-21,-5,0
1057,1176,20,960,600,1,-6,2,0
1057,1176,20,960,600,1,21,5,0
1057,1176,20,960,600,1,-24,-6,0
1057,1176,20,960,600,1,17,3,0
1057,1176,20,960,600,1,2,4,0
1057,1176,20,960,600,1,-15,-1,0
1057,1176,20,960,600,1,14,0,0
1057,1176,20,960,600,1,-1,0,0
1057,1176,20,960,600,1,-12,-1,0
1057,1176,20,960,600,1,12,2,0
1057,1176,20,960,600,1,-4,0,0
1057,1176,20,960,600,1,-6,-2,0
1057,1176,20,960,600,1,4,1,0
1057,1176,20,960,600,1,1,1,0
1057,1176,20,960,600,1,-1,1,0
1057,1176,20,960,600,1,0,1,0
1057,1176,20,960,600,1,0,1,0
1057,1176,20,960,600,1,0,1,0
1057,1176,20,960,600,1,0,1,0
1057,1176,20,960,600,1,0,1,0
1057,1176,20,960,600,1,0,1,0
1057,1176,20,960,600,1,0,1,0
1057,1176,20,960,600,1,0,1,0
1057,1176,20,960,600,1,0,1,0
1057,1176,20,960,600,1,0,1,0
1057,1176,20,960,600,1,0,1,0
1057,1176,20,960,600,1,0,1,0
1057,1176,20,960,600,1,0,1,0
