targetX,targetY,targetSize,initMouseX,initMouseY,targetID,pdx,pdy,btn
266,984,20,960,600,1,1701,897,52
266,984,20,960,600,1,-1204,-392,10
266,984,20,960,600,1,-16,508,26
266,984,20,960,600,1,392,126,17
266,984,20,960,600,1,-606,-429,1
266,984,20,960,600,1,287,510,20
266,984,20,960,600,1,-373,-51,4
266,984,20,960,600,1,156,-115,2
266,984,20,960,600,1,-22,91,3
266,984,20,960,600,1,-139,67,3
266,984,20,960,600,1,227,-114,0
266,984,20,960,600,1,-197,35,3
266,984,20,960,600,1,19,61,2
266,984,20,960,600,1,160,-51,1
266,984,20,960,600,1,-200,-10,2
266,984,20,960,600,1,130,45,3
266,984,20,960,600,1,-60,-15,0
266,984,20,960,600,1,13,-36,0
266,984,20,960,600,1,10,32,1
266,984,20,960,600,1,-37,18,0
266,984,20,960,600,1,57,-37,0
266,984,20,960,600,1,-53,6,1
266,984,20,960,600,1,0,33,1
266,984,20,960,600,1,59,-15,0
266,984,20,960,600,1,-72,-17,0
266,984,20,960,600,1,43,25,1
266,984,20,960,600,1,-18,-5,0
77,532,22,275,1000,2,-4,-15,0
77,532,22,275,1000,2,-119,-162,0
77,532,22,275,1000,2,33,-25,0
77,532,22,275,1000,2,2,68,2
77,532,22,275,1000,2,1,-7,0
77,532,22,275,1000,2,-16,-35,0
77,532,22,275,1000,2,10,7,0
1559,784,62,67,518,3,12,12,0
1559,784,62,67,518,3,990,133,20
1559,784,62,67,518,3,-123,-99,0
1559,784,62,67,518,3,-121,24,2
1559,784,62,67,518,3,266,79,6
1559,784,62,67,518,3,-191,-89,1
1559,784,62,67,518,3,163,51,4
1559,784,62,67,518,3,-148,-37,1
1559,784,62,67,518,3,136,26,3
1559,784,62,67,518,3,-86,-43,0
1559,784,62,67,518,3,-12,52,2
1559,784,62,67,518,3,69,0,1
1559,784,62,67,518,3,-71,-26,0
1559,784,62,67,518,3,16,11,0
1234,347,13,1524,770,4,46,16,1
1234,347,13,1524,770,4,-221,-193,0
1234,347,13,1524,770,4,137,-4,2
1234,347,13,1524,770,4,-45,85,3
1234,347,13,1524,770,4,-4,-26,0
1234,347,13,1524,770,4,-11,-40,0
1234,347,13,1524,770,4,-9,31,1
1234,347,13,1524,770,4,41,-3,0
1234,347,13,1524,770,4,-27,-13,0
1234,347,13,1524,770,4,-21,3,0
1234,347,13,1524,770,4,39,17,1
1234,347,13,1524,770,4,-38,-22,0
1234,347,13,1524,770,4,30,5,0
1234,347,13,1524,770,4,-16,8,0
1652,849,73,1243,353,5,-12,0,0
1652,849,73,1243,353,5,270,223,11
1652,849,73,1243,353,5,-122,-34,1
1652,849,73,1243,353,5,31,-95,0
1652,849,73,1243,353,5,20,99,4
1652,849,73,1243,353,5,-39,-19,0
1652,849,73,1243,353,5,34,-49,0
1652,849,73,1243,353,5,-18,45,2
1297,1007,61,1639,884,6,2,3,1
1297,1007,61,1639,884,6,-164,33,2
1297,1007,61,1639,884,6,93,29,2
1297,1007,61,1639,884,6,-41,-36,0
526,446,62,1300,974,7,-15,2,0
526,446,62,1300,974,7,-363,-218,1
526,446,62,1300,974,7,165,-13,2
526,446,62,1300,974,7,-7,98,3
526,446,62,1300,974,7,-46,-16,0
526,446,62,1300,974,7,-4,-34,0
1889,294,17,506,429,8,6,3,0
1889,294,17,506,429,8,920,-23,14
1889,294,17,506,429,8,76,-62,0
1889,294,17,506,429,8,-126,35,2
1889,294,17,506,429,8,227,56,5
1889,294,17,506,429,8,-5,-103,0
1889,294,17,506,429,8,11,40,2
1889,294,17,506,429,8,9,74,3
1889,294,17,506,429,8,-30,-93,0
1889,294,17,506,429,8,86,52,3
1889,294,17,506,429,8,-18,-14,0
1889,294,17,506,429,8,1,-25,0
1889,294,17,506,429,8,13,21,1
1889,294,17,506,429,8,-19,-1,0
1119,1084,2,1875,300,9,13,-1,0
1119,1084,2,1875,300,9,-352,317,9
1119,1084,2,1875,300,9,178,69,5
1119,1084,2,1875,300,9,-76,-87,0
1119,1084,2,1875,300,9,-19,53,2
1119,1084,2,1875,300,9,42,36,1
1119,1084,2,1875,300,9,-29,-40,0
1119,1084,2,1875,300,9,-16,-15,0
1119,1084,2,1875,300,9,24,33,1
1119,1084,2,1875,300,9,-10,-15,0
1119,1084,2,1875,300,9,30,-48,0
1119,1084,2,1875,300,9,-36,53,2
1119,1084,2,1875,300,9,26,12,1
1119,1084,2,1875,300,9,-19,-45,0
1119,1084,2,1875,300,9,12,29,1
1119,1084,2,1875,300,9,-3,12,0
1119,1084,2,1875,300,9,-12,-22,0
1119,1084,2,1875,300,9,12,12,0
1119,1084,2,1875,300,9,1,11,0
1119,1084,2,1875,300,9,-6,-9,0
1321,675,36,1119,1085,10,3,-6,0
1321,675,36,1119,1085,10,127,-164,0
1321,675,36,1119,1085,10,-92,-24,1
1321,675,36,1119,1085,10,14,112,4
1321,675,36,1119,1085,10,46,-44,0
1321,675,36,1119,1085,10,-57,-53,0
1321,675,36,1119,1085,10,35,68,2
1321,675,36,1119,1085,10,0,-23,0
1321,675,36,1119,1085,10,-13,-37,0
1321,675,36,1119,1085,10,15,33,1
1321,675,36,1119,1085,10,-23,4,0
1321,675,36,1119,1085,10,28,-31,0
1321,675,36,1119,1085,10,-31,13,0
844,398,27,1298,657,11,10,27,1
844,398,27,1298,657,11,-229,-136,1
844,398,27,1298,657,11,109,-1,1
844,398,27,1298,657,11,-7,63,2
844,398,27,1298,657,11,-37,-18,0
844,398,27,1298,657,11,2,-23,0
1007,757,33,831,382,12,-2,13,0
1007,757,33,831,382,12,90,169,7
1007,757,33,831,382,12,-40,-24,0
1007,757,33,831,382,12,-20,-75,0
1007,757,33,831,382,12,43,57,2
1007,757,33,831,382,12,-35,-3,0
1007,757,33,831,382,12,12,-37,0
1007,757,33,831,382,12,8,36,1
1007,757,33,831,382,12,-25,-8,0
1007,757,33,831,382,12,41,-14,0
1007,757,33,831,382,12,-46,-1,0
1007,757,33,831,382,12,33,24,1
1007,757,33,831,382,12,-17,-20,0
1563,516,69,1003,751,13,-5,-9,0
1563,516,69,1003,751,13,398,-63,5
1563,516,69,1003,751,13,-154,-68,1
1563,516,69,1003,751,13,3,95,3
1563,516,69,1003,751,13,106,5,2
1563,516,69,1003,751,13,-116,-81,0
1563,516,69,1003,751,13,94,53,3
