targetSize,pdx,pdy,btn
20,-1,1,0
20,-2,2,0
20,-3,3,0
20,-5,4,0
20,-7,5,0
20,-9,6,0
20,-12,7,0
20,-14,8,0
20,-16,9,0
20,-18,9,0
20,-18,9,0
20,-17,8,0
20,-15,6,0
20,-12,4,0
20,-9,3,0
20,-6,3,0
20,-4,3,0
20,-2,4,0
20,-1,4,0
20,1,5,0
20,3,5,0
20,5,6,0
20,7,6,0
20,9,7,0
20,10,7,0
20,11,7,0
20,12,7,0
20,12,7,0
20,12,7,0
20,11,7,0
40,10,6,0
40,-1,4,0
40,-1,4,0
40,-6,4,0
40,-9,4,0
40,-12,4,0
40,-14,4,0
40,-16,4,0
40,-17,3,0
40,-18,2,0
40,-18,1,0
40,-17,-1,0
40,-16,-3,0
40,-15,-4,0
40,-14,-6,0
40,-13,-7,0
40,-12,-8,0
40,-11,-9,0
40,-10,-10,0
40,-9,-10,0
40,-8,-10,0
40,-8,-10,0
40,-8,-10,0
40,-8,-10,0
40,-8,-10,0
40,-8,-10,0
40,-8,-10,0
40,-8,-10,0
40,-8,-10,0
40,-8,-10,0
40,-8,-10,0
40,-8,-10,0
40,-8,-10,0
40,-8,-10,0
40,-8,-10,0
40,-8,-10,0
40,-8,-10,0
40,-8,-10,0
40,-8,-10,0
40,-8,-10,0
66,-7,-9,0
66,-12,-9,0
66,-10,-7,0
66,-8,-6,0
66,-5,-5,0
66,-1,-4,0
66,5,-3,0
66,11,-2,0
66,17,-1,0
66,22,1,0
66,28,2,0
66,32,3,0
66,35,4,0
66,36,5,0
66,36,6,0
66,34,7,0
66,31,8,0
66,27,9,0
66,23,10,0
66,18,12,0
66,13,14,0
66,7,17,0
66,-1,20,0
66,-6,22,0
66,-9,23,0
66,-11,23,0
66,-11,22,0
66,-9,20,0
66,-7,18,0
66,-5,16,0
66,-3,14,0
66,-1,13,0
66,2,12,0
66,5,10,0
66,7,9,0
66,9,8,0
66,10,7,0
66,11,6,0
66,11,6,0
66,11,6,0
66,11,6,0
66,12,6,0
66,13,6,0
66,15,5,0
66,17,4,0
66,20,3,0
66,23,2,0
66,27,1,0
66,31,-1,0
66,34,-2,0
66,36,-3,0
66,35,-3,0
66,29,-1,0
66,23,2,0
66,16,4,0
66,9,6,0
66,3,8,0
66,-4,9,0
66,-10,9,0
66,-16,9,0
66,-20,8,0
66,-23,7,0
66,-25,5,0
66,-26,4,0
66,-25,2,0
66,-24,1,0
66,-22,-2,0
66,-20,-4,0
66,-18,-6,0
66,-16,-8,0
66,-14,-9,0
