targetSize,pdx,pdy,btn
20,2,0,0
20,4,0,0
20,6,0,0
20,9,0,0
20,11,0,0
20,13,0,0
20,15,0,0
20,17,0,0
20,18,0,0
20,19,0,0
20,19,0,0
20,18,0,0
20,17,1,0
20,16,1,0
20,14,2,0
20,13,2,0
20,12,3,0
20,11,3,0
20,10,4,0
20,9,3,0
20,8,3,0
20,7,3,0
20,6,3,0
20,5,3,0
20,4,3,0
20,3,4,0
20,1,4,0
20,0,5,0
20,-1,5,0
20,-2,5,0
20,-3,5,0
20,-4,5,0
20,-5,5,0
20,-6,5,0
20,-6,4,0
20,-6,4,0
20,-6,3,0
36,-5,2,0
36,-2,3,0
36,-1,1,0
36,-1,0,0
36,-1,-1,0
36,-1,-1,0
36,-1,-2,0
36,-2,-2,0
36,-2,-2,0
36,-3,-2,0
36,-4,-2,0
36,-5,-2,0
36,-6,-2,0
36,-6,-2,0
36,-6,-2,0
36,-6,-3,0
36,-6,-3,0
36,-6,-4,0
36,-6,-4,0
36,-6,-4,0
36,-6,-4,0
36,-6,-4,0
36,-6,-4,0
36,-6,-4,0
36,-6,-4,0
36,-6,-4,0
36,-6,-4,0
36,-6,-4,0
36,-6,-4,0
36,-6,-4,0
36,-6,-4,0
36,-6,-4,0
36,-6,-4,0
36,-6,-4,0
36,-6,-4,0
36,-6,-4,0
36,-6,-4,0
36,-6,-4,0
36,-6,-4,0
36,-5,-4,0
36,-5,-4,0
36,-4,-4,0
36,-4,-4,0
36,-3,-4,0
36,-3,-4,0
36,-3,-4,0
36,-3,-4,0
36,-3,-4,0
36,-3,-4,0
36,-3,-4,0
36,-3,-4,0
36,-3,-4,0
36,-3,-4,0
36,-3,-4,0
36,-3,-4,0
36,-3,-4,0
36,-3,-5,0
36,-3,-6,0
36,-3,-7,0
36,-3,-8,0
36,-3,-8,0
36,-3,-8,0
36,-2,-8,0
36,-1,-8,0
36,-1,-7,0
36,0,-7,0
36,0,-6,0
36,0,-6,0
36,0,-6,0
36,0,-6,0
36,0,-6,0
36,0,-6,0
36,0,-6,0
36,0,-5,0
36,0,-5,0
36,0,-4,0
36,0,-4,0
36,0,-4,0
36,0,-4,0
36,0,-4,0
36,0,-4,0
36,0,-4,0
36,0,-4,0
36,0,-4,0
36,0,-4,0
36,0,-4,0
36,0,-4,0
36,0,-3,0
36,0,-3,0
36,0,-3,0
36,0,-3,0
36,0,-3,0
36,0,-3,0
36,0,-3,0
36,0,-3,0
36,0,-3,0
36,0,-3,0
36,0,-3,0
36,0,-3,0
36,0,-3,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
36,0,-2,0
71,0,-2,0
71,-1,-4,0
71,-1,-5,0
71,-3,-3,0
71,-4,-2,0
71,-5,-1,0
71,-6,0,0
71,-7,1,0
71,-8,2,0
71,-9,3,0
71,-10,3,0
71,-12,4,0
71,-14,4,0
71,-16,5,0
71,-18,5,0
71,-20,6,0
71,-21,6,0
71,-22,6,0
71,-22,6,0
71,-20,4,0
71,-17,2,0
71,-13,1,0
71,-8,1,0
71,-5,2,0
71,-2,2,0
71,1,3,0
71,3,3,0
71,5,4,0
71,7,4,0
71,9,5,0
71,11,5,0
71,12,6,0
71,13,6,0
71,13,7,0
71,13,7,0
71,12,6,0
71,11,6,0
71,10,5,0
71,9,4,0
71,8,3,0
71,7,2,0
71,6,1,0
71,5,0,0
71,4,-1,0
71,3,-1,0
71,1,0,0
71,0,0,0
71,-1,1,0
71,-2,1,0
71,-3,1,0
71,-4,1,0
71,-5,1,0
71,-6,1,0
71,-6,1,0
71,-6,1,0
71,-6,1,0
71,-6,1,0
71,-5,1,0
71,-4,0,0
71,-3,0,0
71,-2,0,0
71,-1,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
71,0,0,0
