targetX,targetY,targetSize,initMouseX,initMouseY,targetID,pdx,pdy,btn
,,20,960,600,,-1,0,0
,,20,960,600,,-2,0,0
,,20,960,600,,-4,0,0
,,20,960,600,,-6,-1,0
,,20,960,600,,-8,-1,0
,,20,960,600,,-10,-2,0
,,20,960,600,,-11,-2,0
,,20,960,600,,-12,-3,0
,,20,960,600,,-13,-3,0
,,20,960,600,,-14,-3,0
,,20,960,600,,-14,-3,0
,,20,960,600,,-14,-3,0
,,20,960,600,,-14,-3,0
,,20,960,600,,-14,-3,0
,,20,960,600,,-14,-3,0
,,20,960,600,,-14,-3,0
,,20,960,600,,-14,-3,0
,,20,960,600,,-14,-3,0
,,20,960,600,,-14,-3,0
,,20,960,600,,-14,-3,0
,,20,960,600,,-14,-3,0
,,20,960,600,,-13,-3,0
,,20,960,600,,-12,-3,0
,,20,960,600,,-11,-3,0
,,20,960,600,,-10,-3,0
,,20,960,600,,-9,-3,0
,,20,960,600,,-8,-3,0
,,20,960,600,,-7,-3,0
,,20,960,600,,-6,-3,0
,,20,960,600,,-5,-3,0
,,20,960,600,,-4,-3,0
,,20,960,600,,-4,-3,0
,,20,960,600,,-4,-3,0
,,20,960,600,,-4,-3,0
,,20,960,600,,-4,-3,0
,,20,960,600,,-4,-3,0
,,20,960,600,,-4,-3,0
,,20,960,600,,-4,-3,0
,,20,960,600,,-4,-3,0
,,20,960,600,,-4,-3,0
,,20,960,600,,-4,-3,0
,,20,960,600,,-4,-3,0
,,20,960,600,,-4,-3,0
,,20,960,600,,-4,-3,0
,,20,960,600,,-4,-3,0
,,20,960,600,,-4,-3,0
,,20,960,600,,-4,-3,0
,,20,960,600,,-4,-3,0
,,20,960,600,,-4,-3,0
,,20,960,600,,-4,-3,0
,,20,960,600,,-4,-3,0
,,20,960,600,,-4,-3,0
,,20,960,600,,-4,-2,0
,,20,960,600,,-4,-2,0
,,20,960,600,,-4,-1,0
,,20,960,600,,-4,-1,0
,,20,960,600,,-4,0,0
,,20,960,600,,-4,0,0
,,20,960,600,,-3,1,0
,,20,960,600,,-3,1,0
,,20,960,600,,-2,1,0
,,20,960,600,,-2,1,0
,,20,960,600,,-1,1,0
,,20,960,600,,-1,1,0
,,20,960,600,,0,1,0
,,20,960,600,,0,1,0
,,20,960,600,,1,1,0
,,20,960,600,,1,1,0
,,20,960,600,,1,1,0
,,20,960,600,,1,1,0
,,20,960,600,,1,1,0
