targetSize,pdx,pdy,btn
20,118,-109,0
20,-42,35,0
20,22,30,-1
20,46,34,-1
20,-11,0,0
20,-29,0,1
20,30,38,-1
20,6,6,0
20,-6,0,0
20,9,22,-1
20,28,11,-1
20,-24,-2,1
20,12,6,0
20,15,10,0
52,-16,1,0
52,-355,13,4
52,130,-65,-1
52,-71,26,1
52,-50,-8,1
52,120,10,-3
52,8,98,-3
52,5,0,0
52,26,-7,-1
52,-24,10,0
52,-7,-8,0
52,-24,-27,1
57,8,1,0
57,451,-403,1
57,-292,-4,4
57,10,5,0
57,44,33,-1
57,5,1,0
57,5,1,0
57,242,-19,-4
57,-225,27,2
57,22,1,0
57,54,2,-1
57,-7,0,0
57,-9,0,0
57,98,48,-3
57,-87,-1,1
57,13,-7,0
57,43,1,-1
57,-27,8,0
53,-17,-3,0
53,-572,9,5
53,164,-41,-2
53,-178,-8,2
53,12,-75,1
53,-36,72,-2
53,287,-22,-5
53,-406,-34,6
53,40,83,-3
53,64,4,-1
53,-30,-20,1
53,-69,-11,1
53,250,14,-5
53,-337,-40,5
53,15,5,0
53,70,20,-2
53,-59,-2,1
53,5,1,0
53,176,21,-4
53,-221,-18,3
53,18,-12,0
53,80,2,-1
53,-54,-2,1
53,-25,-3,1
53,120,27,-3
53,-126,-15,2
53,10,-5,0
53,81,-2,-1
53,-74,3,1
53,4,1,0
53,89,11,-2
53,-92,-10,2
53,6,1,0
53,77,3,-1
53,-78,-6,1
53,5,1,0
53,75,9,-1
53,-74,-6,1
53,6,1,0
53,69,6,-1
53,-68,-5,1
53,9,1,0
53,60,9,-1
53,-59,-6,1
53,9,0,0
53,52,9,-1
53,-52,-6,1
53,5,-1,0
51,49,7,-1
51,557,-537,1
51,-70,-19,1
51,-20,-14,0
51,-43,-1,1
51,5,1,0
51,5,1,0
51,122,-69,-1
51,-71,11,1
51,55,1,-1
40,-11,5,0
40,-731,103,7
40,73,60,-3
40,98,-19,-2
40,-260,2,4
40,144,32,-4
40,241,132,-9
40,-341,-37,5
40,124,-66,-1
40,40,113,-4
40,12,1,0
40,-108,-22,2
40,260,-42,-4
40,-296,-18,4
40,26,-19,0
40,46,31,-1
40,6,-13,0
40,-3,1,0
40,121,54,-4
40,-108,1,2
40,22,-16,0
40,22,15,0
40,-12,0,0
40,-20,-3,1
40,70,5,-1
40,-71,-1,1
40,17,-4,0
40,27,10,0
18,-11,4,0
18,206,-266,0
18,-355,-31,4
18,51,-4,0
18,2,-4,0
18,30,-24,0
18,-21,0,1
18,179,22,-4
18,-213,-22,3
18,38,-24,0
18,11,1,0
18,19,-13,0
18,5,1,0
18,90,30,-2
18,-91,-12,2
18,14,-2,0
18,8,1,0
18,10,-5,0
18,-5,-1,0
18,47,15,-1
18,-46,-4,1
18,14,-2,0
18,5,4,0
57,9,-2,0
57,259,-247,1
57,9,14,0
57,12,7,0
57,41,31,-1
57,5,1,0
57,5,1,0
57,-1,22,0
57,5,16,0
57,0,4,0
57,2,14,0
57,12,10,0
57,14,6,0
57,-1,11,0
57,8,11,0
57,11,5,0
67,-3,6,0
67,-428,99,3
67,131,-11,-2
67,-45,41,0
67,-28,-39,1
67,66,57,-3
67,171,40,-5
67,-223,-9,3
67,120,-26,-1
67,-18,47,-1
67,-21,0,1
67,-9,0,0
67,75,30,-2
67,-71,-6,1
67,29,2,0
67,-2,25,0
67,208,-218,0
67,-381,-50,5
67,77,-15,-1
67,15,9,0
67,5,1,0
67,-27,0,1
67,208,20,-5
67,-222,-11,3
67,53,-14,0
67,40,30,-1
67,-35,-1,1
67,5,1,0
67,110,22,-3
67,-119,-9,2
67,29,-10,0
67,31,24,-1
44,-15,0,0
44,262,-250,1
44,-85,26,0
44,7,1,0
44,-1,3,0
44,5,1,0
44,5,1,0
44,96,-21,-1
44,-108,12,1
44,37,-6,0
44,21,14,0
44,-10,0,0
44,-9,0,0
44,53,17,-1
44,-53,-6,1
44,14,0,0
44,20,9,0
60,-8,5,0
60,-606,-12,6
60,77,66,-3
60,-36,-26,1
60,-51,-54,2
60,-69,43,-1
60,254,30,-7
60,-385,-50,5
60,34,44,-2
26,47,24,-2
26,-4,-34,1
26,-42,-1,1
26,181,59,-5
26,-195,-13,3
26,46,-39,0
26,31,31,-1
26,-21,5,0
26,5,1,0
26,85,26,-2
26,-84,-7,1
