targetSize,pdx,pdy,btn
20,-4,3,0
20,-7,5,0
20,-11,7,0
20,-15,9,0
20,-19,10,0
20,-22,11,0
20,-24,12,0
20,-26,13,0
20,-28,13,0
20,-29,14,0
20,-30,14,0
20,-30,14,0
20,-30,14,0
20,-29,14,0
20,-28,14,0
20,-27,14,0
20,-25,14,0
20,-22,12,0
20,0,9,0
20,3,3,0
20,11,-2,0
20,15,-2,0
20,16,-3,0
20,15,-4,0
55,14,-4,0
55,1,-1,0
55,4,-1,0
55,7,-2,0
55,13,-3,0
55,22,-4,0
55,32,-5,0
55,42,-7,0
55,49,-8,0
55,54,-8,0
55,56,-8,0
55,56,-8,0
55,54,-7,0
55,50,-6,0
55,44,-5,0
55,38,-4,0
55,31,-3,0
55,27,-3,0
55,27,-2,0
55,26,-2,0
55,23,-1,0
55,18,2,0
55,13,4,0
55,8,6,0
55,3,8,0
55,-2,9,0
55,-7,10,0
55,-11,10,0
55,-14,10,0
55,-16,10,0
55,-17,10,0
55,-18,9,0
55,-18,9,0
55,-18,8,0
55,-17,7,0
55,-16,6,0
55,-15,5,0
55,-14,4,0
55,-13,3,0
55,-12,3,0
55,-11,2,0
55,-10,2,0
55,-9,2,0
55,-8,2,0
55,-7,2,0
55,-6,2,0
55,-6,2,0
55,-6,2,0
55,-6,2,0
55,-6,2,0
55,-6,2,0
55,-6,2,0
55,-5,2,0
55,-5,2,0
55,-4,2,0
55,-4,2,0
55,-4,2,0
55,-4,2,0
55,-4,2,0
55,-4,2,0
55,-4,2,0
55,-4,2,0
55,-4,2,0
55,-4,2,0
55,-4,2,0
55,-4,2,0
55,-4,2,0
55,-4,2,0
55,-3,2,0
55,-3,2,0
55,-2,2,0
55,-2,2,0
55,-2,2,0
55,-1,2,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
55,-1,1,0
