targetSize,pdx,pdy,btn
20,2,3,0.0
20,4,4,0.0
20,6,5,0.0
20,7,6,0.0
20,8,7,0.0
20,8,7,0.0
20,8,7,0.0
20,8,8,0.0
20,8,8,0.0
20,8,8,0.0
20,8,9,0.0
20,8,9,0.0
20,8,9,0.0
20,8,10,0.0
20,8,10,0.0
20,8,10,0.0
20,8,10,0.0
20,8,9,0.0
20,7,8,0.0
20,7,8,0.0
20,6,7,0.0
20,6,7,0.0
20,6,6,0.0
20,6,6,0.0
20,6,5,0.0
20,6,4,0.0
20,5,4,0.0
20,5,3,0.0
20,4,3,0.0
20,4,2,0.0
20,3,2,0.0
20,3,2,0.0
20,2,2,0.0
20,2,2,0.0
20,2,2,0.0
20,2,2,0.0
20,2,2,0.0
20,2,2,0.0
20,1,2,0.0
20,1,2,0.0
20,1,1,0.0
20,0,1,0.0
20,0,1,0.2
6,0,1,0.4
6,0,1,0.4
6,0,1,0.4
6,0,1,0.4
6,-1,1,0.2
6,-2,1,0.0
6,-3,1,0.0
6,-4,0,0.0
6,-4,0,0.0
6,-5,-1,0.0
6,-5,-2,0.0
6,-6,-3,0.0
6,-5,-7,0.0
6,-6,-9,0.0
6,-7,-12,0.0
6,-7,-14,0.0
6,-5,-14,0.0
6,-4,-13,0.0
6,-4,-12,0.0
6,-4,-11,0.0
6,-5,-13,0.0
6,-5,-14,0.0
6,-6,-14,0.0
6,-6,-14,0.0
6,-7,-14,0.0
6,-7,-14,0.0
6,-7,-13,0.0
6,-7,-12,0.0
6,-7,-11,0.0
6,-7,-11,0.0
6,-7,-10,0.0
6,-7,-10,0.0
6,-7,-10,0.0
6,-7,-10,0.0
6,-7,-10,0.0
6,-7,-10,0.0
6,-7,-9,0.0
6,-7,-9,0.0
6,-7,-8,0.0
6,-7,-8,0.0
6,-7,-7,0.0
6,-7,-7,0.0
6,-7,-7,0.0
6,-7,-6,0.0
6,-7,-6,0.0
6,-7,-6,0.0
6,-7,-5,0.0
6,-6,-5,0.0
6,-6,-4,0.0
6,-5,-4,0.0
6,-5,-4,0.0
6,-5,-3,0.0
6,-4,-3,0.0
6,-4,-3,0.0
6,-4,-3,0.0
6,-4,-3,0.0
6,-4,-2,0.0
6,-3,-2,0.0
6,-3,-2,0.0
6,-2,-2,0.0
6,-2,-1,0.0
6,-2,-1,0.0
6,-2,-1,0.0
6,-2,-1,0.0
6,-2,-1,0.0
6,-2,-1,0.0
6,-2,-1,0.0
6,-2,-1,0.0
6,-2,-1,0.0
6,-2,-1,0.0
6,-1,-1,0.0
6,-1,-1,0.1
6,-1,-1,0.1
6,-1,-1,0.1
6,-1,-1,0.0
6,-1,-1,0.0
6,-1,-1,0.1
6,-1,-1,0.1
6,-1,-1,0.1
6,-1,-1,0.1
6,-1,-1,0.1
6,-1,-1,0.1
6,-1,-1,0.1
6,-1,-1,0.1
6,-1,-1,0.1
6,-1,-1,0.1
6,-1,-1,0.1
6,0,-1,0.1
6,0,-1,0.3
6,0,-1,0.3
6,0,-1,0.3
6,0,-1,0.3
6,0,-1,0.3
6,0,-1,0.3
6,0,-1,0.3
6,0,-1,0.3
6,0,-1,0.3
6,0,-1,0.3
6,0,-1,0.3
6,0,-1,0.3
6,0,-1,0.3
6,0,-1,0.3
6,0,-1,0.3
6,0,-1,0.3
6,0,-1,0.3
6,0,-1,0.3
6,0,-1,0.3
6,0,-1,0.3
6,0,-1,0.3
6,0,-1,0.3
6,0,-1,0.2
6,0,-1,0.2
6,0,-1,0.2
6,0,-1,0.2
6,0,-1,0.2
6,0,-1,0.2
6,0,0,0.2
6,0,0,0.3
6,0,0,0.2
6,0,0,0.2
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
6,0,0,0.3
