targetX,targetY,targetSize,initMouseX,initMouseY,targetID,pdx,pdy,btn
,,20,960,600,,-2,-2,0
,,20,960,600,,-4,-4,0
,,20,960,600,,-6,-6,0
,,20,960,600,,-8,-7,0
,,20,960,600,,-9,-8,0
,,20,960,600,,-10,-8,0
,,20,960,600,,-10,-8,0
,,20,960,600,,-10,-8,0
,,20,960,600,,-9,-8,0
,,20,960,600,,-8,-7,0
,,20,960,600,,-8,-7,0
,,20,960,600,,-7,-7,0
,,20,960,600,,-7,-7,0
,,20,960,600,,-7,-7,0
,,20,960,600,,-7,-7,0
,,20,960,600,,-7,-7,0
,,20,960,600,,-7,-7,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-8,0
,,20,960,600,,-7,-7,0
,,20,960,600,,-7,-7,0
,,20,960,600,,-7,-6,0
,,20,960,600,,-7,-6,0
,,20,960,600,,-7,-5,0
,,20,960,600,,-7,-5,0
,,20,960,600,,-7,-4,0
,,20,960,600,,-7,-4,0
,,20,960,600,,-7,-3,0
,,20,960,600,,-7,-3,0
,,20,960,600,,-7,-2,0
,,20,960,600,,-7,-2,0
,,20,960,600,,-7,-2,0
,,20,960,600,,-7,-2,0
,,20,960,600,,-7,-2,0
,,20,960,600,,-7,-2,0
,,20,960,600,,-7,-2,0
,,20,960,600,,-7,-2,0
,,20,960,600,,-7,-2,0
,,20,960,600,,-7,-2,0
,,20,960,600,,-7,-2,0
,,20,960,600,,-7,-2,0
,,20,960,600,,-7,-2,0
,,20,960,600,,-7,-2,0
,,20,960,600,,-7,-2,0
,,20,960,600,,-7,-2,0
,,20,960,600,,-7,-2,0
,,20,960,600,,-7,-2,0
