targetX,targetY,targetSize,initMouseX,initMouseY,targetID,pdx,pdy,btn
324,33,20,960,600,1,751,573,-10
324,33,20,960,600,1,-1173,-570,-3
324,33,20,960,600,1,-290,-141,-1
324,33,20,960,600,1,60,-40,0
324,33,20,960,600,1,0,0,0
324,33,20,960,600,1,0,0,0
324,33,20,960,600,1,8,-5,0
324,33,20,960,600,1,0,0,0
324,33,20,960,600,1,70,-48,0
324,33,20,960,600,1,0,0,0
324,33,20,960,600,1,-100,6,-1
324,33,20,960,600,1,117,-23,-1
324,33,20,960,600,1,-26,-13,0
324,33,20,960,600,1,-47,-23,0
324,33,20,960,600,1,23,22,0
324,33,20,960,600,1,33,-17,0
324,33,20,960,600,1,-37,-18,0
324,33,20,960,600,1,3,28,0
324,33,20,960,600,1,28,-19,0
324,33,20,960,600,1,-29,-14,0
324,33,20,960,600,1,2,22,0
1841,969,41,311,47,2,23,0,0
1841,969,41,311,47,2,607,422,-8
1841,969,41,311,47,2,188,-15,-1
1841,969,41,311,47,2,-294,-143,-1
1841,969,41,311,47,2,358,5,-3
1841,969,41,311,47,2,20,208,-1
1841,969,41,311,47,2,-183,-89,0
1841,969,41,311,47,2,262,-109,-1
1841,969,41,311,47,2,18,189,-1
1841,969,41,311,47,2,-102,-50,0
1841,969,41,311,47,2,156,-107,0
1841,969,41,311,47,2,12,126,-1
1841,969,41,311,47,2,-55,-27,0
1841,969,41,311,47,2,58,-39,0
1841,969,41,311,47,2,-17,16,0
1841,969,41,311,47,2,2,39,0
1841,969,41,311,47,2,-34,-17,0
1841,969,41,311,47,2,50,-38,0
1841,969,41,311,47,2,2,48,0
1841,969,41,311,47,2,-46,-22,0
1841,969,41,311,47,2,38,1,0
1841,969,41,311,47,2,-11,23,0
799,318,26,1867,995,3,-31,-18,0
799,318,26,1867,995,3,-613,-298,-1
799,318,26,1867,995,3,291,-13,-2
799,318,26,1867,995,3,28,295,-2
799,318,26,1867,995,3,-201,-168,-1
799,318,26,1867,995,3,295,-202,-1
799,318,26,1867,995,3,-47,68,-1
799,318,26,1867,995,3,-125,-28,0
799,318,26,1867,995,3,16,169,-1
799,318,26,1867,995,3,97,-173,-1
799,318,26,1867,995,3,-148,-62,0
799,318,26,1867,995,3,21,226,-2
799,318,26,1867,995,3,212,-171,-1
799,318,26,1867,995,3,-264,-128,0
799,318,26,1867,995,3,22,233,-2
799,318,26,1867,995,3,314,-216,-1
799,318,26,1867,995,3,-351,-171,-1
799,318,26,1867,995,3,24,258,-2
799,318,26,1867,995,3,369,-254,-1
799,318,26,1867,995,3,-401,-195,-1
799,318,26,1867,995,3,25,262,-2
799,318,26,1867,995,3,393,-270,-1
799,318,26,1867,995,3,-428,-208,-1
799,318,26,1867,995,3,25,268,-2
799,318,26,1867,995,3,421,-289,-1
799,318,26,1867,995,3,-461,-224,-1
799,318,26,1867,995,3,26,275,-2
799,318,26,1867,995,3,457,-314,-1
799,318,26,1867,995,3,-495,-241,-1
799,318,26,1867,995,3,26,278,-2
799,318,26,1867,995,3,485,-333,-1
799,318,26,1867,995,3,-508,-247,-1
799,318,26,1867,995,3,26,276,-2
799,318,26,1867,995,3,490,-337,-1
799,318,26,1867,995,3,-508,-247,-1
799,318,26,1867,995,3,26,273,-2
799,318,26,1867,995,3,485,-333,-1
799,318,26,1867,995,3,-510,-248,-1
799,318,26,1867,995,3,26,273,-2
799,318,26,1867,995,3,489,-336,-1
799,318,26,1867,995,3,-511,-249,-1
799,318,26,1867,995,3,26,273,-2
799,318,26,1867,995,3,490,-337,-1
799,318,26,1867,995,3,-511,-249,-1
799,318,26,1867,995,3,26,273,-2
799,318,26,1867,995,3,490,-337,-1
799,318,26,1867,995,3,-511,-248,-1
799,318,26,1867,995,3,25,272,-2
799,318,26,1867,995,3,490,-337,-1
799,318,26,1867,995,3,-510,-248,-1
799,318,26,1867,995,3,25,271,-2
799,318,26,1867,995,3,487,-335,-1
799,318,26,1867,995,3,-510,-248,-1
799,318,26,1867,995,3,25,272,-2
799,318,26,1867,995,3,489,-336,-1
799,318,26,1867,995,3,-510,-248,-1
799,318,26,1867,995,3,25,272,-2
799,318,26,1867,995,3,489,-336,-1
799,318,26,1867,995,3,-510,-248,-1
799,318,26,1867,995,3,25,272,-2
