targetX,targetY,targetSize,initMouseX,initMouseY,targetID,pdx,pdy,btn
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,4,0
869,908,20,960,600,1,0,6,0
869,908,20,960,600,1,0,8,0
869,908,20,960,600,1,0,10,0
869,908,20,960,600,1,0,11,0
869,908,20,960,600,1,0,12,0
869,908,20,960,600,1,0,13,0
869,908,20,960,600,1,0,14,0
869,908,20,960,600,1,0,14,0
869,908,20,960,600,1,0,14,0
869,908,20,960,600,1,0,14,0
869,908,20,960,600,1,0,14,0
869,908,20,960,600,1,0,14,0
869,908,20,960,600,1,0,14,0
869,908,20,960,600,1,0,14,0
869,908,20,960,600,1,0,14,0
869,908,20,960,600,1,0,14,0
869,908,20,960,600,1,0,14,0
869,908,20,960,600,1,0,13,0
869,908,20,960,600,1,0,12,0
869,908,20,960,600,1,0,11,0
869,908,20,960,600,1,0,10,0
869,908,20,960,600,1,0,9,0
869,908,20,960,600,1,0,8,0
869,908,20,960,600,1,0,7,0
869,908,20,960,600,1,0,6,0
869,908,20,960,600,1,0,6,0
869,908,20,960,600,1,0,5,0
869,908,20,960,600,1,0,5,0
869,908,20,960,600,1,0,5,0
869,908,20,960,600,1,0,5,0
869,908,20,960,600,1,0,5,0
869,908,20,960,600,1,0,5,0
869,908,20,960,600,1,0,5,0
869,908,20,960,600,1,0,5,0
869,908,20,960,600,1,0,5,0
869,908,20,960,600,1,0,5,0
869,908,20,960,600,1,0,5,0
869,908,20,960,600,1,0,5,0
869,908,20,960,600,1,0,5,0
869,908,20,960,600,1,0,5,0
869,908,20,960,600,1,0,5,0
869,908,20,960,600,1,0,5,0
869,908,20,960,600,1,0,4,0
869,908,20,960,600,1,0,4,0
869,908,20,960,600,1,0,3,0
869,908,20,960,600,1,0,3,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,2,0
869,908,20,960,600,1,0,1,0
869,908,20,960,600,1,0,1,0
869,908,20,960,600,1,0,0,0
869,908,20,960,600,1,0,0,0
869,908,20,960,600,1,0,-1,0
869,908,20,960,600,1,0,-1,0
869,908,20,960,600,1,0,-1,0
869,908,20,960,600,1,0,-1,0
869,908,20,960,600,1,0,-1,0
869,908,20,960,600,1,0,-1,0
869,908,20,960,600,1,0,-1,0
869,908,20,960,600,1,0,-1,0
869,908,20,960,600,1,0,-1,0
869,908,20,960,600,1,0,-1,0
869,908,20,960,600,1,0,-1,0
869,908,20,960,600,1,0,-1,0
869,908,20,960,600,1,0,-1,0
869,908,20,960,600,1,0,-1,0
869,908,20,960,600,1,0,-1,0
869,908,20,960,600,1,0,-1,0
869,908,20,960,600,1,0,-1,0
869,908,20,960,600,1,0,-1,0
869,908,20,960,600,1,0,-1,0
869,908,20,960,600,1,0,-1,0
869,908,20,960,600,1,0,-1,0
869,908,20,960,600,1,0,-1,0
