targetSize,pdx,pdy,btn
20,16,24,-1
20,14,21,-1
20,13,19,0
20,13,17,0
20,15,14,0
20,8,9,0
20,7,8,0
20,7,8,0
20,6,6,0
20,3,5,0
20,3,7,0
20,0,6,0
20,-1,4,0
20,-1,3,0
20,1,2,0
75,3,1,0
75,176,-225,0
75,-341,-40,4
75,58,-14,0
75,15,9,0
75,5,1,0
75,-27,0,1
75,204,-1,-4
75,-235,-11,3
75,55,-26,0
75,35,16,-1
75,-21,0,1
75,5,1,0
75,107,22,-3
75,-119,-15,2
75,25,-5,0
75,31,15,-1
66,-12,0,0
66,-475,93,4
66,0,124,-3
66,80,-51,0
66,-205,13,3
66,-1,62,-2
66,301,-9,-6
66,-447,-22,6
66,-3,42,-1
66,226,1,-4
66,-270,-26,4
66,-24,0,1
66,257,53,-7
66,-304,-38,5
66,5,1,0
66,203,22,-4
66,-222,-20,3
66,5,1,0
66,208,21,-5
66,-231,-25,4
66,5,1,0
66,173,20,-4
66,-175,-17,3
66,5,1,0
66,175,15,-4
66,-184,-15,3
66,5,1,0
66,154,10,-3
66,-156,-13,3
66,5,1,0
66,150,13,-3
66,-150,-10,2
66,5,1,0
66,141,8,-3
66,-140,-8,2
66,5,1,0
66,133,9,-3
66,-131,-7,2
66,5,1,0
66,125,9,-2
66,-123,-6,2
66,5,1,0
66,118,7,-2
66,-117,-6,2
66,5,1,0
66,111,8,-2
66,-109,-6,2
66,5,1,0
66,104,8,-2
66,-102,-5,2
66,5,1,0
66,97,7,-2
66,-95,-5,2
66,5,1,0
66,89,8,-2
66,-86,-5,1
66,5,1,0
66,81,8,-2
66,-79,-5,1
66,7,1,0
66,72,8,-1
66,-70,-5,1
66,11,1,0
66,61,10,-1
66,-60,-6,1
66,9,0,0
66,56,9,-1
66,374,-359,1
66,-208,36,2
66,70,61,-3
66,59,45,-2
66,5,1,0
66,-53,-1,1
66,92,62,-3
66,-50,-2,1
66,-20,0,1
66,26,15,-1
66,14,12,0
61,-27,-3,1
61,-434,35,4
61,127,-48,-1
61,-87,16,1
61,-41,-43,2
61,76,37,-3
61,116,52,-4
61,-165,-20,3
61,130,-17,-2
61,-85,34,0
61,14,1,0
71,-24,-6,1
71,368,-303,0
71,-438,-16,6
71,74,24,-2
71,32,23,-1
71,21,-15,0
71,1,1,0
71,229,42,-6
71,-239,-4,3
71,50,-25,0
71,35,25,-1
71,-20,0,1
71,5,1,0
71,104,37,-3
71,-93,0,1
71,28,-3,0
71,20,22,-1
71,-17,0,1
71,124,-115,0
71,-24,70,-1
71,23,20,-1
71,43,32,-1
71,-7,4,0
71,-24,1,1
71,41,19,-1
71,-13,13,0
71,-10,7,0
71,18,19,-1
71,14,9,0
71,-14,4,0
71,20,8,0
12,12,12,0
12,-323,16,3
12,97,-58,0
12,-25,30,0
12,-60,-1,1
12,113,1,-2
12,12,100,-3
12,3,1,0
12,5,-10,0
12,13,-2,0
12,-18,-7,0
12,-46,-16,1
12,22,-16,0
12,4,2,0
12,-4,2,0
12,13,19,0
12,25,8,0
12,-23,-3,1
10,0,3,0
10,309,-295,1
10,-104,53,0
10,49,46,-2
10,98,77,-3
10,0,1,0
10,-59,-1,1
10,52,82,-3
10,11,6,0
10,-1,1,0
10,6,32,-1
10,50,24,-1
10,-10,0,0
10,-10,13,0
10,11,19,0
10,-1,4,0
10,-6,-1,0
10,-2,12,0
10,2,2,0
10,-9,-2,0
10,5,0,0
10,3,3,0
10,-3,0,0
10,0,3,0
10,7,3,0
10,-4,2,0
10,-1,1,0
10,3,2,0
2,-1,0,0
2,-521,-81,6
2,223,-130,-1
2,-227,3,3
2,9,-27,1
2,84,42,-3
2,107,53,-4
2,-129,-14,2
2,159,11,-3
2,-161,-4,2
2,9,-3,0
2,17,-11,0
2,56,-18,-1
2,-80,-7,1
2,104,23,-2
2,-86,0,1
2,7,-1,0
2,5,0,0
2,53,-11,-1
2,-63,-6,1
2,60,19,-1
2,-28,5,0
2,-1,1,0
2,0,0,0
2,19,14,-1
2,-26,-5,1
2,19,1,0
2,-12,4,0
2,-4,2,0
2,-13,-1,0
2,24,-2,0
2,-27,-3,1
2,15,1,0
2,0,6,0
2,5,2,0
2,-8,-1,0
2,14,4,0
2,-11,-2,0
2,-2,1,0
2,-3,2,0
2,7,0,0
2,-9,-2,0
2,7,2,0
2,-2,2,0
2,0,0,0
2,-4,1,0
2,6,1,0
2,-6,0,0
2,2,0,0
2,1,0,0
2,2,0,0
2,-4,0,0
2,5,0,0
2,-3,1,0
2,-1,1,0
2,-1,1,0
2,3,0,0
2,-3,0,0
2,1,1,0
2,1,1,0
2,0,0,0
2,-1,0,0
2,2,1,0
2,-1,0,0
2,-1,1,0
2,0,1,0
2,1,1,0
2,-1,0,0
2,0,1,0
2,0,1,0
2,0,0,0
2,-1,0,0
2,0,1,0
2,0,1,0
2,0,0,0
2,0,1,0
2,0,1,0
2,0,1,0
2,0,0,0
2,0,1,0
2,0,1,0
2,0,1,0
2,0,0,0
2,0,1,0
2,0,1,0
2,0,1,0
2,0,0,0
2,0,1,0
2,0,1,0
2,0,1,0
2,0,0,0
