targetX,targetY,targetSize,initMouseX,initMouseY,targetID,pdx,pdy,btn
,,20,960,598,,-3,-2,0
,,20,960,598,,-6,-3,0
,,20,960,598,,-10,-5,0
,,20,960,598,,-13,-7,0
,,20,960,598,,-16,-8,0
,,20,960,598,,-18,-8,0
,,20,960,598,,-19,-8,0
,,20,960,598,,-19,-7,0
,,20,960,598,,-19,-6,0
,,20,960,598,,-19,-5,0
,,20,960,598,,-18,-4,0
,,20,960,598,,-18,-4,0
,,20,960,598,,-18,-4,0
,,20,960,598,,-18,-4,0
,,20,960,598,,-18,-4,0
,,20,960,598,,-18,-4,0
,,20,960,598,,-18,-4,0
,,20,960,598,,-18,-4,0
,,20,960,598,,-18,-4,0
,,20,960,598,,-17,-4,0
,,20,960,598,,-17,-4,0
,,20,960,598,,-16,-4,0
,,20,960,598,,-16,-4,0
,,20,960,598,,-15,-4,0
,,20,960,598,,-15,-4,0
,,20,960,598,,-15,-4,0
,,20,960,598,,-15,-4,0
,,20,960,598,,-15,-4,0
,,20,960,598,,-15,-4,0
,,20,960,598,,-15,-4,0
,,20,960,598,,-14,-4,0
,,20,960,598,,-14,-4,0
,,20,960,598,,-13,-4,0
,,20,960,598,,-12,-4,0
,,20,960,598,,-11,-4,0
,,20,960,598,,-10,-4,0
,,20,960,598,,-9,-4,0
,,20,960,598,,-8,-4,0
,,20,960,598,,-7,-4,0
,,20,960,598,,-6,-4,0
,,20,960,598,,-5,-4,0
,,20,960,598,,-4,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-4,0
,,20,960,598,,-3,-3,0
,,20,960,598,,-3,-3,0
,,20,960,598,,-3,-2,0
,,20,960,598,,-3,-2,0
,,20,960,598,,-3,-1,0
,,20,960,598,,-3,-1,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
,,20,960,598,,-3,0,0
