dx,dy,button,rx,ry,time,distance,targetID,directionX,directionY,targetX,targetY,initMouseX,initMouseY,targetSize
0,0,0.0,-0.0,-0.0,0.033937692642211914,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.04388284683227539,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.0558781623840332,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.06981396675109863,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.07779216766357422,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.08976149559020996,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.09574556350708008,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.10474038124084473,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.11369705200195312,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.12267446517944336,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.13164806365966797,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.1436173915863037,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.15658307075500488,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.17054390907287598,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.17855429649353027,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.18952202796936035,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.20345807075500488,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.22140789031982422,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.22839021682739258,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.23935985565185547,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.24737024307250977,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.2563450336456299,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.2652926445007324,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.27429795265197754,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.28327345848083496,178.904737897174,1,177,-66,1137,534,960,600,20
0,0,0.0,-0.0,-0.0,0.2922191619873047,178.904737897174,1,177,-66,1137,534,960,600,20
