targetX,targetY,targetSize,initMouseX,initMouseY,targetID,pdx,pdy,btn
,,20,960,600,,-2,1,0
,,20,960,600,,-4,1,0
,,20,960,600,,-7,2,0
,,20,960,600,,-10,3,0
,,20,960,600,,-13,4,0
,,20,960,600,,-15,5,0
,,20,960,600,,-17,6,0
,,20,960,600,,-19,6,0
,,20,960,600,,-20,6,0
,,20,960,600,,-21,6,0
,,20,960,600,,-22,6,0
,,20,960,600,,-23,6,0
,,20,960,600,,-23,6,0
,,20,960,600,,-23,6,0
,,20,960,600,,-23,6,0
,,20,960,600,,-23,6,0
,,20,960,600,,-22,6,0
,,20,960,600,,-21,6,0
,,20,960,600,,-20,6,0
,,20,960,600,,-19,6,0
,,20,960,600,,-18,6,0
,,20,960,600,,-17,6,0
,,20,960,600,,-16,5,0
,,20,960,600,,-15,5,0
,,20,960,600,,-14,4,0
,,20,960,600,,-13,4,0
,,20,960,600,,-12,3,0
,,20,960,600,,-11,3,0
,,20,960,600,,-10,2,0
,,20,960,600,,-9,2,0
,,20,960,600,,-8,1,0
,,20,960,600,,-7,1,0
,,20,960,600,,-6,0,0
,,20,960,600,,-5,0,0
,,20,960,600,,-4,-1,0
,,20,960,600,,-3,-1,0
,,20,960,600,,-2,-1,0
,,20,960,600,,-1,-1,0
,,20,960,600,,0,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
,,20,960,600,,1,-1,0
