dx,dy,button,rx,ry,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID
0,0,0,-0.0,-0.0,0.5845720767974854,702.8141412738667,-510,498,450,1098,20,960,600,1
-1,2,0,-0.7900000214576721,1.5800000429153442,0.7426681518554688,702.1158613596526,-510,497,450,1098,20,960,600,1
-1,5,0,-1.0119999647140503,5.0599998235702515,0.750664234161377,697.9159554636411,-509,492,450,1098,20,960,600,1
-3,5,0,-3.035999894142151,5.0599998235702515,0.7585041522979736,692.2855544577291,-506,487,450,1098,20,960,600,1
-3,7,0,-3.5400002002716064,8.260000467300415,0.7665002346038818,684.5862077525006,-503,479,450,1098,20,960,600,1
-4,7,0,-4.929999828338623,8.62749969959259,0.774604082107544,676.1792768657474,-499,471,450,1098,20,960,600,1
-7,8,0,-9.141999959945679,10.447999954223633,0.7826652526855469,662.7711349337158,-490,461,450,1098,20,960,600,1
-9,11,0,-13.030714273452759,15.92642855644226,0.7905521392822266,643.0275645024489,-477,446,450,1098,20,960,600,1
-11,11,0,-17.299333095550537,17.299333095550537,0.7987191677093506,619.0,-460,429,450,1098,20,960,600,1
-15,13,0,-29.036841988563538,25.165263056755066,0.8066351413726807,580.7427528120849,-431,404,450,1098,20,960,600,1
-15,14,0,-30.067498683929443,28.06299877166748,0.8147592544555664,539.7062852105659,-401,376,450,1098,20,960,600,1
-16,16,0,-33.956363677978516,33.956363677978516,0.8226861953735352,493.06361426761924,-368,343,450,1098,20,960,600,1
-14,14,0,-27.1010525226593,27.1010525226593,0.830646276473999,454.9053667145605,-341,316,450,1098,20,960,600,1
-15,16,0,-30.992857217788696,33.05904769897461,0.83868408203125,410.4878119517854,-311,283,450,1098,20,960,600,1
-14,13,0,-27.1010525226593,25.165263056755066,0.8465251922607422,373.6925852814985,-284,258,450,1098,20,960,600,1
-12,11,0,-20.15999937057495,18.47999942302704,0.8545351028442383,346.78564993564413,-264,240,450,1098,20,960,600,1
-10,9,0,-13.730769157409668,12.357692241668701,0.8625731468200684,329.09438214160963,-251,228,450,1098,20,960,600,1
-9,8,0,-12.187499642372131,10.833333015441895,0.8705511093139648,313.488794241779,-239,218,450,1098,20,960,600,1
-8,7,0,-10.447999954223633,9.141999959945679,0.8786191940307617,300.0354818403855,-229,209,450,1098,20,960,600,1
-8,6,0,-10.447999954223633,7.835999965667725,0.8866462707519531,287.9345565724124,-219,202,450,1098,20,960,600,1
-7,7,0,-8.913333177566528,8.913333177566528,0.8946912288665771,276.6304240655552,-211,194,450,1098,20,960,600,1
-6,6,0,-7.394999742507935,7.394999742507935,0.9025492668151855,266.739950133695,-204,187,450,1098,20,960,600,1
-6,7,0,-7.639999866485596,8.913333177566528,0.9105832576751709,256.1766330841233,-197,179,450,1098,20,960,600,1
-6,7,0,-7.639999866485596,8.913333177566528,0.9186000823974609,245.6188568944005,-190,171,450,1098,20,960,600,1
-7,6,0,-8.913333177566528,7.639999866485596,0.9266891479492188,234.989795705862,-182,164,450,1098,20,960,600,1
-7,7,0,-8.913333177566528,8.913333177566528,0.9345932006835938,223.69210512980536,-174,156,450,1098,20,960,600,1
-8,7,0,-10.447999954223633,9.141999959945679,0.9425652027130127,210.238507078122,-164,147,450,1098,20,960,600,1
-9,8,0,-12.187499642372131,10.833333015441895,0.9505791664123535,194.62893246068603,-152,137,450,1098,20,960,600,1
-9,9,0,-12.187499642372131,12.187499642372131,0.9587252140045166,177.6832437912346,-140,125,450,1098,20,960,600,1
-9,8,0,-12.187499642372131,10.833333015441895,0.9666812419891357,162.07265907168403,-128,115,450,1098,20,960,600,1
-10,9,0,-13.730769157409668,12.357692241668701,0.9745430946350098,144.38264151127873,-115,103,450,1098,20,960,600,1
-9,9,0,-12.187499642372131,12.187499642372131,0.9826531410217285,127.44089638822936,-103,91,450,1098,20,960,600,1
