dx,dy,rx,ry,button,time
0,1,-0.0,1.0,0,1.5217502117156982
-1,1,-1.0,1.0,0,1.5309302806854248
0,1,-0.0,1.0,0,1.5389363765716553
-2,0,-2.0,-0.0,0,1.5448582172393799
-1,1,-1.0,1.0,0,1.5526552200317383
-2,0,-2.0,-0.0,0,1.5608882904052734
-2,0,-2.0,-0.0,0,1.5688772201538086
-2,1,-2.0,1.0,0,1.5766353607177734
-2,0,-2.0,-0.0,0,1.5847842693328857
-1,1,-1.0,1.0,0,1.5929713249206543
-2,0,-2.0,-0.0,0,1.608837366104126
-2,0,-2.0,-0.0,0,1.6168053150177002
-2,1,-2.0,1.0,0,1.6249113082885742
-4,1,-4.0,1.0,0,1.632826328277588
-7,1,-7.0,1.0,0,1.6407802104949951
-6,1,-6.0,1.0,0,1.648963212966919
-4,1,-4.0,1.0,0,1.6569483280181885
-3,1,-3.0,1.0,0,1.6652553081512451
-1,0,-1.0,-0.0,0,1.7609012126922607
-1,0,-1.0,-0.0,0,1.7687053680419922
-1,0,-1.0,-0.0,0,1.7768993377685547
-1,0,-1.0,-0.0,0,1.787776231765747
-1,1,-1.0,1.0,0,1.7930352687835693
-1,0,-1.0,-0.0,0,1.8008522987365723
-2,2,-2.0,2.0,0,1.808913230895996
-2,1,-2.0,1.0,0,1.817209243774414
-2,1,-2.0,1.0,0,1.8248333930969238
-2,2,-2.0,2.0,0,1.8326842784881592
-4,2,-4.0,2.0,0,1.844588279724121
-3,2,-3.0,2.0,0,1.8526642322540283
-3,3,-3.0,3.0,0,1.8569533824920654
-2,2,-2.0,2.0,0,1.8647403717041016
-4,4,-4.0,4.0,0,1.8728814125061035
-5,6,-5.0,6.0,0,1.8820102214813232
-8,6,-8.0,6.0,0,1.888930320739746
-7,5,-7.0,5.0,0,1.8966953754425049
-7,4,-7.0,4.0,0,1.9047822952270508
-3,3,-3.0,3.0,0,1.9126832485198975
-2,1,-2.0,1.0,0,1.920870304107666
-2,1,-2.0,1.0,0,1.9288063049316406
-3,0,-3.0,-0.0,0,1.936814308166504
-1,1,-1.0,1.0,0,1.9447333812713623
-1,0,-1.0,-0.0,0,1.953052282333374
-1,1,-1.0,1.0,0,1.9609553813934326
-1,0,-1.0,-0.0,0,1.9848363399505615
0,1,-0.0,1.0,0,2.0408132076263428
-3,3,-3.0,3.0,0,2.051558256149292
-2,2,-2.0,2.0,0,2.056880235671997
-2,2,-2.0,2.0,0,2.0673882961273193
-2,3,-2.0,3.0,0,2.0729143619537354
-2,3,-2.0,3.0,0,2.0807042121887207
-2,4,-2.0,4.0,0,2.0888893604278564
-1,4,-1.0,4.0,0,2.0969443321228027
-2,5,-2.0,5.0,0,2.10479736328125
-2,4,-2.0,4.0,0,2.1130383014678955
-1,4,-1.0,4.0,0,2.1210403442382812
-1,3,-1.0,3.0,0,2.1286702156066895
-1,0,-1.0,-0.0,0,2.144930362701416
0,0,-0.0,-0.0,1,2.154698371887207
2,0,2.0,-0.0,1,2.1689183712005615
4,-2,4.0,-2.0,1,2.1769583225250244
5,-1,5.0,-1.0,1,2.184856414794922
2,-1,2.0,-1.0,1,2.1928303241729736
0,0,-0.0,-0.0,0,2.2638661861419678
-1,0,-1.0,-0.0,0,2.28898024559021
