dx,rx
-12,-24.0
-10,-20.0
-9,-18.0
-8,-16.0
-8,-16.0
-8,-16.0
-6,-12.0
-5,-10.0
-5,-10.0
-4,-8.0
-2,-4.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
0,-0.0
-2,-4.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
-2,-4.0
-1,-2.0
-1,-2.0
-2,-4.0
-1,-2.0
-2,-4.0
-1,-2.0
-1,-2.0
-1,-2.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
-3,-6.0
-2,-4.0
-2,-4.0
-2,-4.0
-4,-8.0
-5,-10.0
-5,-10.0
-7,-14.0
-4,-8.0
-5,-10.0
-4,-8.0
-4,-8.0
-4,-8.0
-4,-8.0
-5,-10.0
-6,-12.0
-6,-12.0
-4,-8.0
-4,-8.0
-3,-6.0
-3,-6.0
-3,-6.0
-2,-4.0
-2,-4.0
-3,-6.0
-3,-6.0
-2,-4.0
-3,-6.0
-3,-6.0
-2,-4.0
-3,-6.0
-2,-4.0
-3,-6.0
-3,-6.0
-2,-4.0
-3,-6.0
-2,-4.0
-1,-2.0
-2,-4.0
-1,-2.0
-1,-2.0
0,-0.0
0,-0.0
-1,-2.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
-2,-4.0
-2,-4.0
-2,-4.0
-3,-6.0
-4,-8.0
-3,-6.0
-4,-8.0
-4,-8.0
-4,-8.0
-5,-10.0
-5,-10.0
-7,-14.0
-6,-12.0
-7,-14.0
-8,-16.0
-6,-12.0
-5,-10.0
-3,-6.0
-4,-8.0
-2,-4.0
-2,-4.0
-1,-2.0
-2,-4.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
1,2.0
1,2.0
1,2.0
1,2.0
1,2.0
1,2.0
1,2.0
1,2.0
2,4.0
1,2.0
1,2.0
1,2.0
1,2.0
1,2.0
2,4.0
2,4.0
2,4.0
1,2.0
1,2.0
1,2.0
1,2.0
1,2.0
1,2.0
1,2.0
0,-0.0
0,-0.0
-1,-2.0
0,-0.0
-1,-2.0
0,-0.0
-1,-2.0
-1,-2.0
0,-0.0
1,2.0
0,-0.0
1,2.0
1,2.0
1,2.0
2,4.0
1,2.0
2,4.0
6,12.0
8,16.0
6,12.0
6,12.0
6,12.0
5,10.0
5,10.0
5,10.0
4,8.0
3,6.0
2,4.0
3,6.0
2,4.0
2,4.0
3,6.0
1,2.0
2,4.0
3,6.0
3,6.0
4,8.0
3,6.0
5,10.0
5,10.0
6,12.0
6,12.0
7,14.0
8,16.0
8,16.0
8,16.0
8,16.0
7,14.0
6,12.0
6,12.0
7,14.0
7,14.0
7,14.0
7,14.0
6,12.0
6,12.0
4,8.0
3,6.0
3,6.0
2,4.0
1,2.0
1,2.0
1,2.0
1,2.0
-2,-4.0
-2,-4.0
-2,-4.0
-3,-6.0
-2,-4.0
-3,-6.0
-3,-6.0
-2,-4.0
-2,-4.0
-2,-4.0
-2,-4.0
-3,-6.0
-2,-4.0
-3,-6.0
-2,-4.0
-3,-6.0
-3,-6.0
-3,-6.0
-2,-4.0
-2,-4.0
-2,-4.0
-2,-4.0
-1,-2.0
-3,-6.0
-2,-4.0
-2,-4.0
-1,-2.0
-2,-4.0
-2,-4.0
-2,-4.0
-2,-4.0
-2,-4.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
1,2.0
0,-0.0
1,2.0
0,-0.0
1,2.0
1,2.0
1,2.0
0,-0.0
1,2.0
1,2.0
1,2.0
1,2.0
1,2.0
1,2.0
0,-0.0
0,-0.0
-1,-2.0
-1,-2.0
-1,-2.0
0,-0.0
2,4.0
1,2.0
2,4.0
3,6.0
3,6.0
3,6.0
4,8.0
7,14.0
6,12.0
5,10.0
5,10.0
4,8.0
5,10.0
5,10.0
6,12.0
4,8.0
4,8.0
3,6.0
3,6.0
2,4.0
2,4.0
2,4.0
1,2.0
1,2.0
0,-0.0
2,4.0
2,4.0
2,4.0
2,4.0
3,6.0
2,4.0
3,6.0
1,2.0
2,4.0
1,2.0
2,4.0
1,2.0
1,2.0
1,2.0
1,2.0
0,-0.0
0,-0.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
-2,-4.0
-2,-4.0
-2,-4.0
-2,-4.0
-4,-8.0
-5,-10.0
-6,-12.0
-10,-20.0
-12,-24.0
-12,-24.0
-14,-28.0
-13,-26.0
-13,-26.0
-11,-22.0
-11,-22.0
-10,-20.0
-10,-20.0
-9,-18.0
-7,-14.0
-7,-14.0
-5,-10.0
-6,-12.0
-6,-12.0
-5,-10.0
-5,-10.0
-5,-10.0
-5,-10.0
-5,-10.0
-5,-10.0
-6,-12.0
-5,-10.0
-5,-10.0
-6,-12.0
-7,-14.0
-5,-10.0
-5,-10.0
-2,-4.0
-3,-6.0
-3,-6.0
-2,-4.0
-2,-4.0
-1,-2.0
-3,-6.0
-2,-4.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
0,-0.0
0,-0.0
-1,-2.0
-1,-2.0
0,-0.0
-1,-2.0
-1,-2.0
-2,-4.0
-1,-2.0
-2,-4.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
-2,-4.0
-1,-2.0
-2,-4.0
-2,-4.0
-2,-4.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
0,-0.0
-1,-2.0
0,-0.0
0,-0.0
-1,-2.0
0,-0.0
0,-0.0
0,-0.0
-1,-2.0
0,-0.0
0,-0.0
0,-0.0
-1,-2.0
0,-0.0
-1,-2.0
0,-0.0
-1,-2.0
0,-0.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
0,-0.0
-1,-2.0
-1,-2.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
-1,-2.0
-1,-2.0
-1,-2.0
-1,-2.0
0,-0.0
0,-0.0
0,-0.0
1,2.0
2,4.0
3,6.0
5,10.0
7,14.0
7,14.0
10,20.0
10,20.0
10,20.0
11,22.0
10,20.0
10,20.0
9,18.0
9,18.0
8,16.0
8,16.0
8,16.0
7,14.0
9,18.0
8,16.0
9,18.0
10,20.0
9,18.0
11,22.0
10,20.0
10,20.0
12,24.0
13,26.0
15,30.0
15,30.0
16,32.0
15,30.0
13,26.0
11,22.0
8,16.0
8,16.0
8,16.0
6,12.0
6,12.0
4,8.0
3,6.0
2,4.0
1,2.0
1,2.0
1,2.0
1,2.0
0,-0.0
0,-0.0
0,-0.0
1,2.0
0,-0.0
1,2.0
0,-0.0
1,2.0
0,-0.0
1,2.0
0,-0.0
-2,-4.0
-1,-2.0
-2,-4.0
-2,-4.0
-2,-4.0
-3,-6.0
-3,-6.0
-3,-6.0
-3,-6.0
-4,-8.0
-2,-4.0
-2,-4.0
-2,-4.0
-2,-4.0
-1,-2.0
-1,-2.0
-2,-4.0
-2,-4.0
-2,-4.0
-1,-2.0
-2,-4.0
-2,-4.0
-2,-4.0
-2,-4.0
-2,-4.0
-1,-2.0
-1,-2.0
0,-0.0
1,2.0
0,-0.0
-1,-2.0
0,-0.0
-1,-2.0
-1,-2.0
-1,-2.0
-4,-8.0
-7,-14.0
-9,-18.0
-11,-22.0
-12,-24.0
-12,-24.0
-11,-22.0
-10,-20.0
-8,-16.0
-7,-14.0
-5,-10.0
-4,-8.0
-3,-6.0
-2,-4.0
0,-0.0
-1,-2.0
-1,-2.0
2,4.0
1,2.0
1,2.0
0,-0.0
