dx,dy,rx,ry,button,time
-3,-10,-3.0,-10.0,0,0.4795665740966797
-3,-14,-3.0,-14.0,0,0.4876284599304199
-6,-16,-6.0,-16.0,0,0.4954714775085449
-5,-14,-5.0,-14.0,0,0.5036134719848633
-6,-14,-6.0,-14.0,0,0.5115025043487549
-5,-11,-5.0,-11.0,0,0.5195245742797852
-4,-9,-4.0,-9.0,0,0.5278065204620361
-3,-8,-3.0,-8.0,0,0.5357935428619385
-4,-8,-4.0,-8.0,0,0.5439045429229736
-4,-6,-4.0,-6.0,0,0.5517106056213379
-4,-7,-4.0,-7.0,0,0.5596256256103516
-5,-7,-5.0,-7.0,0,0.5675876140594482
-8,-7,-8.0,-7.0,0,0.5756504535675049
-8,-8,-8.0,-8.0,0,0.5836095809936523
-9,-6,-9.0,-6.0,0,0.5915994644165039
-9,-7,-9.0,-7.0,0,0.5996794700622559
-8,-5,-8.0,-5.0,0,0.6102004051208496
-7,-5,-7.0,-5.0,0,0.6155824661254883
-5,-3,-5.0,-3.0,0,0.6299564838409424
-5,-3,-5.0,-3.0,0,0.631643533706665
-6,-3,-6.0,-3.0,0,0.6396484375
-6,-2,-6.0,-2.0,0,0.6475024223327637
-6,-2,-6.0,-2.0,0,0.6556355953216553
-8,-2,-8.0,-2.0,0,0.6635854244232178
-9,-2,-9.0,-2.0,0,0.6717855930328369
-10,-2,-10.0,-2.0,0,0.6795015335083008
-8,-1,-8.0,-1.0,0,0.6877665519714355
-8,-2,-8.0,-2.0,0,0.6955106258392334
-7,-2,-7.0,-2.0,0,0.7039744853973389
-7,-2,-7.0,-2.0,0,0.7116525173187256
-7,-2,-7.0,-2.0,0,0.7196824550628662
-6,-2,-6.0,-2.0,0,0.7275364398956299
-7,-2,-7.0,-2.0,0,0.7365074157714844
-8,-2,-8.0,-2.0,0,0.7435646057128906
-9,-2,-9.0,-2.0,0,0.7515926361083984
-11,-3,-11.0,-3.0,0,0.759575605392456
-10,-3,-10.0,-3.0,0,0.767770528793335
-12,-3,-12.0,-3.0,0,0.776665449142456
-11,-3,-11.0,-3.0,0,0.7867894172668457
-10,-2,-10.0,-2.0,0,0.7974474430084229
-8,-1,-8.0,-1.0,0,0.7996985912322998
-8,-2,-8.0,-2.0,0,0.80769944190979
-5,-1,-5.0,-1.0,0,0.8155214786529541
-6,-1,-6.0,-1.0,0,0.8235964775085449
-4,-1,-4.0,-1.0,0,0.8316254615783691
-5,-1,-5.0,-1.0,0,0.8396615982055664
-6,-2,-6.0,-2.0,0,0.8475124835968018
-7,-2,-7.0,-2.0,0,0.8554844856262207
-6,-2,-6.0,-2.0,0,0.8636124134063721
-6,-2,-6.0,-2.0,0,0.8715345859527588
-4,-1,-4.0,-1.0,0,0.88126540184021
-4,-1,-4.0,-1.0,0,0.8898904323577881
-1,-1,-1.0,-1.0,0,0.8976824283599854
-1,-1,-1.0,-1.0,0,0.903639554977417
-1,-1,-1.0,-1.0,0,0.9114644527435303
-2,-1,-2.0,-1.0,0,0.9196414947509766
