dx,dy,rx,ry,button,time
-3,0,-3.0,-0.0,0,0.16356205940246582
-2,0,-2.0,-0.0,0,0.1716930866241455
-2,0,-2.0,-0.0,0,0.1796872615814209
-3,1,-3.0,1.0,0,0.18754005432128906
-3,0,-3.0,-0.0,0,0.19594216346740723
-3,0,-3.0,-0.0,0,0.20513105392456055
-4,0,-4.0,-0.0,0,0.2116711139678955
-4,1,-4.0,1.0,0,0.22188115119934082
-6,0,-6.0,-0.0,0,0.23006105422973633
-7,0,-7.0,-0.0,0,0.23567605018615723
-10,1,-10.0,1.0,0,0.24709010124206543
-12,0,-12.0,-0.0,0,0.25584912300109863
-14,0,-14.0,-0.0,0,0.26399707794189453
-14,-2,-14.0,-2.0,0,0.27219414710998535
-16,-5,-16.0,-5.0,0,0.2755000591278076
-18,-9,-18.0,-9.0,0,0.28358006477355957
-18,-11,-18.0,-11.0,0,0.2939002513885498
-18,-12,-18.0,-12.0,0,0.2995901107788086
-13,-12,-13.0,-12.0,0,0.3074321746826172
-12,-9,-12.0,-9.0,0,0.3154261112213135
-15,-12,-15.0,-12.0,0,0.32521724700927734
-12,-10,-12.0,-10.0,0,0.3314511775970459
-8,-9,-8.0,-9.0,0,0.33945226669311523
-6,-6,-6.0,-6.0,0,0.3474762439727783
-5,-4,-5.0,-4.0,0,0.35833215713500977
-2,-2,-2.0,-2.0,0,0.3649911880493164
-1,-1,-1.0,-1.0,0,0.3717801570892334
-2,-2,-2.0,-2.0,0,0.3795812129974365
-1,0,-1.0,-0.0,0,0.3874821662902832
-2,-2,-2.0,-2.0,0,0.3956942558288574
-4,-2,-4.0,-2.0,0,0.40707826614379883
-4,-2,-4.0,-2.0,0,0.4140491485595703
-4,-2,-4.0,-2.0,0,0.42087721824645996
-5,-3,-5.0,-3.0,0,0.427584171295166
-6,-2,-6.0,-2.0,0,0.4355020523071289
-6,-2,-6.0,-2.0,0,0.44344425201416016
-8,-2,-8.0,-2.0,0,0.4516310691833496
-9,-2,-9.0,-2.0,0,0.4596521854400635
-8,-2,-8.0,-2.0,0,0.4676392078399658
-8,-3,-8.0,-3.0,0,0.47562623023986816
-9,-2,-9.0,-2.0,0,0.4836151599884033
-10,-4,-10.0,-4.0,0,0.4916262626647949
-10,-4,-10.0,-4.0,0,0.4995150566101074
-7,-4,-7.0,-4.0,0,0.5076091289520264
-7,-3,-7.0,-3.0,0,0.5156121253967285
-6,-3,-6.0,-3.0,0,0.5234191417694092
-5,-2,-5.0,-2.0,0,0.5383071899414062
-5,-3,-5.0,-3.0,0,0.5450992584228516
-4,-2,-4.0,-2.0,0,0.5476760864257812
-3,-3,-3.0,-3.0,0,0.5555741786956787
-5,-2,-5.0,-2.0,0,0.5635011196136475
-5,-3,-5.0,-3.0,0,0.5715301036834717
-5,-3,-5.0,-3.0,0,0.5795021057128906
-6,-3,-6.0,-3.0,0,0.5876181125640869
-6,-4,-6.0,-4.0,0,0.5956270694732666
-7,-4,-7.0,-4.0,0,0.6034810543060303
-8,-6,-8.0,-6.0,0,0.6117582321166992
-7,-5,-7.0,-5.0,0,0.6195530891418457
-7,-5,-7.0,-5.0,0,0.6276590824127197
-7,-4,-7.0,-4.0,0,0.6355071067810059
-7,-5,-7.0,-5.0,0,0.6434421539306641
-6,-5,-6.0,-5.0,0,0.6516332626342773
-5,-4,-5.0,-4.0,0,0.6595871448516846
-3,-4,-3.0,-4.0,0,0.6675090789794922
-3,-3,-3.0,-3.0,0,0.6782631874084473
-4,-5,-4.0,-5.0,0,0.6857771873474121
-3,-3,-3.0,-3.0,0,0.6919291019439697
-3,-4,-3.0,-4.0,0,0.6995382308959961
-2,-3,-2.0,-3.0,0,0.7084412574768066
-3,-2,-3.0,-2.0,0,0.7154600620269775
-1,-2,-1.0,-2.0,0,0.7235281467437744
-1,-2,-1.0,-2.0,0,0.7316200733184814
-1,-1,-1.0,-1.0,0,0.7396042346954346
0,-1,-0.0,-1.0,0,0.7475252151489258
-1,-1,-1.0,-1.0,0,0.7555742263793945
0,-1,-0.0,-1.0,0,0.7716901302337646
-1,0,-1.0,-0.0,0,0.8116922378540039
-2,-1,-2.0,-1.0,0,0.8212320804595947
-2,-1,-2.0,-1.0,0,0.8275980949401855
-3,-1,-3.0,-1.0,0,0.8355681896209717
-2,-1,-2.0,-1.0,0,0.8434741497039795
-2,-1,-2.0,-1.0,0,0.8516321182250977
-2,-1,-2.0,-1.0,0,0.8596091270446777
-4,-1,-4.0,-1.0,0,0.8676390647888184
-3,-1,-3.0,-1.0,0,0.8756570816040039
-2,-1,-2.0,-1.0,0,0.8836371898651123
-1,0,-1.0,-0.0,0,0.8915102481842041
-1,-1,-1.0,-1.0,0,0.9003331661224365
-1,0,-1.0,-0.0,0,0.9079651832580566
-1,0,-1.0,-0.0,0,0.9155161380767822
-2,-1,-2.0,-1.0,0,0.923443078994751
-1,0,-1.0,-0.0,0,0.9317371845245361
-2,0,-2.0,-0.0,0,0.9395930767059326
-1,-1,-1.0,-1.0,0,0.950552225112915
-1,0,-1.0,-0.0,0,0.9555022716522217
-1,0,-1.0,-0.0,0,0.9637150764465332
-1,0,-1.0,-0.0,0,0.9715421199798584
0,-1,-0.0,-1.0,0,0.9816932678222656
-1,0,-1.0,-0.0,0,0.987680196762085
0,0,-0.0,-0.0,1,1.0176210403442383
,,,,,
0,0,-0.0,-0.0,0,0.07458806037902832
-1,0,-1.0,-0.0,0,0.1065211296081543
0,3,-0.0,3.0,0,0.21046113967895508
-1,5,-1.0,5.0,0,0.21841716766357422
-2,9,-2.0,9.0,0,0.2279512882232666
2,12,2.0,12.0,0,0.23447513580322266
10,17,10.0,17.0,0,0.24329710006713867
13,16,13.0,16.0,0,0.2505512237548828
11,16,11.0,16.0,0,0.25850605964660645
11,18,11.0,18.0,0,0.2666170597076416
11,20,11.0,20.0,0,0.2746891975402832
12,19,12.0,19.0,0,0.28262805938720703
8,16,8.0,16.0,0,0.2905082702636719
7,15,7.0,15.0,0,0.2984812259674072
5,14,5.0,14.0,0,0.306530237197876
5,14,5.0,14.0,0,0.3144562244415283
4,14,4.0,14.0,0,0.3225581645965576
5,13,5.0,13.0,0,0.3304922580718994
3,10,3.0,10.0,0,0.33856821060180664
3,8,3.0,8.0,0,0.3464951515197754
2,7,2.0,7.0,0,0.35457420349121094
2,7,2.0,7.0,0,0.3624610900878906
1,8,1.0,8.0,0,0.3706512451171875
1,9,1.0,9.0,0,0.3831362724304199
0,9,-0.0,9.0,0,0.38649415969848633
1,10,1.0,10.0,0,0.3985891342163086
0,11,-0.0,11.0,0,0.40264010429382324
1,10,1.0,10.0,0,0.41051626205444336
1,10,1.0,10.0,0,0.4183962345123291
1,10,1.0,10.0,0,0.4265921115875244
1,10,1.0,10.0,0,0.4345722198486328
2,7,2.0,7.0,0,0.4424431324005127
2,5,2.0,5.0,0,0.4505171775817871
3,6,3.0,6.0,0,0.4586820602416992
3,7,3.0,7.0,0,0.4665381908416748
3,8,3.0,8.0,0,0.47455620765686035
3,8,3.0,8.0,0,0.48239827156066895
4,9,4.0,9.0,0,0.4904792308807373
3,7,3.0,7.0,0,0.4994170665740967
2,6,2.0,6.0,0,0.5064620971679688
3,6,3.0,6.0,0,0.5155601501464844
3,3,3.0,3.0,0,0.5225181579589844
2,4,2.0,4.0,0,0.5305161476135254
3,3,3.0,3.0,0,0.5384762287139893
1,4,1.0,4.0,0,0.546511173248291
2,2,2.0,2.0,0,0.5545861721038818
1,3,1.0,3.0,0,0.562575101852417
1,4,1.0,4.0,0,0.5707011222839355
1,4,1.0,4.0,0,0.5783731937408447
2,5,2.0,5.0,0,0.5866410732269287
2,6,2.0,6.0,0,0.5943472385406494
1,6,1.0,6.0,0,0.6026930809020996
2,5,2.0,5.0,0,0.6105551719665527
2,5,2.0,5.0,0,0.6185681819915771
3,4,3.0,4.0,0,0.6265511512756348
2,4,2.0,4.0,0,0.6346011161804199
3,3,3.0,3.0,0,0.6434402465820312
2,2,2.0,2.0,0,0.6509032249450684
3,3,3.0,3.0,0,0.6610381603240967
5,4,5.0,4.0,0,0.6700801849365234
5,5,5.0,5.0,0,0.6797370910644531
4,6,4.0,6.0,0,0.6887881755828857
5,7,5.0,7.0,0,0.6990351676940918
4,8,4.0,8.0,0,0.7081401348114014
5,8,5.0,8.0,0,0.7081661224365234
4,7,4.0,7.0,0,0.7180712223052979
5,7,5.0,7.0,0,0.7225461006164551
4,7,4.0,7.0,0,0.7330632209777832
4,5,4.0,5.0,0,0.738396167755127
3,3,3.0,3.0,0,0.7464911937713623
3,2,3.0,2.0,0,0.7543830871582031
3,2,3.0,2.0,0,0.7625572681427002
2,2,2.0,2.0,0,0.7704811096191406
1,2,1.0,2.0,0,0.7785401344299316
1,3,1.0,3.0,0,0.7864761352539062
0,3,-0.0,3.0,0,0.7952420711517334
1,5,1.0,5.0,0,0.8034331798553467
1,6,1.0,6.0,0,0.8135812282562256
1,6,1.0,6.0,0,0.823803186416626
1,7,1.0,7.0,0,0.8344881534576416
2,5,2.0,5.0,0,0.8345150947570801
1,4,1.0,4.0,0,0.8425490856170654
1,3,1.0,3.0,0,0.8551580905914307
1,2,1.0,2.0,0,0.8631291389465332
1,2,1.0,2.0,0,0.8693122863769531
0,1,-0.0,1.0,0,0.8745262622833252
