dx,dy,rx,ry,button,time
-3,1,-3.0,1.0,0,0.008130550384521484
-3,0,-3.0,-0.0,0,0.016078472137451172
-4,1,-4.0,1.0,0,0.0242006778717041
-3,1,-3.0,1.0,0,0.032114505767822266
-5,2,-5.0,2.0,0,0.04022955894470215
-5,2,-5.0,2.0,0,0.04831552505493164
-6,2,-6.0,2.0,0,0.05634164810180664
-5,3,-5.0,3.0,0,0.06423664093017578
-6,2,-6.0,2.0,0,0.07219362258911133
-5,3,-5.0,3.0,0,0.08014869689941406
-7,3,-7.0,3.0,0,0.08829569816589355
-8,5,-8.0,5.0,0,0.09605860710144043
-9,4,-9.0,4.0,0,0.10412359237670898
-9,5,-9.0,5.0,0,0.1121985912322998
-11,7,-11.0,7.0,0,0.12010765075683594
-10,5,-10.0,5.0,0,0.12825751304626465
-10,6,-10.0,6.0,0,0.1360914707183838
-8,4,-8.0,4.0,0,0.14410853385925293
-7,5,-7.0,5.0,0,0.15210461616516113
-7,4,-7.0,4.0,0,0.16014647483825684
-5,3,-5.0,3.0,0,0.16816258430480957
-5,4,-5.0,4.0,0,0.17607355117797852
-5,4,-5.0,4.0,0,0.18401861190795898
-6,3,-6.0,3.0,0,0.1943526268005371
-5,3,-5.0,3.0,0,0.20023465156555176
-4,3,-4.0,3.0,0,0.20816755294799805
-4,2,-4.0,2.0,0,0.2160346508026123
-3,2,-3.0,2.0,0,0.224259614944458
-2,0,-2.0,-0.0,0,0.23208856582641602
0,1,-0.0,1.0,0,0.2401435375213623
-1,3,-1.0,3.0,0,0.3287506103515625
-1,6,-1.0,6.0,0,0.33617067337036133
0,6,-0.0,6.0,0,0.344057559967041
1,6,1.0,6.0,0,0.3521456718444824
0,5,-0.0,5.0,0,0.3616006374359131
0,5,-0.0,5.0,0,0.3681986331939697
-2,6,-2.0,6.0,0,0.3760395050048828
-5,6,-5.0,6.0,0,0.3842306137084961
-6,4,-6.0,4.0,0,0.3921175003051758
-4,2,-4.0,2.0,0,0.4004175662994385
-3,3,-3.0,3.0,0,0.408266544342041
-1,1,-1.0,1.0,0,0.41619157791137695
-1,1,-1.0,1.0,0,0.42428064346313477
0,1,-0.0,1.0,0,0.4322366714477539
-1,1,-1.0,1.0,0,0.4402484893798828
-2,2,-2.0,2.0,0,0.44812750816345215
-3,1,-3.0,1.0,0,0.4562356472015381
-3,1,-3.0,1.0,0,0.4642016887664795
-4,2,-4.0,2.0,0,0.4723665714263916
-4,2,-4.0,2.0,0,0.480365514755249
-5,1,-5.0,1.0,0,0.48852062225341797
-6,2,-6.0,2.0,0,0.4962596893310547
-5,2,-5.0,2.0,0,0.5042285919189453
-4,1,-4.0,1.0,0,0.5166196823120117
-3,0,-3.0,-0.0,0,0.5202376842498779
-3,1,-3.0,1.0,0,0.5283324718475342
-3,1,-3.0,1.0,0,0.537400484085083
-4,0,-4.0,-0.0,0,0.5442745685577393
-4,1,-4.0,1.0,0,0.5574924945831299
-3,0,-3.0,-0.0,0,0.5636036396026611
-3,1,-3.0,1.0,0,0.5682976245880127
-1,0,-1.0,-0.0,0,0.5763945579528809
-2,0,-2.0,-0.0,0,0.5844554901123047
-1,1,-1.0,1.0,0,0.5928716659545898
-2,0,-2.0,-0.0,0,0.6002535820007324
-1,0,-1.0,-0.0,0,0.6082756519317627
-2,1,-2.0,1.0,0,0.6200056076049805
-2,0,-2.0,-0.0,0,0.6293575763702393
-2,1,-2.0,1.0,0,0.6385185718536377
-3,0,-3.0,-0.0,0,0.6457536220550537
-2,1,-2.0,1.0,0,0.6522476673126221
-1,0,-1.0,-0.0,0,0.6562786102294922
-1,1,-1.0,1.0,0,0.6642086505889893
-1,0,-1.0,-0.0,0,0.672494649887085
-2,0,-2.0,-0.0,0,0.6808826923370361
-2,1,-2.0,1.0,0,0.688408613204956
-2,2,-2.0,2.0,0,0.6961135864257812
-3,2,-3.0,2.0,0,0.7043595314025879
-1,1,-1.0,1.0,0,0.712146520614624
-2,1,-2.0,1.0,0,0.7201876640319824
-1,1,-1.0,1.0,0,0.7283046245574951
-1,1,-1.0,1.0,0,0.736330509185791
-1,1,-1.0,1.0,0,0.7450666427612305
