dx,dy,rx,ry,button,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID,past20dxdy
0,0,-0.0,-0.0,0,0.49828076362609863,505.5627992786136,-371,-358,589,182,20,960,540,1,"[[0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]]"
-3,1,-2.6199998259544373,0.8733332753181458,0,0.618109941482544,504.12547106713157,-369,-358,589,182,20,960,540,1,"[[0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]
 [0 0]]"
-2,0,-1.5800000429153442,-0.0,0,0.6258227825164795,503.4082196459266,-368,-358,589,182,20,960,540,1,"[[ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [-3  1]]"
-4,1,-3.680000066757202,0.9200000166893005,0,0.6340608596801758,501.2621636694818,-365,-358,589,182,20,960,540,1,"[[ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [-3  1]
 [-2  0]]"
-4,2,-3.680000066757202,1.840000033378601,0,0.6419849395751953,499.82840250421515,-362,-359,589,182,20,960,540,1,"[[ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [-3  1]
 [-2  0]
 [-4  1]]"
-6,2,-6.670000076293945,2.2233333587646484,0,0.6498887538909912,497.0078894849665,-356,-361,589,182,20,960,540,1,"[[ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [-3  1]
 [-2  0]
 [-4  1]
 [-4  2]]"
-7,2,-8.260000467300415,2.3600001335144043,0,0.65805983543396,492.86479296128897,-348,-363,589,182,20,960,540,1,"[[ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [-3  1]
 [-2  0]
 [-4  1]
 [-4  2]
 [-6  2]]"
-7,1,-8.260000467300415,1.1800000667572021,0,0.6662077903747559,488.0923609131142,-340,-364,589,182,20,960,540,1,"[[ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [-3  1]
 [-2  0]
 [-4  1]
 [-4  2]
 [-6  2]
 [-7  2]]"
-8,1,-9.859999656677246,1.2324999570846558,0,0.6739928722381592,482.73319352363507,-331,-365,589,182,20,960,540,1,"[[ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [-3  1]
 [-2  0]
 [-4  1]
 [-4  2]
 [-6  2]
 [-7  2]
 [-7  1]]"
-7,1,-8.260000467300415,1.1800000667572021,0,0.6821627616882324,478.14444583545145,-323,-366,589,182,20,960,540,1,"[[ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [ 0  0]
 [-3  1]
 [-2  0]
 [-4  1]
 [-4  2]
 [-6  2]
 [-7  2]
 [-7  1]
 [-8  1]]"
