dx,dy,button,rx,ry,time,distance,targetID,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY
11,-12,0,18.47999942302704,-20.15999937057495,0.29466676712036133,424.5208097302499,2,312,-325,1294,148,53,918,558
11,-12,0,18.47999942302704,-20.15999937057495,0.30258774757385254,397.6283748759046,2,294,-305,1294,148,53,918,558
10,-10,0,14.47857141494751,-14.47857141494751,0.31076860427856445,377.832886228945,2,280,-291,1294,148,53,918,558
10,-10,0,14.47857141494751,-14.47857141494751,0.31876182556152344,358.0377585602749,2,266,-277,1294,148,53,918,558
8,-9,0,10.833333015441895,-12.187499642372131,0.32671260833740234,342.45759593201495,2,256,-265,1294,148,53,918,558
11,-10,0,15.92642855644226,-14.47857141494751,0.3347656726837158,321.96838936891953,2,241,-251,1294,148,53,918,558
10,-10,0,14.47857141494751,-14.47857141494751,0.3427276611328125,302.17373447611556,2,227,-237,1294,148,53,918,558
9,-8,0,12.187499642372131,-10.833333015441895,0.35082173347473145,286.65636088203934,2,215,-227,1294,148,53,918,558
8,-7,0,10.447999954223633,-9.141999959945679,0.3588106632232666,273.24738929521175,2,205,-218,1294,148,53,918,558
6,-6,0,7.394999742507935,-7.394999742507935,0.36673569679260254,263.35272592460575,2,198,-211,1294,148,53,918,558
6,-7,0,7.639999866485596,-8.913333177566528,0.3753626346588135,252.72925931807015,2,191,-203,1294,148,53,918,558
3,-7,0,3.5400002002716064,-8.260000467300415,0.3827517032623291,244.8671260969112,2,188,-195,1294,148,53,918,558
3,-5,0,3.035999894142151,-5.0599998235702515,0.39083075523376465,239.18861212352238,2,185,-190,1294,148,53,918,558
3,-5,0,3.035999894142151,-5.0599998235702515,0.39864683151245117,233.5168587972658,2,182,-185,1294,148,53,918,558
3,-5,0,3.035999894142151,-5.0599998235702515,0.4068417549133301,227.85231927244627,2,179,-180,1294,148,53,918,558
3,-4,0,3.035999894142151,-4.047999858856201,0.4147307872772217,222.90158697766472,2,176,-176,1294,148,53,918,558
4,-6,0,4.720000267028809,-7.080000400543213,0.42279481887817383,215.13274352522097,2,172,-169,1294,148,53,918,558
5,-4,0,5.558333396911621,-4.446666717529297,0.43087077140808105,208.76371099469355,2,167,-165,1294,148,53,918,558
4,-6,0,4.720000267028809,-7.080000400543213,0.43889474868774414,201.00881040171106,2,163,-158,1294,148,53,918,558
3,-4,0,3.035999894142151,-4.047999858856201,0.4466848373413086,196.07206037680652,2,160,-154,1294,148,53,918,558
3,-4,0,3.035999894142151,-4.047999858856201,0.45464181900024414,191.13820483738002,2,157,-150,1294,148,53,918,558
3,-3,0,2.7600000500679016,-2.7600000500679016,0.46264171600341797,188.3105223734943,2,155,-148,1294,148,53,918,558
1,-3,0,0.8733332753181458,-2.6199998259544373,0.4707348346710205,186.93426215618754,2,155,-146,1294,148,53,918,558
2,-3,0,1.7466665506362915,-2.6199998259544373,0.47881579399108887,184.83642948978243,2,154,-144,1294,148,53,918,558
2,-4,0,1.840000033378601,-3.680000066757202,0.48674869537353516,182.06249061279644,2,153,-141,1294,148,53,918,558
2,-3,0,1.7466665506362915,-2.6199998259544373,0.49455881118774414,179.9732992404598,2,152,-139,1294,148,53,918,558
3,-4,0,3.035999894142151,-4.047999858856201,0.5026607513427734,175.06217943710845,2,149,-135,1294,148,53,918,558
2,-3,0,1.7466665506362915,-2.6199998259544373,0.5115728378295898,172.97989848223364,2,148,-133,1294,148,53,918,558
2,-3,0,1.7466665506362915,-2.6199998259544373,0.5187168121337891,170.9009903479411,2,147,-131,1294,148,53,918,558
2,-3,0,1.7466665506362915,-2.6199998259544373,0.5268816947937012,168.82556300444764,2,146,-129,1294,148,53,918,558
