dx,dy,rx,ry,button,time
1,0,2.5,-0.0,0,0.8608992099761963
1,0,2.5,-0.0,0,0.8689172267913818
0,1,-0.0,2.5,0,0.8770182132720947
2,0,5.0,-0.0,0,0.9091362953186035
1,1,2.5,2.5,0,0.9171462059020996
1,1,2.5,2.5,0,0.9249663352966309
1,1,2.5,2.5,0,0.9337742328643799
1,1,2.5,2.5,0,0.940953254699707
2,1,5.0,2.5,0,0.9491372108459473
1,1,2.5,2.5,0,0.9655303955078125
1,0,2.5,-0.0,0,0.9728963375091553
1,1,2.5,2.5,0,0.9808962345123291
1,0,2.5,-0.0,0,0.9888854026794434
1,1,2.5,2.5,0,0.9969062805175781
2,1,5.0,2.5,0,1.0049703121185303
2,1,5.0,2.5,0,1.0129022598266602
2,1,5.0,2.5,0,1.0210893154144287
2,1,5.0,2.5,0,1.0289063453674316
3,2,7.5,5.0,0,1.036954402923584
2,1,5.0,2.5,0,1.0451202392578125
2,1,5.0,2.5,0,1.0528442859649658
2,1,5.0,2.5,0,1.0609831809997559
1,0,2.5,-0.0,0,1.0688822269439697
2,0,5.0,-0.0,0,1.0770702362060547
1,1,2.5,2.5,0,1.0850021839141846
1,0,2.5,-0.0,0,1.0930523872375488
1,0,2.5,-0.0,0,1.1009013652801514
2,1,5.0,2.5,0,1.109154224395752
1,0,2.5,-0.0,0,1.1171553134918213
1,0,2.5,-0.0,0,1.125042200088501
2,1,5.0,2.5,0,1.1369082927703857
2,0,5.0,-0.0,0,1.1435363292694092
2,0,5.0,-0.0,0,1.1491012573242188
2,1,5.0,2.5,0,1.1569442749023438
1,0,2.5,-0.0,0,1.165008306503296
1,1,2.5,2.5,0,1.1739232540130615
1,0,2.5,-0.0,0,1.1809732913970947
1,0,2.5,-0.0,0,1.189467191696167
1,0,2.5,-0.0,0,1.197014331817627
1,1,2.5,2.5,0,1.205066204071045
2,0,5.0,-0.0,0,1.2130303382873535
1,1,2.5,2.5,0,1.2211472988128662
1,0,2.5,-0.0,0,1.2290303707122803
1,0,2.5,-0.0,0,1.2371482849121094
1,1,2.5,2.5,0,1.2457242012023926
1,0,2.5,-0.0,0,1.2529242038726807
1,1,2.5,2.5,0,1.2610983848571777
1,0,2.5,-0.0,0,1.2768683433532715
1,0,2.5,-0.0,0,1.3251214027404785
0,1,-0.0,2.5,0,1.3330142498016357
1,0,2.5,-0.0,0,1.3409092426300049
0,1,-0.0,2.5,0,1.3489272594451904
1,0,2.5,-0.0,0,1.3569471836090088
1,0,2.5,-0.0,0,1.3729252815246582
0,1,-0.0,2.5,0,1.3808693885803223
1,0,2.5,-0.0,0,1.3888843059539795
1,1,2.5,2.5,0,1.396867275238037
2,0,5.0,-0.0,0,1.4049522876739502
1,1,2.5,2.5,0,1.4132962226867676
1,1,2.5,2.5,0,1.421107292175293
3,0,7.5,-0.0,0,1.4292223453521729
1,1,2.5,2.5,0,1.437016248703003
2,1,5.0,2.5,0,1.4450562000274658
1,1,2.5,2.5,0,1.4528882503509521
2,0,5.0,-0.0,0,1.46109938621521
1,0,2.5,-0.0,0,1.4688963890075684
1,1,2.5,2.5,0,1.4769973754882812
1,0,2.5,-0.0,0,1.484922170639038
1,1,2.5,2.5,0,1.4930803775787354
1,0,2.5,-0.0,0,1.5011322498321533
1,0,2.5,-0.0,0,1.5090172290802002
1,1,2.5,2.5,0,1.5194132328033447
1,0,2.5,-0.0,0,1.524937391281128
1,0,2.5,-0.0,0,1.533111333847046
0,1,-0.0,2.5,0,1.540893316268921
1,0,2.5,-0.0,0,1.549004316329956
1,0,2.5,-0.0,0,1.5569102764129639
1,0,2.5,-0.0,0,1.5649821758270264
1,0,2.5,-0.0,0,1.5729503631591797
1,1,2.5,2.5,0,1.5810961723327637
1,0,2.5,-0.0,0,1.5890483856201172
1,0,2.5,-0.0,0,1.5970091819763184
0,1,-0.0,2.5,0,1.6049473285675049
1,0,2.5,-0.0,0,1.6157042980194092
1,0,2.5,-0.0,0,1.6210663318634033
0,0,-0.0,-0.0,1,1.6930272579193115
0,0,-0.0,-0.0,0,1.7753002643585205
-1,0,-2.5,-0.0,0,1.788940191268921
0,1,-0.0,2.5,0,1.805185317993164
-1,0,-2.5,-0.0,0,1.8610293865203857
-1,0,-2.5,-0.0,0,1.8771553039550781
-1,0,-2.5,-0.0,0,1.8931913375854492
-1,0,-2.5,-0.0,0,1.9090912342071533
-1,0,-2.5,-0.0,0,1.917102336883545
-1,-1,-2.5,-2.5,0,1.9329493045806885
0,-1,-0.0,-2.5,0,1.9490513801574707
-1,0,-2.5,-0.0,0,1.965102195739746
0,-1,-0.0,-2.5,0,1.9729301929473877
-1,0,-2.5,-0.0,0,1.9971203804016113
