targetID,dx,dy,rx,ry,button,time,targetX,targetY,targetSize,distance,directionX,directionY
1,-1,2,-0.6549999713897705,1.309999942779541,0,-0.0005331039428710938,252,415,20,714.2576565917932,-700,-142
1,-1,2,-0.6549999713897705,1.309999942779541,0,0.00763702392578125,252,415,20,714.4571365729367,-700,-143
1,-2,2,-1.309999942779541,1.309999942779541,0,0.015583992004394531,252,415,20,713.6784990456136,-699,-144
1,-1,2,-0.6549999713897705,1.309999942779541,0,0.0235898494720459,252,415,20,713.8809424546926,-699,-145
1,-2,2,-1.309999942779541,1.309999942779541,0,0.03197193145751953,252,415,20,713.1058827411256,-698,-146
1,-1,2,-0.6549999713897705,1.309999942779541,0,0.03931689262390137,252,415,20,713.311292494378,-698,-147
1,0,1,-0.0,0.5799999833106995,0,0.04746198654174805,252,415,20,713.311292494378,-698,-147
1,-1,0,-0.5799999833106995,-0.0,0,0.2797849178314209,252,415,20,713.311292494378,-698,-147
1,-3,1,-2.180000066757202,0.7266666889190674,0,0.28735995292663574,252,415,20,711.3543420827626,-696,-147
1,-6,2,-5.560000061988831,1.8533333539962769,0,0.2955939769744873,252,415,20,706.6717767110839,-691,-148
1,-7,2,-6.880000174045563,1.9657143354415894,0,0.30338191986083984,252,415,20,701.0178314422537,-685,-149
1,-10,2,-10.880000591278076,2.1760001182556152,0,0.31143999099731445,252,415,20,691.6834536115491,-675,-151
1,-12,0,-13.539999961853027,-0.0,0,0.3193979263305664,252,415,20,679.0029455017113,-662,-151
1,-13,-1,-14.870000004768372,-1.1438461542129517,0,0.3275768756866455,252,415,20,665.1345728497354,-648,-150
1,-14,-4,-16.899999618530273,-4.828571319580078,0,0.33545994758605957,252,415,20,648.6447409792205,-632,-146
1,-20,-8,-34.43809509277344,-13.775238037109375,0,0.34369802474975586,252,415,20,612.6116224819767,-598,-133
1,-25,-11,-48.76851737499237,-21.458147644996643,0,0.3517019748687744,252,415,20,561.2878049628372,-550,-112
1,-27,-11,-54.14896559715271,-22.060689687728882,0,0.35962986946105957,252,415,20,504.0991965873383,-496,-90
1,-28,-10,-56.1544828414917,-20.055172443389893,0,0.3674278259277344,252,415,20,445.5333881989093,-440,-70
1,-28,-11,-56.85866451263428,-22.337332487106323,0,0.3754730224609375,252,415,20,386.98837191833036,-384,-48
1,-29,-11,-59.55290174484253,-22.58903169631958,0,0.38332486152648926,252,415,20,326.03834130359576,-325,-26
1,-31,-12,-64.97787594795227,-25.15272617340088,0,0.3918299674987793,252,415,20,261.0019157017818,-261,-1
1,-30,-12,-62.26874828338623,-24.907499313354492,0,0.3993558883666992,252,415,20,200.32473636573192,-199,23
1,-29,-13,-59.55290174484253,-26.696128368377686,0,0.40752387046813965,252,415,20,148.32734070291963,-140,49
1,-28,-12,-56.85866451263428,-24.36799907684326,0,0.41545581817626953,252,415,20,111.28791488746656,-84,73
1,-26,-13,-52.14344835281372,-26.07172417640686,0,0.42369985580444336,252,415,20,104.04326023342406,-32,99
1,-25,-11,-48.76851737499237,-21.458147644996643,0,0.43158888816833496,252,415,20,121.06196760337245,16,120
1,-19,-9,-32.716190338134766,-15.497142791748047,0,0.4393618106842041,252,415,20,143.27944723511465,48,135
1,-17,-9,-27.423683762550354,-14.518420815467834,0,0.4475128650665283,252,415,20,166.8112706024386,75,149
1,-13,-7,-15.692856788635254,-8.449999809265137,0,0.4557008743286133,252,415,20,180.96684779262748,90,157
1,-10,-5,-11.100000143051147,-5.550000071525574,0,0.4636118412017822,252,415,20,190.90573590125572,101,162
1,-9,-4,-9.549999833106995,-4.244444370269775,0,0.4714329242706299,252,415,20,199.13814300630605,110,166
1,-6,-3,-5.560000061988831,-2.7800000309944153,0,0.4796438217163086,252,415,20,203.59027481684876,115,168
1,-4,-2,-3.069999933242798,-1.534999966621399,0,0.48780393600463867,252,415,20,206.11889772653063,118,169
1,-3,-1,-2.180000066757202,-0.7266666889190674,0,0.49543094635009766,252,415,20,207.27035485085656,120,169
1,-2,-1,-1.309999942779541,-0.6549999713897705,0,0.5036759376525879,252,415,20,207.85090810482401,121,169
1,-1,-1,-0.5799999833106995,-0.5799999833106995,0,0.5116379261016846,252,415,20,207.85090810482401,121,169
1,-1,0,-0.5799999833106995,-0.0,0,0.5194199085235596,252,415,20,207.85090810482401,121,169
1,-1,0,-0.5799999833106995,-0.0,0,0.5276110172271729,252,415,20,207.85090810482401,121,169
1,-2,0,-1.309999942779541,-0.0,0,0.5354909896850586,252,415,20,208.4346420343797,122,169
1,-3,0,-2.180000066757202,-0.0,0,0.5437510013580322,252,415,20,209.6115454835444,124,169
1,-2,0,-1.309999942779541,-0.0,0,0.5515289306640625,252,415,20,210.20466217474817,125,169
1,-4,0,-3.069999933242798,-0.0,0,0.5594589710235596,252,415,20,212.00235847744713,128,169
1,-3,0,-2.180000066757202,-0.0,0,0.567457914352417,252,415,20,213.21585306913744,130,169
1,-4,0,-3.069999933242798,-0.0,0,0.575408935546875,252,415,20,215.05813167606567,133,169
1,-4,0,-3.069999933242798,-0.0,0,0.583528995513916,252,415,20,216.92625475031832,136,169
1,-4,0,-3.069999933242798,-0.0,0,0.5915038585662842,252,415,20,218.81956036881164,139,169
1,-4,1,-3.069999933242798,0.7674999833106995,0,0.5994110107421875,252,415,20,220.73740054644117,142,169
1,-3,2,-2.180000066757202,1.4533333778381348,0,0.6075818538665771,252,415,20,221.2690669750293,144,168
1,-3,2,-2.180000066757202,1.4533333778381348,0,0.6155219078063965,252,415,20,221.82200071228283,146,167
1,-2,2,-1.309999942779541,1.309999942779541,0,0.6234989166259766,252,415,20,221.73181999884454,147,166
1,-1,4,-0.7674999833106995,3.069999933242798,0,0.6313488483428955,252,415,20,219.49487465542333,147,163
1,0,5,-0.0,4.21999990940094,0,0.639456033706665,252,415,20,216.54098919142305,147,159
