dx,dy,button,rx,ry,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID
0,0,0,-0.0,-0.0,0.325347900390625,960.1860646288422,-835,-494,125,105,20,960,599,1
-1,-1,0,-0.6899999976158142,-0.6899999976158142,0.549426794052124,960.1860646288422,-835,-494,125,105,20,960,599,1
-2,0,0,-1.5800000429153442,-0.0,0.5573499202728271,959.3255387123564,-834,-494,125,105,20,960,599,1
-3,0,0,-2.6199998259544373,-0.0,0.5654118061065674,957.6052914282766,-832,-494,125,105,20,960,599,1
-6,-3,0,-6.670000076293945,-3.3350000381469727,0.573286771774292,950.9146684279515,-826,-491,125,105,20,960,599,1
-6,-5,0,-7.080000400543213,-5.900000333786011,0.5811178684234619,942.3429004303019,-819,-486,125,105,20,960,599,1
-9,-9,0,-12.187499642372131,-12.187499642372131,0.5893127918243408,925.9086493883898,-807,-474,125,105,20,960,599,1
-10,-10,0,-14.47857141494751,-14.47857141494751,0.5971658229827881,906.7600558488573,-793,-460,125,105,20,960,599,1
-13,-11,0,-23.078824400901794,-19.528236031532288,0.6053168773651123,877.344916027584,-770,-441,125,105,20,960,599,1
-14,-10,0,-24.854118585586548,-17.752941846847534,0.6134309768676758,848.0745888324627,-746,-424,125,105,20,960,599,1
-17,-9,0,-32.90842092037201,-17.422105193138123,0.6214139461517334,811.854610013231,-714,-407,125,105,20,960,599,1
-17,-10,0,-32.90842092037201,-19.35789465904236,0.6294338703155518,774.6451427237665,-682,-388,125,105,20,960,599,1
-17,-9,0,-32.90842092037201,-17.422105193138123,0.6372568607330322,738.4256810131518,-650,-371,125,105,20,960,599,1
-15,-9,0,-26.6294127702713,-15.97764766216278,0.645291805267334,708.4093540593691,-624,-356,125,105,20,960,599,1
-17,-9,0,-32.90842092037201,-17.422105193138123,0.6531839370727539,672.1913221377123,-592,-339,125,105,20,960,599,1
-15,-11,0,-27.908334732055664,-20.46611213684082,0.6612229347229004,638.8343394118409,-565,-319,125,105,20,960,599,1
-11,-9,0,-15.92642855644226,-13.030714273452759,0.6691598892211914,619.3933587193306,-550,-306,125,105,20,960,599,1
-16,-11,0,-30.972631454467773,-21.293684124946594,0.6772007942199707,582.9797635670209,-520,-285,125,105,20,960,599,1
-12,-9,0,-18.871999740600586,-14.15399980545044,0.6852188110351562,560.4778698599973,-502,-271,125,105,20,960,599,1
-12,-8,0,-17.37428569793701,-11.582857131958008,0.6933488845825195,540.2953752304302,-485,-260,125,105,20,960,599,1
-12,-9,0,-18.871999740600586,-14.15399980545044,0.7014408111572266,517.8304652063956,-467,-246,125,105,20,960,599,1
-10,-7,0,-13.541666269302368,-9.479166388511658,0.709385871887207,502.1376768018538,-454,-237,125,105,20,960,599,1
-9,-7,0,-11.986362934112549,-9.322726726531982,0.7173478603363037,488.2298666278448,-443,-228,125,105,20,960,599,1
-8,-6,0,-10.447999954223633,-7.835999965667725,0.7252757549285889,476.13784053496596,-433,-221,125,105,20,960,599,1
-8,-6,0,-10.447999954223633,-7.835999965667725,0.7333168983459473,464.0516849458506,-423,-214,125,105,20,960,599,1
-6,-5,0,-7.080000400543213,-5.900000333786011,0.7413477897644043,455.5502121146547,-416,-209,125,105,20,960,599,1
-6,-5,0,-7.080000400543213,-5.900000333786011,0.7492778301239014,447.0525133942488,-409,-204,125,105,20,960,599,1
-6,-5,0,-7.080000400543213,-5.900000333786011,0.7571659088134766,438.5588032800159,-402,-199,125,105,20,960,599,1
-6,-4,0,-7.080000400543213,-4.720000267028809,0.7652168273925781,430.51106683033515,-395,-195,125,105,20,960,599,1
-7,-5,0,-8.62749969959259,-6.162499785423279,0.7733237743377686,420.6855001041944,-387,-189,125,105,20,960,599,1
-7,-5,0,-8.62749969959259,-6.162499785423279,0.7821629047393799,410.86815037491255,-379,-183,125,105,20,960,599,1
-6,-4,0,-7.080000400543213,-4.720000267028809,0.7892568111419678,402.82562904936026,-372,-179,125,105,20,960,599,1
-7,-4,0,-8.62749969959259,-4.929999828338623,0.7973349094390869,393.8824086290464,-364,-175,125,105,20,960,599,1
-10,-4,0,-13.059999942779541,-5.223999977111816,0.8053019046783447,380.0012820491748,-351,-170,125,105,20,960,599,1
-11,-5,0,-14.895832896232605,-6.770833134651184,0.8132278919219971,364.78660595063957,-337,-164,125,105,20,960,599,1
-8,-3,0,-9.859999656677246,-3.6974998712539673,0.8211748600006104,355.3833603217311,-328,-161,125,105,20,960,599,1
-10,-5,0,-13.318181037902832,-6.659090518951416,0.8292868137359619,341.0697936308392,-315,-155,125,105,20,960,599,1
-11,-4,0,-14.649999141693115,-5.327272415161133,0.837230920791626,326.304921165302,-301,-150,125,105,20,960,599,1
-11,-5,0,-14.895832896232605,-6.770833134651184,0.8452727794647217,311.0996729988992,-287,-144,125,105,20,960,599,1
-9,-4,0,-11.459999799728394,-5.0933332443237305,0.8540949821472168,299.02588888311607,-276,-139,125,105,20,960,599,1
-10,-5,0,-13.318181037902832,-6.659090518951416,0.8613898754119873,284.7168132292421,-263,-133,125,105,20,960,599,1
-10,-4,0,-13.059999942779541,-5.223999977111816,0.8690998554229736,270.8629559055448,-250,-128,125,105,20,960,599,1
-10,-5,0,-13.318181037902832,-6.659090518951416,0.8772399425506592,256.5576860643865,-237,-122,125,105,20,960,599,1
-10,-4,0,-13.059999942779541,-5.223999977111816,0.8851478099822998,242.7152547829276,-224,-117,125,105,20,960,599,1
-10,-6,0,-13.318181037902832,-7.990908622741699,0.8932218551635742,227.95167576632025,-211,-110,125,105,20,960,599,1
-9,-5,0,-11.753999948501587,-6.5299999713897705,0.9012768268585205,215.42404485768594,-200,-104,125,105,20,960,599,1
-10,-6,0,-13.318181037902832,-7.990908622741699,0.909186840057373,200.6608648990125,-187,-97,125,105,20,960,599,1
-7,-5,0,-8.62749969959259,-6.162499785423279,0.9172348976135254,190.8033864256278,-179,-91,125,105,20,960,599,1
-8,-6,0,-10.447999954223633,-7.835999965667725,0.9253029823303223,178.7246671741667,-169,-84,125,105,20,960,599,1
