dx,dy,rx,ry,button,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID
-1,0,-0.6899999976158142,-0.0,4,0.9702670574188232,450.29664348113596,-87,-452,877,78,20,964,530,1
0,0,-0.0,-0.0,0,0.9839940071105957,450.29664348113596,-87,-452,877,78,20,964,530,1
-1,0,-0.6899999976158142,-0.0,0,0.9861459732055664,450.29664348113596,-87,-452,877,78,20,964,530,1
0,-1,-0.0,-0.6899999976158142,0,1.1780149936676025,450.29664348113596,-87,-452,877,78,20,964,530,1
0,-4,-0.0,-3.680000066757202,0,1.1859750747680664,447.35106865514155,-87,-449,877,78,20,964,530,1
0,-10,-0.0,-13.059999942779541,0,1.193885087966919,434.5953216128123,-87,-436,877,78,20,964,530,1
0,-15,-0.0,-23.589999675750732,0,1.2017509937286377,412.0639761931833,-87,-413,877,78,20,964,530,1
0,-16,-0.0,-26.8799991607666,0,1.2099881172180176,386.65854333418815,-87,-387,877,78,20,964,530,1
-2,-15,-3.1453332901000977,-23.589999675750732,0,1.2180700302124023,363.56659379553736,-84,-364,877,78,20,964,530,1
-1,-12,-1.3541666269302368,-16.249999523162842,0,1.2270770072937012,347.76109346881196,-83,-348,877,78,20,964,530,1
-1,-10,-1.305999994277954,-13.059999942779541,0,1.2338850498199463,334.88983748437704,-82,-335,877,78,20,964,530,1
0,-10,-0.0,-13.059999942779541,0,1.2420611381530762,322.27699288394916,-82,-322,877,78,20,964,530,1
0,-11,-0.0,-14.649999141693115,0,1.2497260570526123,308.7287247801804,-82,-308,877,78,20,964,530,1
0,-12,-0.0,-16.249999523162842,0,1.2578279972076416,293.29523570277195,-82,-292,877,78,20,964,530,1
0,-12,-0.0,-16.249999523162842,0,1.2658309936523438,277.92360097775935,-82,-276,877,78,20,964,530,1
0,-10,-0.0,-13.059999942779541,0,1.2738301753997803,265.48684179103725,-82,-263,877,78,20,964,530,1
0,-9,-0.0,-11.459999799728394,0,1.2818491458892822,255.0056603169072,-82,-252,877,78,20,964,530,1
