dx,dy,rx,ry,button,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID
0,0,-0.0,-0.0,0,26.674309730529785,501.8915900852445,508,63,1457,611,20,949,548,1
1,0,0.6899999976158142,-0.0,0,26.682445764541626,501.8915900852445,508,63,1457,611,20,949,548,1
3,1,2.6199998259544373,0.8733332753181458,0,26.68619656562805,499.90685423908553,506,63,1457,611,20,949,548,1
1,0,0.6899999976158142,-0.0,0,26.694058656692505,499.90685423908553,506,63,1457,611,20,949,548,1
1,0,0.6899999976158142,-0.0,0,26.702041625976562,499.90685423908553,506,63,1457,611,20,949,548,1
1,0,0.6899999976158142,-0.0,0,26.710293531417847,499.90685423908553,506,63,1457,611,20,949,548,1
1,0,0.6899999976158142,-0.0,0,26.72627854347229,499.90685423908553,506,63,1457,611,20,949,548,1
1,0,0.6899999976158142,-0.0,0,26.749972581863403,499.90685423908553,506,63,1457,611,20,949,548,1
1,0,0.6899999976158142,-0.0,0,26.84614372253418,499.90685423908553,506,63,1457,611,20,949,548,1
4,0,3.680000066757202,-0.0,0,26.853960752487183,496.92997544039554,503,63,1457,611,20,949,548,1
7,0,8.260000467300415,-0.0,0,26.8620126247406,488.992985922648,495,63,1457,611,20,949,548,1
8,1,9.859999656677246,1.2324999570846558,0,26.869887590408325,479.9387716847892,486,62,1457,611,20,949,548,1
9,0,11.459999799728394,-0.0,0,26.877960681915283,469.0292266657641,475,62,1457,611,20,949,548,1
8,0,9.859999656677246,-0.0,0,26.88593363761902,460.1063709417263,466,62,1457,611,20,949,548,1
8,2,9.859999656677246,2.4649999141693115,0,26.893966674804688,450.92190227846623,457,60,1457,611,20,949,548,1
7,1,8.260000467300415,1.1800000667572021,0,26.902065753936768,442.8598017046777,449,59,1457,611,20,949,548,1
7,2,8.260000467300415,2.3600001335144043,0,26.90992569923401,434.6684157886638,441,57,1457,611,20,949,548,1
9,1,11.459999799728394,1.2733333110809326,0,26.91787362098694,423.6311796907598,430,56,1457,611,20,949,548,1
14,2,20.269999980926514,2.895714282989502,0,26.925934553146362,403.5408081435253,410,54,1457,611,20,949,548,1
16,2,26.8799991607666,3.359999895095825,0,26.93399167060852,377.3719143149126,384,51,1457,611,20,949,548,1
20,3,40.08999824523926,6.013499736785889,0,26.941998720169067,336.930828840563,344,45,1457,611,20,949,548,1
18,3,33.4900016784668,5.581666946411133,0,26.95016860961914,303.56179614232343,311,40,1457,611,20,949,548,1
20,4,40.08999824523926,8.017999649047852,0,26.95796275138855,262.88275870783775,271,32,1457,611,20,949,548,1
18,5,33.4900016784668,9.302778244018555,0,26.966192722320557,229.10876186371758,238,23,1457,611,20,949,548,1
17,3,30.180001139640808,5.32588255405426,0,26.974090576171875,198.7773934122179,208,18,1457,611,20,949,548,1
16,4,26.8799991607666,6.71999979019165,0,26.98216462135315,172.3951753747889,182,12,1457,611,20,949,548,1
14,4,20.269999980926514,5.791428565979004,0,26.990057706832886,152.15116404145854,162,7,1457,611,20,949,548,1
12,2,16.249999523162842,2.7083332538604736,0,26.99801254272461,136.08559134972896,146,5,1457,611,20,949,548,1
8,2,9.859999656677246,2.4649999141693115,0,27.006062746047974,127.03284277865654,137,3,1457,611,20,949,548,1
6,1,6.670000076293945,1.1116666793823242,0,27.01427674293518,121.01526628603247,131,2,1457,611,20,949,548,1
4,1,3.680000066757202,0.9200000166893005,0,27.021939754486084,118.01562404644207,128,2,1457,611,20,949,548,1
4,0,3.680000066757202,-0.0,0,27.02999758720398,115.01599897613104,125,2,1457,611,20,949,548,1
5,0,5.0599998235702515,-0.0,0,27.03804659843445,110.01666550941998,120,2,1457,611,20,949,548,1
5,0,5.0599998235702515,-0.0,0,27.04600763320923,105.0173899895142,115,2,1457,611,20,949,548,1
5,0,5.0599998235702515,-0.0,0,27.054689645767212,100.01818031580054,110,2,1457,611,20,949,548,1
6,0,6.670000076293945,-0.0,0,27.061933755874634,94.01922899156675,104,2,1457,611,20,949,548,1
5,-1,5.0599998235702515,-1.0119999647140503,0,27.069936752319336,89.04544411531506,99,3,1457,611,20,949,548,1
7,0,8.260000467300415,-0.0,0,27.077836751937866,81.0494371207203,91,3,1457,611,20,949,548,1
7,0,8.260000467300415,-0.0,0,27.086191654205322,73.05419917138447,83,3,1457,611,20,949,548,1
7,0,8.260000467300415,-0.0,0,27.094019651412964,65.05997601918082,75,3,1457,611,20,949,548,1
7,0,8.260000467300415,-0.0,0,27.102089643478394,57.067130548428864,67,3,1457,611,20,949,548,1
8,0,9.859999656677246,-0.0,0,27.110207557678223,48.077534382926416,58,3,1457,611,20,949,548,1
7,0,8.260000467300415,-0.0,0,27.117896556854248,40.08991914547278,50,3,1457,611,20,949,548,1
7,0,8.260000467300415,-0.0,0,27.126035690307617,32.1070065428546,42,3,1457,611,20,949,548,1
7,0,8.260000467300415,-0.0,0,27.133988618850708,24.132096331752024,34,3,1457,611,20,949,548,1
8,0,9.859999656677246,-0.0,0,27.14223074913025,15.179356624028344,25,3,1457,611,20,949,548,1
5,0,5.0599998235702515,-0.0,0,27.150060653686523,10.223748416156685,20,3,1457,611,20,949,548,1
5,1,5.0599998235702515,1.0119999647140503,0,27.158003568649292,5.1327459504215565,15,2,1457,611,20,949,548,1
4,1,3.680000066757202,0.9200000166893005,0,27.166093587875366,2.1655250605964387,12,2,1457,611,20,949,548,1
4,0,3.680000066757202,-0.0,0,27.174034595489502,-0.7804555427071129,9,2,1457,611,20,949,548,1
1,1,0.6899999976158142,0.6899999976158142,0,27.18225073814392,-0.7804555427071129,9,2,1457,611,20,949,548,1
1,0,0.6899999976158142,-0.0,0,27.189937591552734,-0.7804555427071129,9,2,1457,611,20,949,548,1
1,0,0.6899999976158142,-0.0,0,27.20609474182129,-0.7804555427071129,9,2,1457,611,20,949,548,1
1,0,0.6899999976158142,-0.0,0,27.237959623336792,-0.7804555427071129,9,2,1457,611,20,949,548,1
1,0,0.6899999976158142,-0.0,0,27.24594759941101,-0.7804555427071129,9,2,1457,611,20,949,548,1
1,0,0.6899999976158142,-0.0,0,27.253845691680908,-0.7804555427071129,9,2,1457,611,20,949,548,1
2,-1,1.5800000429153442,-0.7900000214576721,0,27.26191473007202,-1.7537887487646788,8,2,1457,611,20,949,548,1
1,0,0.6899999976158142,-0.0,0,27.26988673210144,-1.7537887487646788,8,2,1457,611,20,949,548,1
0,-1,-0.0,-0.6899999976158142,0,27.27815270423889,-1.7537887487646788,8,2,1457,611,20,949,548,1
2,0,1.5800000429153442,-0.0,0,27.28604769706726,-2.719890110719482,7,2,1457,611,20,949,548,1
1,0,0.6899999976158142,-0.0,0,27.293925762176514,-2.719890110719482,7,2,1457,611,20,949,548,1
1,-1,0.6899999976158142,-0.6899999976158142,0,27.30215859413147,-2.719890110719482,7,2,1457,611,20,949,548,1
1,0,0.6899999976158142,-0.0,0,27.31801962852478,-2.719890110719482,7,2,1457,611,20,949,548,1
1,0,0.6899999976158142,-0.0,0,27.325929641723633,-2.719890110719482,7,2,1457,611,20,949,548,1
1,0,0.6899999976158142,-0.0,0,27.333974599838257,-2.719890110719482,7,2,1457,611,20,949,548,1
0,0,-0.0,-0.0,1,27.370922565460205,-2.719890110719482,7,2,1457,611,20,949,548,1
0,0,-0.0,-0.0,0,0.09569787979125977,314.9786925369205,108,335,1558,944,75,1450,609,2
-1,0,-0.6899999976158142,-0.0,0,0.10759902000427246,314.9786925369205,108,335,1558,944,75,1450,609,2
-3,0,-2.6199998259544373,-0.0,0,0.11525702476501465,315.59750424527965,110,335,1558,944,75,1450,609,2
-2,-1,-1.5800000429153442,-0.7900000214576721,0,0.12342500686645508,315.9107535907627,111,335,1558,944,75,1450,609,2
-4,0,-3.680000066757202,-0.0,0,0.1312549114227295,316.8657937693328,114,335,1558,944,75,1450,609,2
-3,0,-2.6199998259544373,-0.0,0,0.1393260955810547,317.5151618760473,116,335,1558,944,75,1450,609,2
-3,0,-2.6199998259544373,-0.0,0,0.14745092391967773,318.1746049480452,118,335,1558,944,75,1450,609,2
-3,-1,-2.6199998259544373,-0.8733332753181458,0,0.15532302856445312,318.8440669731617,120,335,1558,944,75,1450,609,2
-2,0,-1.5800000429153442,-0.0,0,0.16336894035339355,319.18253747201027,121,335,1558,944,75,1450,609,2
-3,0,-2.6199998259544373,-0.0,0,0.17133593559265137,319.8669219751251,123,335,1558,944,75,1450,609,2
-2,0,-1.5800000429153442,-0.0,0,0.17920303344726562,320.21282171837004,124,335,1558,944,75,1450,609,2
-1,0,-0.6899999976158142,-0.0,0,0.18758010864257812,320.21282171837004,124,335,1558,944,75,1450,609,2
-1,0,-0.6899999976158142,-0.0,0,0.19521808624267578,320.21282171837004,124,335,1558,944,75,1450,609,2
-1,1,-0.6899999976158142,0.6899999976158142,0,0.20341897010803223,320.21282171837004,124,335,1558,944,75,1450,609,2
0,4,-0.0,3.680000066757202,0,0.211137056350708,317.400902933387,124,332,1558,944,75,1450,609,2
0,4,-0.0,3.680000066757202,0,0.21930694580078125,314.5920931989228,124,329,1558,944,75,1450,609,2
1,6,1.1116666793823242,6.670000076293945,0,0.22730207443237305,308.6269665405175,123,323,1558,944,75,1450,609,2
3,7,3.5400002002716064,8.260000467300415,0,0.23549604415893555,300.08307581366347,120,315,1558,944,75,1450,609,2
4,7,4.929999828338623,8.62749969959259,0,0.24323606491088867,291.18439938546743,116,307,1558,944,75,1450,609,2
5,9,6.5299999713897705,11.753999948501587,0,0.25139403343200684,278.77840331472953,110,296,1558,944,75,1450,609,2
5,8,6.366666555404663,10.186666488647461,0,0.2591209411621094,267.32219767871027,104,286,1558,944,75,1450,609,2
4,8,4.929999828338623,9.859999656677246,0,0.2672760486602783,257.4978777512666,100,277,1558,944,75,1450,609,2
4,8,4.929999828338623,9.859999656677246,0,0.2752978801727295,247.67525357852935,96,268,1558,944,75,1450,609,2
3,7,3.5400002002716064,8.260000467300415,0,0.28330206871032715,239.13221470882388,93,260,1558,944,75,1450,609,2
2,9,2.5466666221618652,11.459999799728394,0,0.2913370132446289,228.10752535527917,91,249,1558,944,75,1450,609,2
2,9,2.5466666221618652,11.459999799728394,0,0.2991299629211426,217.09643838511394,89,238,1558,944,75,1450,609,2
2,9,2.5466666221618652,11.459999799728394,0,0.30735206604003906,206.10080213771406,87,227,1558,944,75,1450,609,2
2,10,2.611999988555908,13.059999942779541,0,0.31540799140930176,193.2628932329306,85,214,1558,944,75,1450,609,2
3,11,3.9954543113708496,14.649999141693115,0,0.3234720230102539,179.15735009478627,82,200,1558,944,75,1450,609,2
