dx,dy,rx,ry,button,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID,past20dxdy
0,0,-0.0,-0.0,0,0.5466980934143066,565.7820768311567,478,321,1438,861,20,960,540,1,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1,0,0.6899999976158142,-0.0,0,0.5546610355377197,565.7820768311567,478,321,1438,861,20,960,540,1,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
-2,0,-1.5800000429153442,-0.0,0,0.6505529880523682,566.6125215428468,479,321,1438,861,20,960,540,1,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]"
-8,0,-9.859999656677246,-0.0,0,0.6586260795593262,574.1104347638382,488,321,1438,861,20,960,540,1,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0 -2  0]]"
-12,0,-16.249999523162842,-0.0,0,0.6663801670074463,587.5424671100791,504,321,1438,861,20,960,540,1,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0 -2  0 -8  0]]"
-14,0,-20.269999980926514,-0.0,0,0.6745100021362305,604.5054922455942,524,321,1438,861,20,960,540,1,"[[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0]
 [  0   0   0   0   0   0   0   0   0   0   0   0   1   0  -2   0  -8   0
  -12   0]]"
-17,-2,-30.180001139640808,-3.550588369369507,0,0.6824541091918945,631.7881270325901,554,324,1438,861,20,960,540,1,"[[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0]
 [  0   0   0   0   0   0   0   0   0   0   1   0  -2   0  -8   0 -12   0
  -14   0]]"
-26,-5,-59.890000343322754,-11.517307758331299,0,0.6905910968780518,688.5656733622116,613,335,1438,861,20,960,540,1,"[[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0]
 [  0   0   0   0   0   0   0   0   1   0  -2   0  -8   0 -12   0 -14   0
  -17  -2]]"
-31,-7,-76.40000104904175,-17.2516131401062,0,0.69852614402771,763.7086014773262,689,352,1438,861,20,960,540,1,"[[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0]
 [  0   0   0   0   0   0   1   0  -2   0  -8   0 -12   0 -14   0 -17  -2
  -26  -5]]"
-34,-10,-87.04971742630005,-25.602858066558838,0,0.7064440250396729,852.7311284519644,776,377,1438,861,20,960,540,1,"[[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0]
 [  0   0   0   0   1   0  -2   0  -8   0 -12   0 -14   0 -17  -2 -26  -5
  -31  -7]]"
-35,-12,-91.00945949554443,-31.203243255615234,0,0.7143261432647705,948.2030056308528,867,408,1438,861,20,960,540,1,"[[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0]
 [  0   0   1   0  -2   0  -8   0 -12   0 -14   0 -17  -2 -26  -5 -31  -7
  -34 -10]]"
-35,-13,-91.00945949554443,-33.803513526916504,0,0.7224721908569336,1044.6302669656318,958,441,1438,861,20,960,540,1,"[[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0]
 [  1   0  -2   0  -8   0 -12   0 -14   0 -17  -2 -26  -5 -31  -7 -34 -10
  -35 -12]]"
-34,-15,-88.40918922424316,-39.00405406951904,0,0.7307941913604736,1140.876187954204,1046,480,1438,861,20,960,540,1,"[[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    1   0]
 [ -2   0  -8   0 -12   0 -14   0 -17  -2 -26  -5 -31  -7 -34 -10 -35 -12
  -35 -13]]"
-30,-14,-75.45454502105713,-35.21212100982666,0,0.7388739585876465,1223.6393314093061,1121,515,1438,861,20,960,540,1,"[[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
   -2   0]
 [ -8   0 -12   0 -14   0 -17  -2 -26  -5 -31  -7 -34 -10 -35 -12 -35 -13
  -34 -15]]"
-24,-12,-55.283077239990234,-27.641538619995117,0,0.7465381622314453,1284.8899567144692,1176,542,1438,861,20,960,540,1,"[[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0  -2   0
   -8   0]
 [-12   0 -14   0 -17  -2 -26  -5 -31  -7 -34 -10 -35 -12 -35 -13 -34 -15
  -30 -14]]"
-15,-11,-27.908334732055664,-20.46611213684082,0,0.7545170783996582,1317.8000602500363,1203,562,1438,861,20,960,540,1,"[[  0   0   0   0   0   0   0   0   0   0   0   0   1   0  -2   0  -8   0
  -12   0]
 [-14   0 -17  -2 -26  -5 -31  -7 -34 -10 -35 -12 -35 -13 -34 -15 -30 -14
  -24 -12]]"
-6,-7,-7.639999866485596,-8.913333177566528,0,0.7624781131744385,1327.5350462698163,1210,570,1438,861,20,960,540,1,"[[  0   0   0   0   0   0   0   0   0   0   1   0  -2   0  -8   0 -12   0
  -14   0]
 [-17  -2 -26  -5 -31  -7 -34 -10 -35 -12 -35 -13 -34 -15 -30 -14 -24 -12
  -15 -11]]"
0,-4,-0.0,-3.680000066757202,0,0.77052903175354,1328.81626820113,1210,573,1438,861,20,960,540,1,"[[  0   0   0   0   0   0   0   0   1   0  -2   0  -8   0 -12   0 -14   0
  -17  -2]
 [-26  -5 -31  -7 -34 -10 -35 -12 -35 -13 -34 -15 -30 -14 -24 -12 -15 -11
   -6  -7]]"
5,-4,5.558333396911621,-4.446666717529297,0,0.7786180973052979,1326.0217064104909,1205,577,1438,861,20,960,540,1,"[[  0   0   0   0   0   0   1   0  -2   0  -8   0 -12   0 -14   0 -17  -2
  -26  -5]
 [-31  -7 -34 -10 -35 -12 -35 -13 -34 -15 -30 -14 -24 -12 -15 -11  -6  -7
    0  -4]]"
11,-5,14.895832896232605,-6.770833134651184,0,0.7864110469818115,1316.0354444734876,1191,583,1438,861,20,960,540,1,"[[  0   0   0   0   1   0  -2   0  -8   0 -12   0 -14   0 -17  -2 -26  -5
  -31  -7]
 [-34 -10 -35 -12 -35 -13 -34 -15 -30 -14 -24 -12 -15 -11  -6  -7   0  -4
    5  -4]]"
16,-5,26.8799991607666,-8.399999737739563,0,0.7946040630340576,1296.3330356383092,1165,591,1438,861,20,960,540,1,"[[  0   0   1   0  -2   0  -8   0 -12   0 -14   0 -17  -2 -26  -5 -31  -7
  -34 -10]
 [-35 -12 -35 -13 -34 -15 -30 -14 -24 -12 -15 -11  -6  -7   0  -4   5  -4
   11  -5]]"
21,-5,43.390000104904175,-10.330952405929565,0,0.8023700714111328,1262.8255968513517,1122,601,1438,861,20,960,540,1,"[[  1   0  -2   0  -8   0 -12   0 -14   0 -17  -2 -26  -5 -31  -7 -34 -10
  -35 -12]
 [-35 -13 -34 -15 -30 -14 -24 -12 -15 -11  -6  -7   0  -4   5  -4  11  -5
   16  -5]]"
24,-4,53.29000282287598,-8.881667137145996,0,0.8104550838470459,1220.3015890422967,1069,609,1438,861,20,960,540,1,"[[ -2   0  -8   0 -12   0 -14   0 -17  -2 -26  -5 -31  -7 -34 -10 -35 -12
  -35 -13]
 [-34 -15 -30 -14 -24 -12 -15 -11  -6  -7   0  -4   5  -4  11  -5  16  -5
   21  -5]]"
27,-2,63.19999837875366,-4.68148136138916,0,0.8183450698852539,1168.0513571147906,1006,613,1438,861,20,960,540,1,"[[ -8   0 -12   0 -14   0 -17  -2 -26  -5 -31  -7 -34 -10 -35 -12 -35 -13
  -34 -15]
 [-30 -14 -24 -12 -15 -11  -6  -7   0  -4   5  -4  11  -5  16  -5  21  -5
   24  -4]]"
27,-1,63.19999837875366,-2.34074068069458,0,0.8265969753265381,1115.8214778551705,943,615,1438,861,20,960,540,1,"[[-12   0 -14   0 -17  -2 -26  -5 -31  -7 -34 -10 -35 -12 -35 -13 -34 -15
  -30 -14]
 [-24 -12 -15 -11  -6  -7   0  -4   5  -4  11  -5  16  -5  21  -5  24  -4
   27  -2]]"
28,1,66.48999977111816,2.374642848968506,0,0.8345880508422852,1059.9990654201526,877,613,1438,861,20,960,540,1,"[[-14   0 -17  -2 -26  -5 -31  -7 -34 -10 -35 -12 -35 -13 -34 -15 -30 -14
  -24 -12]
 [-15 -11  -6  -7   0  -4   5  -4  11  -5  16  -5  21  -5  24  -4  27  -2
   27  -1]]"
29,3,69.80000114440918,7.22068977355957,0,0.8425459861755371,1000.0,808,606,1438,861,20,960,540,1,"[[-17  -2 -26  -5 -31  -7 -34 -10 -35 -12 -35 -13 -34 -15 -30 -14 -24 -12
  -15 -11]
 [ -6  -7   0  -4   5  -4  11  -5  16  -5  21  -5  24  -4  27  -2  27  -1
   28   1]]"
30,4,73.1000018119812,9.74666690826416,0,0.8505961894989014,936.907598448761,735,597,1438,861,20,960,540,1,"[[-26  -5 -31  -7 -34 -10 -35 -12 -35 -13 -34 -15 -30 -14 -24 -12 -15 -11
   -6  -7]
 [  0  -4   5  -4  11  -5  16  -5  21  -5  24  -4  27  -2  27  -1  28   1
   29   3]]"
33,4,82.99999952316284,10.060606002807617,0,0.8584251403808594,868.0535291199507,653,587,1438,861,20,960,540,1,"[[-31  -7 -34 -10 -35 -12 -35 -13 -34 -15 -30 -14 -24 -12 -15 -11  -6  -7
    0  -4]
 [  5  -4  11  -5  16  -5  21  -5  24  -4  27  -2  27  -1  28   1  29   3
   30   4]]"
30,5,73.1000018119812,12.1833336353302,0,0.8664519786834717,806.7159849054015,580,575,1438,861,20,960,540,1,"[[-34 -10 -35 -12 -35 -13 -34 -15 -30 -14 -24 -12 -15 -11  -6  -7   0  -4
    5  -4]
 [ 11  -5  16  -5  21  -5  24  -4  27  -2  27  -1  28   1  29   3  30   4
   33   4]]"
29,6,69.80000114440918,14.44137954711914,0,0.8744211196899414,748.8425396615559,511,561,1438,861,20,960,540,1,"[[-35 -12 -35 -13 -34 -15 -30 -14 -24 -12 -15 -11  -6  -7   0  -4   5  -4
   11  -5]
 [ 16  -5  21  -5  24  -4  27  -2  27  -1  28   1  29   3  30   4  33   4
   30   5]]"
24,6,53.29000282287598,13.322500705718994,0,0.882418155670166,704.1904507902636,458,548,1438,861,20,960,540,1,"[[-35 -13 -34 -15 -30 -14 -24 -12 -15 -11  -6  -7   0  -4   5  -4  11  -5
   16  -5]
 [ 21  -5  24  -4  27  -2  27  -1  28   1  29   3  30   4  33   4  30   5
   29   6]]"
19,6,36.77999985218048,11.614736795425415,0,0.890408992767334,672.9736451723448,422,537,1438,861,20,960,540,1,"[[-34 -15 -30 -14 -24 -12 -15 -11  -6  -7   0  -4   5  -4  11  -5  16  -5
   21  -5]
 [ 24  -4  27  -2  27  -1  28   1  29   3  30   4  33   4  30   5  29   6
   24   6]]"
14,7,22.017333030700684,11.008666515350342,0,0.8984770774841309,650.8146487480434,400,526,1438,861,20,960,540,1,"[[-30 -14 -24 -12 -15 -11  -6  -7   0  -4   5  -4  11  -5  16  -5  21  -5
   24  -4]
 [ 27  -2  27  -1  28   1  29   3  30   4  33   4  30   5  29   6  24   6
   19   6]]"
9,8,12.187499642372131,10.833333015441895,0,0.9066281318664551,635.6004956627589,388,516,1438,861,20,960,540,1,"[[-24 -12 -15 -11  -6  -7   0  -4   5  -4  11  -5  16  -5  21  -5  24  -4
   27  -2]
 [ 27  -1  28   1  29   3  30   4  33   4  30   5  29   6  24   6  19   6
   14   7]]"
6,9,7.835999965667725,11.753999948501587,0,0.9144561290740967,622.6025608547598,381,505,1438,861,20,960,540,1,"[[-15 -11  -6  -7   0  -4   5  -4  11  -5  16  -5  21  -5  24  -4  27  -2
   27  -1]
 [ 28   1  29   3  30   4  33   4  30   5  29   6  24   6  19   6  14   7
    9   8]]"
3,10,3.9179999828338623,13.059999942779541,0,0.9223990440368652,610.4417780904184,378,492,1438,861,20,960,540,1,"[[-6 -7  0 -4  5 -4 11 -5 16 -5 21 -5 24 -4 27 -2 27 -1 28  1]
 [29  3 30  4 33  4 30  5 29  6 24  6 19  6 14  7  9  8  6  9]]"
2,11,2.6636362075805664,14.649999141693115,0,0.9306349754333496,598.1611628507693,376,478,1438,861,20,960,540,1,"[[ 0 -4  5 -4 11 -5 16 -5 21 -5 24 -4 27 -2 27 -1 28  1 29  3]
 [30  4 33  4 30  5 29  6 24  6 19  6 14  7  9  8  6  9  3 10]]"
0,12,-0.0,16.249999523162842,0,0.9388320446014404,585.6676925937817,376,462,1438,861,20,960,540,1,"[[ 5 -4 11 -5 16 -5 21 -5 24 -4 27 -2 27 -1 28  1 29  3 30  4]
 [33  4 30  5 29  6 24  6 19  6 14  7  9  8  6  9  3 10  2 11]]"
-1,12,-1.3541666269302368,16.249999523162842,0,0.946418046951294,573.990582115842,377,446,1438,861,20,960,540,1,"[[11 -5 16 -5 21 -5 24 -4 27 -2 27 -1 28  1 29  3 30  4 33  4]
 [30  5 29  6 24  6 19  6 14  7  9  8  6  9  3 10  2 11  0 12]]"
-2,12,-2.7083332538604736,16.249999523162842,0,0.9545791149139404,563.1849614217037,379,430,1438,861,20,960,540,1,"[[16 -5 21 -5 24 -4 27 -2 27 -1 28  1 29  3 30  4 33  4 30  5]
 [29  6 24  6 19  6 14  7  9  8  6  9  3 10  2 11  0 12 -1 12]]"
-3,11,-3.9954543113708496,14.649999141693115,0,0.9625110626220703,554.7831442244005,382,416,1438,861,20,960,540,1,"[[21 -5 24 -4 27 -2 27 -1 28  1 29  3 30  4 33  4 30  5 29  6]
 [24  6 19  6 14  7  9  8  6  9  3 10  2 11  0 12 -1 12 -2 12]]"
-2,10,-2.611999988555908,13.059999942779541,0,0.9705731868743896,546.6551895024423,384,403,1438,861,20,960,540,1,"[[24 -4 27 -2 27 -1 28  1 29  3 30  4 33  4 30  5 29  6 24  6]
 [19  6 14  7  9  8  6  9  3 10  2 11  0 12 -1 12 -2 12 -3 11]]"
-1,12,-1.3541666269302368,16.249999523162842,0,0.9783589839935303,535.8882669557938,385,387,1438,861,20,960,540,1,"[[27 -2 27 -1 28  1 29  3 30  4 33  4 30  5 29  6 24  6 19  6]
 [14  7  9  8  6  9  3 10  2 11  0 12 -1 12 -2 12 -3 11 -2 10]]"
-1,12,-1.3541666269302368,16.249999523162842,0,0.9865190982818604,525.3849082669402,386,371,1438,861,20,960,540,1,"[[27 -1 28  1 29  3 30  4 33  4 30  5 29  6 24  6 19  6 14  7]
 [ 9  8  6  9  3 10  2 11  0 12 -1 12 -2 12 -3 11 -2 10 -1 12]]"
-2,12,-2.7083332538604736,16.249999523162842,0,0.994347095489502,515.8982791377055,388,355,1438,861,20,960,540,1,"[[28  1 29  3 30  4 33  4 30  5 29  6 24  6 19  6 14  7  9  8]
 [ 6  9  3 10  2 11  0 12 -1 12 -2 12 -3 11 -2 10 -1 12 -1 12]]"
-1,11,-1.3318181037902832,14.649999141693115,0,1.00239896774292,507.3026193631731,389,341,1438,861,20,960,540,1,"[[29  3 30  4 33  4 30  5 29  6 24  6 19  6 14  7  9  8  6  9]
 [ 3 10  2 11  0 12 -1 12 -2 12 -3 11 -2 10 -1 12 -1 12 -2 12]]"
1,9,1.2733333110809326,11.459999799728394,0,1.0106010437011719,499.35645671769,388,330,1438,861,20,960,540,1,"[[30  4 33  4 30  5 29  6 24  6 19  6 14  7  9  8  6  9  3 10]
 [ 2 11  0 12 -1 12 -2 12 -3 11 -2 10 -1 12 -1 12 -2 12 -1 11]]"
3,6,3.3350000381469727,6.670000076293945,0,1.0184211730957031,493.19081867617575,385,324,1438,861,20,960,540,1,"[[33  4 30  5 29  6 24  6 19  6 14  7  9  8  6  9  3 10  2 11]
 [ 0 12 -1 12 -2 12 -3 11 -2 10 -1 12 -1 12 -2 12 -1 11  1  9]]"
4,3,4.047999858856201,3.035999894142151,0,1.0264971256256104,488.1987555183172,381,321,1438,861,20,960,540,1,"[[30  5 29  6 24  6 19  6 14  7  9  8  6  9  3 10  2 11  0 12]
 [-1 12 -2 12 -3 11 -2 10 -1 12 -1 12 -2 12 -1 11  1  9  3  6]]"
7,1,8.260000467300415,1.1800000667572021,0,1.0343921184539795,481.4560000651126,373,320,1438,861,20,960,540,1,"[[29  6 24  6 19  6 14  7  9  8  6  9  3 10  2 11  0 12 -1 12]
 [-2 12 -3 11 -2 10 -1 12 -1 12 -2 12 -1 11  1  9  3  6  4  3]]"
11,0,14.649999141693115,-0.0,0,1.0423610210418701,470.916832726824,359,320,1438,861,20,960,540,1,"[[24  6 19  6 14  7  9  8  6  9  3 10  2 11  0 12 -1 12 -2 12]
 [-3 11 -2 10 -1 12 -1 12 -2 12 -1 11  1  9  3  6  4  3  7  1]]"
12,-2,16.249999523162842,-2.7083332538604736,0,1.0505781173706055,460.4604127873035,343,322,1438,861,20,960,540,1,"[[19  6 14  7  9  8  6  9  3 10  2 11  0 12 -1 12 -2 12 -3 11]
 [-2 10 -1 12 -1 12 -2 12 -1 11  1  9  3  6  4  3  7  1 11  0]]"
13,-3,17.84999990463257,-4.1192307472229,0,1.0585620403289795,451.033621333629,326,326,1438,861,20,960,540,1,"[[14  7  9  8  6  9  3 10  2 11  0 12 -1 12 -2 12 -3 11 -2 10]
 [-1 12 -1 12 -2 12 -1 11  1  9  3  6  4  3  7  1 11  0 12 -2]]"
12,-4,16.249999523162842,-5.416666507720947,0,1.0664520263671875,443.49862182811535,310,331,1438,861,20,960,540,1,"[[ 9  8  6  9  3 10  2 11  0 12 -1 12 -2 12 -3 11 -2 10 -1 12]
 [-1 12 -2 12 -1 11  1  9  3  6  4  3  7  1 11  0 12 -2 13 -3]]"
13,-5,17.84999990463257,-6.865384578704834,0,1.0746800899505615,436.5624256472996,293,337,1438,861,20,960,540,1,"[[ 6  9  3 10  2 11  0 12 -1 12 -2 12 -3 11 -2 10 -1 12 -1 12]
 [-2 12 -1 11  1  9  3  6  4  3  7  1 11  0 12 -2 13 -3 12 -4]]"
12,-7,16.4769229888916,-9.611538410186768,0,1.082590103149414,433.22116375462036,277,346,1438,861,20,960,540,1,"[[ 3 10  2 11  0 12 -1 12 -2 12 -3 11 -2 10 -1 12 -1 12 -2 12]
 [-1 11  1  9  3  6  4  3  7  1 11  0 12 -2 13 -3 12 -4 13 -5]]"
