dx,dy,rx,ry,button,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID
0,0,-0.0,-0.0,0,0.2972891330718994,406.4252634026903,67,-411,1026,122,20,959,533,1
1,0,0.6899999976158142,-0.0,0,0.3710601329803467,406.4252634026903,67,-411,1026,122,20,959,533,1
2,0,1.5800000429153442,-0.0,0,0.37891411781311035,406.2655402504512,66,-411,1026,122,20,959,533,1
3,0,2.6199998259544373,-0.0,0,0.38689327239990234,405.9531223587581,64,-411,1026,122,20,959,533,1
1,0,0.6899999976158142,-0.0,0,0.39495110511779785,405.9531223587581,64,-411,1026,122,20,959,533,1
0,1,-0.0,0.6899999976158142,0,0.40300726890563965,405.9531223587581,64,-411,1026,122,20,959,533,1
1,1,0.6899999976158142,0.6899999976158142,0,0.4189481735229492,405.9531223587581,64,-411,1026,122,20,959,533,1
0,1,-0.0,0.6899999976158142,0,0.43503618240356445,405.9531223587581,64,-411,1026,122,20,959,533,1
1,1,0.6899999976158142,0.6899999976158142,0,0.4429481029510498,405.9531223587581,64,-411,1026,122,20,959,533,1
0,1,-0.0,0.6899999976158142,0,0.45131516456604004,405.9531223587581,64,-411,1026,122,20,959,533,1
1,0,0.6899999976158142,-0.0,0,0.45903611183166504,405.9531223587581,64,-411,1026,122,20,959,533,1
4,0,3.680000066757202,-0.0,0,0.46721911430358887,405.5021058911735,61,-411,1026,122,20,959,533,1
8,-3,9.859999656677246,-3.6974998712539673,0,0.4750251770019531,401.3003768537053,52,-408,1026,122,20,959,533,1
11,-6,14.895832896232605,-8.124999761581421,0,0.48300909996032715,391.8009457430383,38,-400,1026,122,20,959,533,1
12,-9,18.871999740600586,-14.15399980545044,0,0.4910862445831299,376.51778743028115,20,-386,1026,122,20,959,533,1
14,-13,27.1010525226593,-25.165263056755066,0,0.49911928176879883,351.0678606577993,-7,-361,1026,122,20,959,533,1
13,-13,24.187223434448242,-24.187223434448242,0,0.5072202682495117,328.42281246984516,-31,-337,1026,122,20,959,533,1
12,-15,23.22947359085083,-29.036841988563538,0,0.5149753093719482,302.697937313312,-54,-308,1026,122,20,959,533,1
9,-15,15.97764766216278,-26.6294127702713,0,0.5229783058166504,280.31879029783795,-69,-282,1026,122,20,959,533,1
8,-14,13.4399995803833,-23.519999265670776,0,0.5310251712799072,261.67075661542964,-82,-259,1026,122,20,959,533,1
5,-14,7.239285707473755,-20.269999980926514,0,0.53898024559021,245.03333115496883,-89,-239,1026,122,20,959,533,1
4,-12,5.416666507720947,-16.249999523162842,0,0.5470411777496338,232.00206610688264,-94,-223,1026,122,20,959,533,1
3,-14,4.343571424484253,-20.269999980926514,0,0.5551033020019531,215.41739063346466,-98,-203,1026,122,20,959,533,1
0,-13,-0.0,-17.84999990463257,0,0.5630161762237549,200.23796041628637,-98,-186,1026,122,20,959,533,1
0,-15,-0.0,-23.589999675750732,0,0.5711812973022461,180.19200824430033,-98,-163,1026,122,20,959,533,1
0,-14,-0.0,-20.269999980926514,0,0.5790503025054932,163.35801106380978,-98,-143,1026,122,20,959,533,1
-2,-12,-2.7083332538604736,-16.249999523162842,0,0.5870881080627441,149.20113064925135,-96,-127,1026,122,20,959,533,1
-4,-10,-5.223999977111816,-13.059999942779541,0,0.5950162410736084,135.86637720873168,-91,-114,1026,122,20,959,533,1
-4,-10,-5.223999977111816,-13.059999942779541,0,0.6029372215270996,122.65368445693471,-86,-101,1026,122,20,959,533,1
-4,-9,-5.0933332443237305,-11.459999799728394,0,0.6112282276153564,111.0826164236634,-81,-90,1026,122,20,959,533,1
-4,-7,-4.929999828338623,-8.62749969959259,0,0.6188890933990479,102.48555462813881,-77,-82,1026,122,20,959,533,1
-4,-7,-4.929999828338623,-8.62749969959259,0,0.6270272731781006,93.9471019317037,-73,-74,1026,122,20,959,533,1
-4,-7,-4.929999828338623,-8.62749969959259,0,0.6349542140960693,85.4829827770373,-69,-66,1026,122,20,959,533,1
-4,-6,-4.720000267028809,-7.080000400543213,0,0.64310622215271,77.78382538941898,-65,-59,1026,122,20,959,533,1
-5,-6,-5.900000333786011,-7.080000400543213,0,0.6509420871734619,69.39773296511683,-60,-52,1026,122,20,959,533,1
-4,-5,-4.446666717529297,-5.558333396911621,0,0.6590821743011475,63.109506905736964,-56,-47,1026,122,20,959,533,1
-5,-5,-5.900000333786011,-5.900000333786011,0,0.6672360897064209,56.06814663663572,-51,-42,1026,122,20,959,533,1
-4,-4,-4.047999858856201,-4.047999858856201,0,0.6750431060791016,50.440052945046304,-47,-38,1026,122,20,959,533,1
-4,-4,-4.047999858856201,-4.047999858856201,0,0.682948112487793,44.817880294662984,-43,-34,1026,122,20,959,533,1
-3,-3,-2.7600000500679016,-2.7600000500679016,0,0.6910402774810791,42.009614495783374,-41,-32,1026,122,20,959,533,1
-3,-1,-2.6199998259544373,-0.8733332753181458,0,0.69960618019104,40.44799302251776,-39,-32,1026,122,20,959,533,1
-2,-2,-1.5800000429153442,-1.5800000429153442,0,0.7072091102600098,39.040799340956916,-38,-31,1026,122,20,959,533,1
-2,-2,-1.5800000429153442,-1.5800000429153442,0,0.7150132656097412,37.634021455258214,-37,-30,1026,122,20,959,533,1
-2,-1,-1.5800000429153442,-0.7900000214576721,0,0.723095178604126,36.861498055439924,-36,-30,1026,122,20,959,533,1
-3,-1,-2.6199998259544373,-0.8733332753181458,0,0.7310233116149902,35.34313619501854,-34,-30,1026,122,20,959,533,1
-3,0,-2.6199998259544373,-0.0,0,0.7389853000640869,33.86342439892262,-32,-30,1026,122,20,959,533,1
-3,-1,-2.6199998259544373,-0.8733332753181458,0,0.7469112873077393,32.42640687119285,-30,-30,1026,122,20,959,533,1
-4,-1,-3.680000066757202,-0.9200000166893005,0,0.7548801898956299,30.36087214122113,-27,-30,1026,122,20,959,533,1
-3,0,-2.6199998259544373,-0.0,0,0.7628941535949707,29.05124837953327,-25,-30,1026,122,20,959,533,1
-3,-1,-2.6199998259544373,-0.8733332753181458,0,0.7709712982177734,27.8021163428716,-23,-30,1026,122,20,959,533,1
-3,-2,-2.6199998259544373,-1.7466665506362915,0,0.7791831493377686,25.805027579936315,-21,-29,1026,122,20,959,533,1
-3,-2,-2.6199998259544373,-1.7466665506362915,0,0.7869341373443604,23.837848631377263,-19,-28,1026,122,20,959,533,1
-4,-4,-4.047999858856201,-4.047999858856201,0,0.7949962615966797,18.30194339616981,-15,-24,1026,122,20,959,533,1
-3,-3,-2.7600000500679016,-2.7600000500679016,0,0.8029983043670654,15.553864678361276,-13,-22,1026,122,20,959,533,1
-3,-3,-2.7600000500679016,-2.7600000500679016,0,0.8110620975494385,12.825424421026653,-11,-20,1026,122,20,959,533,1
-3,-3,-2.7600000500679016,-2.7600000500679016,0,0.819176197052002,10.124611797498108,-9,-18,1026,122,20,959,533,1
-2,-4,-1.840000033378601,-3.680000066757202,0,0.8269622325897217,7.0,-8,-15,1026,122,20,959,533,1
-2,-3,-1.7466665506362915,-2.6199998259544373,0,0.8352022171020508,4.7648230602334,-7,-13,1026,122,20,959,533,1
-3,-2,-2.6199998259544373,-1.7466665506362915,0,0.842872142791748,3.0,-5,-12,1026,122,20,959,533,1
-1,-2,-0.7900000214576721,-1.5800000429153442,0,0.8509972095489502,2.0830459735945723,-5,-11,1026,122,20,959,533,1
-1,-2,-0.7900000214576721,-1.5800000429153442,0,0.8589291572570801,1.180339887498949,-5,-10,1026,122,20,959,533,1
-1,-2,-0.7900000214576721,-1.5800000429153442,0,0.8669981956481934,0.2956301409870008,-5,-9,1026,122,20,959,533,1
0,-1,-0.0,-0.6899999976158142,0,0.8829801082611084,0.2956301409870008,-5,-9,1026,122,20,959,533,1
0,0,-0.0,-0.0,1,0.9409301280975342,0.2956301409870008,-5,-9,1026,122,20,959,533,1
0,0,-0.0,-0.0,0,0.06923532485961914,654.6612300985065,-256,635,775,766,61,1031,131,2
-1,2,-0.7900000214576721,1.5800000429153442,0,0.1448383331298828,653.7338663544464,-256,634,775,766,61,1031,131,2
-1,5,-1.0119999647140503,5.0599998235702515,0,0.15302014350891113,648.7238024410224,-255,629,775,766,61,1031,131,2
-1,4,-0.9200000166893005,3.680000066757202,0,0.16073226928710938,645.9445243509263,-255,626,775,766,61,1031,131,2
-1,4,-0.9200000166893005,3.680000066757202,0,0.16886115074157715,643.167141206402,-255,623,775,766,61,1031,131,2
-2,4,-1.840000033378601,3.680000066757202,0,0.17681217193603516,640.0119401921133,-254,620,775,766,61,1031,131,2
-2,4,-1.840000033378601,3.680000066757202,0,0.1848452091217041,636.8568062185465,-253,617,775,766,61,1031,131,2
-2,4,-1.840000033378601,3.680000066757202,0,0.19289016723632812,633.7017402418047,-252,614,775,766,61,1031,131,2
-2,6,-2.2233333587646484,6.670000076293945,0,0.20103931427001953,627.3918161948778,-250,608,775,766,61,1031,131,2
-4,7,-4.929999828338623,8.62749969959259,0,0.21019315719604492,618.4720502843588,-246,600,775,766,61,1031,131,2
-4,9,-5.0933332443237305,11.459999799728394,0,0.21684026718139648,606.3976744143555,-241,589,775,766,61,1031,131,2
-5,10,-6.659090518951416,13.318181037902832,0,0.22472214698791504,592.0940443373494,-235,576,775,766,61,1031,131,2
-7,12,-9.611538410186768,16.4769229888916,0,0.23283934593200684,573.8840948393988,-226,560,775,766,61,1031,131,2
-10,14,-17.752941846847534,24.854118585586548,0,0.24093413352966309,545.3060055309696,-209,536,775,766,61,1031,131,2
-13,16,-26.058498859405518,32.071998596191406,0,0.24892926216125488,506.1949272419499,-183,504,775,766,61,1031,131,2
-14,16,-28.926666736602783,33.05904769897461,0,0.2568483352661133,465.84876726679477,-155,471,775,766,61,1031,131,2
-15,15,-30.992857217788696,30.992857217788696,0,0.264984130859375,428.373210386471,-125,441,775,766,61,1031,131,2
-14,15,-28.06299877166748,30.067498683929443,0,0.2730722427368164,392.2913686070318,-97,411,775,766,61,1031,131,2
-12,12,-20.15999937057495,20.15999937057495,0,0.2810251712799072,368.5097238462319,-77,391,775,766,61,1031,131,2
-10,12,-15.726666450500488,18.871999740600586,0,0.28890013694763184,348.11770654123035,-62,373,775,766,61,1031,131,2
-9,11,-13.030714273452759,15.92642855644226,0,0.29685425758361816,331.3377921004112,-49,358,775,766,61,1031,131,2
-8,10,-10.833333015441895,13.541666269302368,0,0.304901123046875,317.1973502203034,-39,345,775,766,61,1031,131,2
-6,11,-8.124999761581421,14.895832896232605,0,0.31288623809814453,302.4484922510553,-31,331,775,766,61,1031,131,2
-7,10,-9.479166388511658,13.541666269302368,0,0.3209261894226074,288.76009787926716,-22,318,775,766,61,1031,131,2
-6,11,-8.124999761581421,14.895832896232605,0,0.32880330085754395,274.32219767871027,-14,304,775,766,61,1031,131,2
-6,10,-7.990908622741699,13.318181037902832,0,0.3369102478027344,261.08418026406036,-7,291,775,766,61,1031,131,2
-6,10,-7.990908622741699,13.318181037902832,0,0.3448331356048584,248.0,0,278,775,766,61,1031,131,2
-5,9,-6.5299999713897705,11.753999948501587,0,0.3531663417816162,237.06740722147282,6,267,775,766,61,1031,131,2
-4,8,-4.929999828338623,9.859999656677246,0,0.3608391284942627,228.19372571772539,10,258,775,766,61,1031,131,2
-3,9,-3.819999933242798,11.459999799728394,0,0.3689441680908203,217.34186867572583,13,247,775,766,61,1031,131,2
-3,8,-3.6974998712539673,9.859999656677246,0,0.37668728828430176,208.53720883753127,16,238,775,766,61,1031,131,2
-1,7,-1.1800000667572021,8.260000467300415,0,0.38484811782836914,200.62740513651016,17,230,775,766,61,1031,131,2
-2,8,-2.4649999141693115,9.859999656677246,0,0.39298415184020996,191.81523843054606,19,221,775,766,61,1031,131,2
-2,7,-2.3600001335144043,8.260000467300415,0,0.400989294052124,184.03270778084362,21,213,775,766,61,1031,131,2
-1,8,-1.2324999570846558,9.859999656677246,0,0.4088711738586426,175.1828452868319,22,204,775,766,61,1031,131,2
-1,10,-1.305999994277954,13.059999942779541,0,0.41700220108032227,162.37983262286096,23,191,775,766,61,1031,131,2
0,11,-0.0,14.649999141693115,0,0.42502927780151367,148.48809484108457,23,177,775,766,61,1031,131,2
-1,13,-1.3730769157409668,17.84999990463257,0,0.4330871105194092,131.78998732925348,24,160,775,766,61,1031,131,2
-1,13,-1.3730769157409668,17.84999990463257,0,0.44077014923095703,115.16886718577092,25,143,775,766,61,1031,131,2
0,13,-0.0,17.84999990463257,0,0.44867420196533203,98.4562182223967,25,126,775,766,61,1031,131,2
0,11,-0.0,14.649999141693115,0,0.45683717727661133,84.75626344561765,25,112,775,766,61,1031,131,2
1,8,1.2324999570846558,9.859999656677246,0,0.46482324600219727,75.75916035975324,24,103,775,766,61,1031,131,2
1,7,1.1800000667572021,8.260000467300415,0,0.4728281497955322,67.74456506629922,23,95,775,766,61,1031,131,2
1,7,1.1800000667572021,8.260000467300415,0,0.4808223247528076,59.738509013689324,22,87,775,766,61,1031,131,2
2,6,2.2233333587646484,6.670000076293945,0,0.48891711235046387,53.43260753446461,20,81,775,766,61,1031,131,2
2,6,2.2233333587646484,6.670000076293945,0,0.4966921806335449,47.12976079309465,18,75,775,766,61,1031,131,2
2,4,1.840000033378601,3.680000066757202,0,0.5046782493591309,43.97972695272672,17,72,775,766,61,1031,131,2
3,4,3.035999894142151,4.047999858856201,0,0.5128672122955322,39.42621983083913,14,68,775,766,61,1031,131,2
2,4,1.840000033378601,3.680000066757202,0,0.5209901332855225,36.2872536767062,13,65,775,766,61,1031,131,2
2,3,1.7466665506362915,2.6199998259544373,0,0.5289032459259033,34.13267497929586,12,63,775,766,61,1031,131,2
2,3,1.7466665506362915,2.6199998259544373,0,0.5369923114776611,31.98386886924694,11,61,775,766,61,1031,131,2
3,2,2.6199998259544373,1.7466665506362915,0,0.5449421405792236,30.67124524847005,9,60,775,766,61,1031,131,2
