dx,dy,rx,ry,button,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID,past20dxdy
1,0,0.6899999976158142,-0.0,4,0.32737016677856445,377.82728114458376,-343,181,554,715,20,897,534,1,"[(-40, 8), (-29, 6), (-18, 2), (-5, 0), (0, -1), (7, -5), (11, -8), (15, -10), (18, -14), (18, -13), (20, -13), (20, -12), (20, -13), (18, -12), (16, -11), (13, -9), (10, -6), (5, -4), (4, -2), (0, 0)]"
1,0,0.6899999976158142,-0.0,4,0.3354012966156006,377.82728114458376,-343,181,554,715,20,897,534,1,"[(-40, 8), (-29, 6), (-18, 2), (-5, 0), (0, -1), (7, -5), (11, -8), (15, -10), (18, -14), (18, -13), (20, -13), (20, -12), (20, -13), (18, -12), (16, -11), (13, -9), (10, -6), (5, -4), (4, -2), (0, 0)]"
1,0,0.6899999976158142,-0.0,4,0.34343719482421875,377.82728114458376,-343,181,554,715,20,897,534,1,"[(-40, 8), (-29, 6), (-18, 2), (-5, 0), (0, -1), (7, -5), (11, -8), (15, -10), (18, -14), (18, -13), (20, -13), (20, -12), (20, -13), (18, -12), (16, -11), (13, -9), (10, -6), (5, -4), (4, -2), (0, 0)]"
1,0,0.6899999976158142,-0.0,4,0.35133910179138184,377.82728114458376,-343,181,554,715,20,897,534,1,"[(-40, 8), (-29, 6), (-18, 2), (-5, 0), (0, -1), (7, -5), (11, -8), (15, -10), (18, -14), (18, -13), (20, -13), (20, -12), (20, -13), (18, -12), (16, -11), (13, -9), (10, -6), (5, -4), (4, -2), (0, 0)]"
0,0,-0.0,-0.0,0,0.35433316230773926,377.82728114458376,-343,181,554,715,20,897,534,1,"[(-40, 8), (-29, 6), (-18, 2), (-5, 0), (0, -1), (7, -5), (11, -8), (15, -10), (18, -14), (18, -13), (20, -13), (20, -12), (20, -13), (18, -12), (16, -11), (13, -9), (10, -6), (5, -4), (4, -2), (0, 0)]"
-1,0,-0.6899999976158142,-0.0,0,0.41530323028564453,377.82728114458376,-343,181,554,715,20,897,534,1,"[(-40, 8), (-29, 6), (-18, 2), (-5, 0), (0, -1), (7, -5), (11, -8), (15, -10), (18, -14), (18, -13), (20, -13), (20, -12), (20, -13), (18, -12), (16, -11), (13, -9), (10, -6), (5, -4), (4, -2), (0, 0)]"
-2,-4,-1.840000033378601,-3.680000066757202,0,0.4233860969543457,378.35550723531657,-342,184,554,715,20,897,534,1,"[(-40, 8), (-29, 6), (-18, 2), (-5, 0), (0, -1), (7, -5), (11, -8), (15, -10), (18, -14), (18, -13), (20, -13), (20, -12), (20, -13), (18, -12), (16, -11), (13, -9), (10, -6), (5, -4), (4, -2), (0, 0)]"
-4,-7,-4.929999828338623,-8.62749969959259,0,0.43138909339904785,378.72612466876984,-338,192,554,715,20,897,534,1,"[(-40, 8), (-29, 6), (-18, 2), (-5, 0), (0, -1), (7, -5), (11, -8), (15, -10), (18, -14), (18, -13), (20, -13), (20, -12), (20, -13), (18, -12), (16, -11), (13, -9), (10, -6), (5, -4), (4, -2), (0, 0)]"
-6,-8,-7.835999965667725,-10.447999954223633,0,0.4393131732940674,377.76926128820475,-331,202,554,715,20,897,534,1,"[(-40, 8), (-29, 6), (-18, 2), (-5, 0), (0, -1), (7, -5), (11, -8), (15, -10), (18, -14), (18, -13), (20, -13), (20, -12), (20, -13), (18, -12), (16, -11), (13, -9), (10, -6), (5, -4), (4, -2), (0, 0)]"
-6,-8,-7.835999965667725,-10.447999954223633,0,0.4471602439880371,377.19504129056196,-324,212,554,715,20,897,534,1,"[(-40, 8), (-29, 6), (-18, 2), (-5, 0), (0, -1), (7, -5), (11, -8), (15, -10), (18, -14), (18, -13), (20, -13), (20, -12), (20, -13), (18, -12), (16, -11), (13, -9), (10, -6), (5, -4), (4, -2), (0, 0)]"
-8,-9,-10.833333015441895,-12.187499642372131,0,0.45525527000427246,375.70973542289545,-314,224,554,715,20,897,534,1,"[(-40, 8), (-29, 6), (-18, 2), (-5, 0), (0, -1), (7, -5), (11, -8), (15, -10), (18, -14), (18, -13), (20, -13), (20, -12), (20, -13), (18, -12), (16, -11), (13, -9), (10, -6), (5, -4), (4, -2), (0, 0)]"
-9,-12,-14.15399980545044,-18.871999740600586,0,0.46317219734191895,375.4400083022,-300,242,554,715,20,897,534,1,"[(-40, 8), (-29, 6), (-18, 2), (-5, 0), (0, -1), (7, -5), (11, -8), (15, -10), (18, -14), (18, -13), (20, -13), (20, -12), (20, -13), (18, -12), (16, -11), (13, -9), (10, -6), (5, -4), (4, -2), (0, 0)]"
-12,-16,-24.053998947143555,-32.071998596191406,0,0.4711942672729492,378.9113009414872,-276,274,554,715,20,897,534,1,"[(-40, 8), (-29, 6), (-18, 2), (-5, 0), (0, -1), (7, -5), (11, -8), (15, -10), (18, -14), (18, -13), (20, -13), (20, -12), (20, -13), (18, -12), (16, -11), (13, -9), (10, -6), (5, -4), (4, -2), (0, 0)]"
-15,-17,-31.83409094810486,-36.07863640785217,0,0.4792051315307617,385.12656200260693,-245,310,554,715,20,897,534,1,"[(-40, 8), (-29, 6), (-18, 2), (-5, 0), (0, -1), (7, -5), (11, -8), (15, -10), (18, -14), (18, -13), (20, -13), (20, -12), (20, -13), (18, -12), (16, -11), (13, -9), (10, -6), (5, -4), (4, -2), (0, 0)]"
