dx,dy,button,rx,ry,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID
0,0,0,-0.0,-0.0,0.46999239921569824,895.7262279519126,886,188,1846,788,20,960,600,1
2,2,0,1.5800000429153442,1.5800000429153442,0.6627883911132812,894.5407674615888,885,187,1846,788,20,960,600,1
3,4,0,3.035999894142151,4.047999858856201,0.6708621978759766,890.7846579510555,882,183,1846,788,20,960,600,1
5,3,0,5.0599998235702515,3.035999894142151,0.6787912845611572,885.2815199701154,877,180,1846,788,20,960,600,1
4,4,0,4.047999858856201,4.047999858856201,0.6868681907653809,880.5644277647743,873,176,1846,788,20,960,600,1
6,3,0,6.670000076293945,3.3350000381469727,0.6948251724243164,874.091624210975,867,173,1846,788,20,960,600,1
7,4,0,8.62749969959259,4.929999828338623,0.7028133869171143,865.466732663212,859,169,1846,788,20,960,600,1
11,4,0,14.649999141693115,5.327272415161133,0.7108912467956543,850.7676806200382,845,164,1846,788,20,960,600,1
12,4,0,16.249999523162842,5.416666507720947,0.7189593315124512,834.1101823814234,829,159,1846,788,20,960,600,1
17,5,0,30.180001139640808,8.876470923423767,0.7268683910369873,803.1432838067348,799,151,1846,788,20,960,600,1
19,4,0,36.77999985218048,7.743157863616943,0.7349612712860107,766.4695744200155,763,144,1846,788,20,960,600,1
20,4,0,40.08999824523926,8.017999649047852,0.7429993152618408,725.6799575902554,723,136,1846,788,20,960,600,1
21,2,0,43.390000104904175,4.132380962371826,0.750953197479248,682.6932943229637,680,132,1846,788,20,960,600,1
20,3,0,40.08999824523926,6.013499736785889,0.7588493824005127,642.2852136910662,640,126,1846,788,20,960,600,1
18,2,0,33.4900016784668,3.721111297607422,0.7668642997741699,609.3367420071249,607,123,1846,788,20,960,600,1
15,3,0,23.589999675750732,4.7179999351501465,0.7748332023620605,586.000838925584,584,119,1846,788,20,960,600,1
14,1,0,20.269999980926514,1.447857141494751,0.7827622890472412,566.2117666275134,564,118,1846,788,20,960,600,1
10,0,0,13.059999942779541,-0.0,0.7907562255859375,553.4935669552937,551,118,1846,788,20,960,600,1
10,1,0,13.059999942779541,1.305999994277954,0.798687219619751,540.5751538164432,538,117,1846,788,20,960,600,1
8,1,0,9.859999656677246,1.2324999570846558,0.8067042827606201,531.569016839036,529,116,1846,788,20,960,600,1
7,0,0,8.260000467300415,-0.0,0.8147373199462891,523.7574355453983,521,116,1846,788,20,960,600,1
7,0,0,8.260000467300415,-0.0,0.8226983547210693,515.9515186782903,513,116,1846,788,20,960,600,1
5,0,0,5.0599998235702515,-0.0,0.8308181762695312,511.0758102234262,508,116,1846,788,20,960,600,1
5,0,0,5.0599998235702515,-0.0,0.8386921882629395,506.20247965309113,503,116,1846,788,20,960,600,1
4,0,0,3.680000066757202,-0.0,0.8466813564300537,503.2796508726992,500,116,1846,788,20,960,600,1
4,0,0,3.680000066757202,-0.0,0.8547773361206055,500.35771768437087,497,116,1846,788,20,960,600,1
3,0,0,2.6199998259544373,-0.0,0.8628332614898682,498.4102674022231,495,116,1846,788,20,960,600,1
4,0,0,3.680000066757202,-0.0,0.8707551956176758,495.48986142157196,492,116,1846,788,20,960,600,1
4,0,0,3.680000066757202,-0.0,0.8789863586425781,492.5703930794173,489,116,1846,788,20,960,600,1
6,0,0,6.670000076293945,-0.0,0.8869962692260742,486.73433543494855,483,116,1846,788,20,960,600,1
7,1,0,8.260000467300415,1.1800000667572021,0.8949332237243652,478.72282533149604,475,115,1846,788,20,960,600,1
8,2,0,9.859999656677246,2.4649999141693115,0.902928352355957,469.5049530505394,466,113,1846,788,20,960,600,1
8,1,0,9.859999656677246,1.2324999570846558,0.9109072685241699,460.5241757869621,457,112,1846,788,20,960,600,1
9,2,0,11.459999799728394,2.5466666221618652,0.9189023971557617,449.3647787978525,446,110,1846,788,20,960,600,1
9,2,0,11.459999799728394,2.5466666221618652,0.9268732070922852,438.20642565675024,435,108,1846,788,20,960,600,1
9,3,0,11.459999799728394,3.819999933242798,0.9348173141479492,426.8077380266975,424,105,1846,788,20,960,600,1
9,2,0,11.459999799728394,2.5466666221618652,0.9427962303161621,415.6500910372274,413,103,1846,788,20,960,600,1
8,3,0,9.859999656677246,3.6974998712539673,0.9507832527160645,406.19226326302606,404,100,1846,788,20,960,600,1
8,2,0,9.859999656677246,2.4649999141693115,0.9589173793792725,396.9754292337561,395,98,1846,788,20,960,600,1
7,3,0,8.260000467300415,3.5400002002716064,0.9667303562164307,388.48964854811476,387,95,1846,788,20,960,600,1
8,4,0,9.859999656677246,4.929999828338623,0.9750652313232422,378.7994341559668,378,91,1846,788,20,960,600,1
10,4,0,13.059999942779541,5.223999977111816,0.9829902648925781,364.9946666287402,365,86,1846,788,20,960,600,1
10,4,0,13.059999942779541,5.223999977111816,0.9910693168640137,351.19939091864484,352,81,1846,788,20,960,600,1
12,5,0,16.4769229888916,6.865384578704834,0.9988691806793213,334.26879033685293,336,75,1846,788,20,960,600,1
13,6,0,18.822142839431763,8.687142848968506,1.006744384765625,314.98153793715727,318,67,1846,788,20,960,600,1
14,5,0,20.269999980926514,7.239285707473755,1.0147972106933594,293.98026251715754,298,60,1846,788,20,960,600,1
13,5,0,17.84999990463257,6.865384578704834,1.022782325744629,276.14157335137446,281,54,1846,788,20,960,600,1
13,6,0,18.822142839431763,8.687142848968506,1.0308542251586914,256.9925092582187,263,46,1846,788,20,960,600,1
13,4,0,17.84999990463257,5.492307662963867,1.0387482643127441,239.39326374222702,246,41,1846,788,20,960,600,1
11,5,0,14.895832896232605,6.770833134651184,1.0469162464141846,224.62523308459387,232,35,1846,788,20,960,600,1
12,3,0,16.249999523162842,4.0624998807907104,1.054969310760498,208.2131985009156,216,31,1846,788,20,960,600,1
9,3,0,11.459999799728394,3.819999933242798,1.06298828125,196.90335908341362,205,28,1846,788,20,960,600,1
9,2,0,11.459999799728394,2.5466666221618652,1.0709893703460693,185.73451407454945,194,26,1846,788,20,960,600,1
8,2,0,9.859999656677246,2.4649999141693115,1.07883620262146,176.5502613238588,185,24,1846,788,20,960,600,1
8,1,0,9.859999656677246,1.2324999570846558,1.086794376373291,167.49647883831386,176,23,1846,788,20,960,600,1
10,2,0,13.059999942779541,2.611999988555908,1.0948991775512695,154.34719346554112,163,21,1846,788,20,960,600,1
10,1,0,13.059999942779541,1.305999994277954,1.102738380432129,141.32745950421557,150,20,1846,788,20,960,600,1
10,1,0,13.059999942779541,1.305999994277954,1.110877275466919,128.31124321616085,137,19,1846,788,20,960,600,1
9,2,0,11.459999799728394,2.5466666221618652,1.1187572479248047,117.1416532848303,126,17,1846,788,20,960,600,1
9,1,0,11.459999799728394,1.2733333110809326,1.1268131732940674,106.1077086157504,115,16,1846,788,20,960,600,1
7,1,0,8.260000467300415,1.1800000667572021,1.1349782943725586,98.04628637764465,107,15,1846,788,20,960,600,1
7,1,0,8.260000467300415,1.1800000667572021,1.143127202987671,89.98499887483122,99,14,1846,788,20,960,600,1
6,1,0,6.670000076293945,1.1116666793823242,1.1511213779449463,83.90420650854784,93,13,1846,788,20,960,600,1
6,1,0,6.670000076293945,1.1116666793823242,1.1588351726531982,77.82368700982668,87,12,1846,788,20,960,600,1
4,1,0,3.680000066757202,0.9200000166893005,1.166792392730713,74.8528137423857,84,12,1846,788,20,960,600,1
4,1,0,3.680000066757202,0.9200000166893005,1.1747252941131592,71.88406438373708,81,12,1846,788,20,960,600,1
3,0,0,2.6199998259544373,-0.0,1.1828663349151611,69.90619500389191,79,12,1846,788,20,960,600,1
2,0,0,1.5800000429153442,-0.0,1.1907522678375244,68.91767862779544,78,12,1846,788,20,960,600,1
3,0,0,2.6199998259544373,-0.0,1.1987693309783936,66.94153624668537,76,12,1846,788,20,960,600,1
2,0,0,1.5800000429153442,-0.0,1.207125186920166,65.95393340703298,75,12,1846,788,20,960,600,1
3,0,0,2.6199998259544373,-0.0,1.2149791717529297,63.97972695272672,73,12,1846,788,20,960,600,1
2,0,0,1.5800000429153442,-0.0,1.2231433391571045,62.993150363578636,72,12,1846,788,20,960,600,1
3,0,0,2.6199998259544373,-0.0,1.2309892177581787,61.02112361825881,70,12,1846,788,20,960,600,1
3,1,0,2.6199998259544373,0.8733332753181458,1.2389183044433594,59.05070600652827,68,12,1846,788,20,960,600,1
4,0,0,3.680000066757202,-0.0,1.246854305267334,56.09841147864296,65,12,1846,788,20,960,600,1
