dx,dy,rx,ry,button,time
0,-1,-0.0,-1.0,0,12.08285403251648
0,-1,-0.0,-1.0,0,12.082869052886963
0,-2,-0.0,-2.0,0,12.089203119277954
0,-1,-0.0,-1.0,0,12.095677137374878
0,-1,-0.0,-1.0,0,12.102350234985352
0,-1,-0.0,-1.0,0,12.102363109588623
0,-1,-0.0,-1.0,0,12.102372169494629
0,-1,-0.0,-1.0,0,12.107938051223755
0,-1,-0.0,-1.0,0,12.114204168319702
0,-1,-0.0,-1.0,0,12.120246171951294
0,-1,-0.0,-1.0,0,12.120259046554565
0,-1,-0.0,-1.0,0,12.120269060134888
0,-1,-0.0,-1.0,0,12.127857208251953
0,-2,-0.0,-2.0,0,12.134825229644775
0,-1,-0.0,-1.0,0,12.13483715057373
0,-1,-0.0,-1.0,0,12.140496015548706
0,-1,-0.0,-1.0,0,12.14693307876587
0,-1,-0.0,-1.0,0,12.14694619178772
0,-2,-0.0,-2.0,0,12.14695405960083
0,-2,-0.0,-2.0,0,12.15459418296814
0,-1,-0.0,-1.0,0,12.163263082504272
0,-1,-0.0,-1.0,0,12.172674179077148
0,-1,-0.0,-1.0,0,12.182141065597534
-1,0,-1.0,-0.0,0,12.182162046432495
0,-1,-0.0,-1.0,0,12.192153215408325
0,-1,-0.0,-1.0,0,12.200473070144653
0,-1,-0.0,-1.0,0,12.200489044189453
0,-1,-0.0,-1.0,0,12.20641303062439
0,-1,-0.0,-1.0,0,12.206428050994873
0,-1,-0.0,-1.0,0,12.206440210342407
0,-1,-0.0,-1.0,0,12.215567111968994
0,-1,-0.0,-1.0,0,12.223571062088013
0,-1,-0.0,-1.0,0,12.230222225189209
-1,0,-1.0,-0.0,0,12.238554239273071
0,-1,-0.0,-1.0,0,12.247738122940063
0,-1,-0.0,-1.0,0,12.258930206298828
0,-1,-0.0,-1.0,0,12.268823146820068
0,-1,-0.0,-1.0,0,12.275667190551758
-1,-1,-1.0,-1.0,0,12.282479047775269
0,-1,-0.0,-1.0,0,12.289554119110107
0,-1,-0.0,-1.0,0,12.295768022537231
0,-1,-0.0,-1.0,0,12.29578709602356
0,-1,-0.0,-1.0,0,12.295795202255249
0,-1,-0.0,-1.0,0,12.295802116394043
0,-1,-0.0,-1.0,0,12.301916122436523
-1,0,-1.0,-0.0,0,12.301932096481323
0,-1,-0.0,-1.0,0,12.301942110061646
0,-1,-0.0,-1.0,0,12.301951169967651
0,-1,-0.0,-1.0,0,12.301959037780762
0,-1,-0.0,-1.0,0,12.301966190338135
0,-1,-0.0,-1.0,0,12.301973104476929
0,-1,-0.0,-1.0,0,12.301979064941406
-1,-1,-1.0,-1.0,0,12.30198621749878
0,-1,-0.0,-1.0,0,12.301995038986206
0,-1,-0.0,-1.0,0,12.308170080184937
0,-1,-0.0,-1.0,0,12.316801071166992
0,-1,-0.0,-1.0,0,12.324688196182251
0,-1,-0.0,-1.0,0,12.333466053009033
0,-1,-0.0,-1.0,0,12.341537237167358
0,-1,-0.0,-1.0,0,12.341554164886475
0,-1,-0.0,-1.0,0,12.34156608581543
0,-1,-0.0,-1.0,0,12.349083185195923
0,-1,-0.0,-1.0,0,12.357781171798706
0,-1,-0.0,-1.0,0,12.357802152633667
0,-1,-0.0,-1.0,0,12.36823320388794
0,-1,-0.0,-1.0,0,12.377044200897217
0,-1,-0.0,-1.0,0,12.377063035964966
0,-1,-0.0,-1.0,0,12.3770751953125
0,-1,-0.0,-1.0,0,12.377086162567139
-1,0,-1.0,-0.0,0,12.377096176147461
0,-1,-0.0,-1.0,0,12.3771071434021
0,-1,-0.0,-1.0,0,12.377119064331055
0,-1,-0.0,-1.0,0,12.387129068374634
0,-1,-0.0,-1.0,0,12.387149095535278
0,-1,-0.0,-1.0,0,12.39712405204773
0,-1,-0.0,-1.0,0,12.407634019851685
0,-1,-0.0,-1.0,0,12.41740107536316
0,-1,-0.0,-1.0,0,12.423755168914795
0,-1,-0.0,-1.0,0,12.43016004562378
0,-1,-0.0,-1.0,0,12.430174112319946
0,-1,-0.0,-1.0,0,12.430183172225952
0,-1,-0.0,-1.0,0,12.436577081680298
1,-1,1.0,-1.0,0,12.442568063735962
0,-1,-0.0,-1.0,0,12.449127197265625
0,-1,-0.0,-1.0,0,12.455402135848999
0,-1,-0.0,-1.0,0,12.463062047958374
1,-1,1.0,-1.0,0,12.469436168670654
0,-1,-0.0,-1.0,0,12.469449043273926
0,-1,-0.0,-1.0,0,12.481009244918823
1,-1,1.0,-1.0,0,12.481019020080566
0,-1,-0.0,-1.0,0,12.487068176269531
0,-1,-0.0,-1.0,0,12.48707914352417
0,-1,-0.0,-1.0,0,12.499069213867188
1,-1,1.0,-1.0,0,12.505661249160767
0,-1,-0.0,-1.0,0,12.511903047561646
1,-1,1.0,-1.0,0,12.518519163131714
0,-1,-0.0,-1.0,0,12.524327039718628
0,-1,-0.0,-1.0,0,12.530217170715332
0,-1,-0.0,-1.0,0,12.536188125610352
1,-1,1.0,-1.0,0,12.541306018829346
,,,,,
