dx,dy,rx,ry,button,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID
0,0,-0.0,-0.0,0,0.41056275367736816,735.8699618566228,-721,191,239,728,20,960,537,1
-3,0,-2.6199998259544373,-0.0,0,0.5934557914733887,733.9368252748347,-719,191,239,728,20,960,537,1
-7,1,-8.260000467300415,1.1800000667572021,0,0.6017918586730957,725.9490471493255,-711,190,239,728,20,960,537,1
-9,2,-11.459999799728394,2.5466666221618652,0,0.6093509197235107,714.8061809890972,-700,188,239,728,20,960,537,1
-11,2,-14.649999141693115,2.6636362075805664,0,0.6173617839813232,700.7685980683165,-686,186,239,728,20,960,537,1
-12,2,-16.249999523162842,2.7083332538604736,0,0.6255378723144531,684.8064478687572,-670,184,239,728,20,960,537,1
-15,1,-23.589999675750732,1.5726666450500488,0,0.6333978176116943,662.3823317131407,-647,183,239,728,20,960,537,1
-17,1,-30.180001139640808,1.7752941846847534,0,0.6414918899536133,633.2829859400915,-617,182,239,728,20,960,537,1
-21,0,-43.390000104904175,-0.0,0,0.6495938301086426,592.1627686929838,-574,182,239,728,20,960,537,1
-23,1,-49.990002393722534,2.173478364944458,0,0.6574158668518066,545.0,-525,180,239,728,20,960,537,1
-24,0,-53.29000282287598,-0.0,0,0.6655898094177246,495.1574012127309,-472,180,239,728,20,960,537,1
-24,1,-53.29000282287598,2.220416784286499,0,0.6733648777008057,445.24169404833737,-419,178,239,728,20,960,537,1
-24,1,-53.29000282287598,2.220416784286499,0,0.6813478469848633,396.1182093922901,-366,176,239,728,20,960,537,1
-22,1,-46.69000005722046,2.1222727298736572,0,0.6894817352294922,354.24716882907956,-320,174,239,728,20,960,537,1
-18,2,-33.4900016784668,3.721111297607422,0,0.6974587440490723,324.0808285430339,-287,171,239,728,20,960,537,1
-16,3,-26.8799991607666,5.039999842643738,0,0.7054727077484131,299.3169895107606,-261,166,239,728,20,960,537,1
-13,3,-17.84999990463257,4.1192307472229,0,0.713371753692627,282.88222889072665,-244,162,239,728,20,960,537,1
-8,4,-9.859999656677246,4.929999828338623,0,0.7216367721557617,273.17662332897464,-235,158,239,728,20,960,537,1
