dx,dy,button,rx,ry,time,distance,targetID,directionX,directionY,targetX,targetY,initMouseX,initMouseY,targetSize,score
1,0,0,1.5,-0.0,0.1903233528137207,570.6978560318611,1,537,221,1498,821,960,600,20,147.1
3,0,0,4.5,-0.0,0.19862937927246094,567.0008665504758,1,533,221,1498,821,960,600,20,23.83
5,0,0,7.5,-0.0,0.20662331581115723,560.5409713596387,1,526,221,1498,821,960,600,20,35.82
6,2,0,9.0,3.0,0.2144482135772705,551.0819904434645,1,517,218,1498,821,960,600,20,48.11
6,2,0,9.0,3.0,0.22262120246887207,541.6239661218501,1,508,215,1498,821,960,600,20,47.59
8,3,0,12.0,4.5,0.23044919967651367,529.014842096208,1,496,211,1498,821,960,600,20,55.6
7,4,0,10.5,6.0,0.23943233489990234,517.4665866194749,1,486,205,1498,821,960,600,20,51.43
6,4,0,9.0,6.0,0.24654126167297363,506.8462053648068,1,477,199,1498,821,960,600,20,47.87
6,4,0,9.0,6.0,0.2544741630554199,496.23413555389567,1,468,193,1498,821,960,600,20,47.18
7,6,0,10.5,9.0,0.26257920265197754,483.5787677767349,1,458,184,1498,821,960,600,20,50.72
10,7,0,15.0,10.5,0.27067136764526367,465.94642555649057,1,443,174,1498,821,960,600,20,60.04
11,8,0,16.5,12.0,0.27860021591186523,446.6979308032827,1,427,162,1498,821,960,600,20,60.6
14,9,0,21.0,13.5,0.28644824028015137,422.4777450921608,1,406,149,1498,821,960,600,20,65.33
15,8,0,22.5,12.0,0.29442834854125977,397.7070026379238,1,384,137,1498,821,960,600,20,63.69
15,8,0,22.5,12.0,0.3024263381958008,372.97388944939837,1,362,125,1498,821,960,600,20,60.87
17,8,0,25.5,12.0,0.3103961944580078,345.4405716853381,1,337,113,1498,821,960,600,20,60.76
16,8,0,24.0,12.0,0.3183462619781494,318.89207956410263,1,313,101,1498,821,960,600,20,56.44
18,8,0,27.0,12.0,0.32639431953430176,289.5279619668254,1,286,89,1498,821,960,600,20,55.25
19,11,0,28.5,16.5,0.33435916900634766,258.1287004406652,1,258,73,1498,821,960,600,20,51.25
22,11,0,33.0,16.5,0.342421293258667,222.1077336066164,1,225,57,1498,821,960,600,20,48.49
21,11,0,31.5,16.5,0.35042524337768555,188.28514820833152,1,194,41,1498,821,960,600,20,41.74
18,8,0,27.0,12.0,0.35849428176879883,159.49926253526885,1,167,29,1498,821,960,600,20,35.02
16,7,0,24.0,10.5,0.36635828018188477,134.25671561490648,1,143,19,1498,821,960,600,20,29.3
12,6,0,18.0,9.0,0.3744843006134033,115.39936203984452,1,125,10,1498,821,960,600,20,22.68
11,3,0,16.5,4.5,0.38242316246032715,99.16501271011697,1,109,6,1498,821,960,600,20,19.96
