dx,dy,rx,ry,button,time
3,0,3.0,-0.0,0,0.8158128261566162
3,-2,3.0,-2.0,0,0.8240108489990234
3,-1,3.0,-1.0,0,0.832089900970459
3,-1,3.0,-1.0,0,0.8432509899139404
3,-1,3.0,-1.0,0,0.847959041595459
3,-1,3.0,-1.0,0,0.8560178279876709
2,-1,2.0,-1.0,0,0.8663778305053711
2,-1,2.0,-1.0,0,0.872081995010376
3,-1,3.0,-1.0,0,0.879957914352417
2,-1,2.0,-1.0,0,0.8887538909912109
2,-1,2.0,-1.0,0,0.8959088325500488
3,-1,3.0,-1.0,0,0.9107539653778076
3,-2,3.0,-2.0,0,0.9209408760070801
3,0,3.0,-0.0,0,0.9331309795379639
2,-2,2.0,-2.0,0,0.943734884262085
2,0,2.0,-0.0,0,0.9529058933258057
2,-1,2.0,-1.0,0,0.9529240131378174
2,-1,2.0,-1.0,0,0.9605998992919922
2,-1,2.0,-1.0,0,0.9606149196624756
3,-1,3.0,-1.0,0,0.9680049419403076
4,-1,4.0,-1.0,0,0.9758338928222656
4,-1,4.0,-1.0,0,0.9841189384460449
3,-1,3.0,-1.0,0,0.9919028282165527
4,-1,4.0,-1.0,0,0.9998958110809326
4,-1,4.0,-1.0,0,1.0081288814544678
3,-1,3.0,-1.0,0,1.016110897064209
2,-1,2.0,-1.0,0,1.0240068435668945
3,-1,3.0,-1.0,0,1.0319440364837646
2,0,2.0,-0.0,0,1.0399928092956543
2,-1,2.0,-1.0,0,1.0481438636779785
3,-1,3.0,-1.0,0,1.0561339855194092
3,-1,3.0,-1.0,0,1.0641119480133057
2,-1,2.0,-1.0,0,1.0718529224395752
3,0,3.0,-0.0,0,1.0798728466033936
2,-1,2.0,-1.0,0,1.0880699157714844
2,-1,2.0,-1.0,0,1.0962209701538086
2,-1,2.0,-1.0,0,1.1040458679199219
2,0,2.0,-0.0,0,1.1167519092559814
2,-1,2.0,-1.0,0,1.1259198188781738
1,0,1.0,-0.0,0,1.1328389644622803
1,-1,1.0,-1.0,0,1.1358540058135986
2,0,2.0,-0.0,0,1.1439738273620605
1,-1,1.0,-1.0,0,1.1565399169921875
2,0,2.0,-0.0,0,1.1598598957061768
2,-1,2.0,-1.0,0,1.1744349002838135
2,-1,2.0,-1.0,0,1.176015853881836
2,0,2.0,-0.0,0,1.1844878196716309
1,0,1.0,-0.0,0,1.19508695602417
2,-1,2.0,-1.0,0,1.2002568244934082
1,0,1.0,-0.0,0,1.2094378471374512
2,-1,2.0,-1.0,0,1.215857982635498
1,-1,1.0,-1.0,0,1.2259349822998047
1,0,1.0,-0.0,0,1.2345969676971436
2,-1,2.0,-1.0,0,1.2431349754333496
2,0,2.0,-0.0,0,1.2480950355529785
2,-1,2.0,-1.0,0,1.2561299800872803
1,0,1.0,-0.0,0,1.2638330459594727
2,-1,2.0,-1.0,0,1.2719738483428955
1,0,1.0,-0.0,0,1.279862880706787
1,-1,1.0,-1.0,0,1.288031816482544
1,0,1.0,-0.0,0,1.2959239482879639
1,-1,1.0,-1.0,0,1.3039209842681885
2,0,2.0,-0.0,0,1.3118388652801514
2,0,2.0,-0.0,0,1.3200750350952148
2,-1,2.0,-1.0,0,1.3309388160705566
3,0,3.0,-0.0,0,1.3359730243682861
2,0,2.0,-0.0,0,1.3440220355987549
3,-1,3.0,-1.0,0,1.352046012878418
2,0,2.0,-0.0,0,1.360994815826416
2,-1,2.0,-1.0,0,1.3681209087371826
3,0,3.0,-0.0,0,1.3770790100097656
2,0,2.0,-0.0,0,1.3839929103851318
1,-1,1.0,-1.0,0,1.3919639587402344
1,0,1.0,-0.0,0,1.4000558853149414
1,-1,1.0,-1.0,0,1.4078290462493896
1,0,1.0,-0.0,0,1.4161298274993896
1,0,1.0,-0.0,0,1.4239368438720703
1,-1,1.0,-1.0,0,1.4343478679656982
1,0,1.0,-0.0,0,1.4400420188903809
2,-1,2.0,-1.0,0,1.448056936264038
1,-1,1.0,-1.0,0,1.456162929534912
1,0,1.0,-0.0,0,1.466475009918213
1,-1,1.0,-1.0,0,1.4719769954681396
0,-1,-0.0,-1.0,0,1.4799330234527588
1,0,1.0,-0.0,0,1.4879348278045654
1,0,1.0,-0.0,0,1.5118279457092285
1,-1,1.0,-1.0,0,1.5234019756317139
1,-1,1.0,-1.0,0,1.5290348529815674
2,-1,2.0,-1.0,0,1.5358498096466064
0,-1,-0.0,-1.0,0,1.543889045715332
1,0,1.0,-0.0,0,1.5519850254058838
1,-1,1.0,-1.0,0,1.561579942703247
1,-1,1.0,-1.0,0,1.5681018829345703
1,0,1.0,-0.0,0,1.5760300159454346
1,-1,1.0,-1.0,0,1.5919928550720215
1,-1,1.0,-1.0,0,1.6079659461975098
1,-1,1.0,-1.0,0,1.6238799095153809
0,-1,-0.0,-1.0,0,1.6480648517608643
1,0,1.0,-0.0,0,1.6580188274383545
0,0,-0.0,-0.0,1,1.6762638092041016
,,,,,
0,0,-0.0,-0.0,0,0.08301091194152832
-1,0,-1.0,-0.0,0,0.1620628833770752
-1,0,-1.0,-0.0,0,0.1780858039855957
-1,0,-1.0,-0.0,0,0.1940317153930664
3,-1,3.0,-1.0,0,0.3461117744445801
4,0,4.0,-0.0,0,0.3602278232574463
4,-1,4.0,-1.0,0,0.36273884773254395
6,-1,6.0,-1.0,0,0.3716719150543213
6,0,6.0,-0.0,0,0.37821078300476074
6,-1,6.0,-1.0,0,0.39264369010925293
6,0,6.0,-0.0,0,0.40339088439941406
6,-1,6.0,-1.0,0,0.4139518737792969
7,0,7.0,-0.0,0,0.4248647689819336
6,0,6.0,-0.0,0,0.4248957633972168
8,0,8.0,-0.0,0,0.4261016845703125
8,-1,8.0,-1.0,0,0.4351687431335449
8,-1,8.0,-1.0,0,0.44724082946777344
10,-1,10.0,-1.0,0,0.45746469497680664
9,-2,9.0,-2.0,0,0.4581277370452881
11,-1,11.0,-1.0,0,0.4659419059753418
11,-2,11.0,-2.0,0,0.47539687156677246
11,-1,11.0,-1.0,0,0.4857048988342285
10,-2,10.0,-2.0,0,0.4961268901824951
8,-1,8.0,-1.0,0,0.5065748691558838
8,-1,8.0,-1.0,0,0.514481782913208
5,-1,5.0,-1.0,0,0.5208778381347656
4,0,4.0,-0.0,0,0.5265867710113525
3,0,3.0,-0.0,0,0.5302557945251465
3,-1,3.0,-1.0,0,0.5381147861480713
3,0,3.0,-0.0,0,0.5460777282714844
4,-1,4.0,-1.0,0,0.5541307926177979
5,0,5.0,-0.0,0,0.5631697177886963
5,-1,5.0,-1.0,0,0.5742337703704834
7,-2,7.0,-2.0,0,0.5854458808898926
