dx,dy,rx,ry,button,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID,past20dxdy
0,0,-0.0,-0.0,0,0.4666304588317871,805.5942618728997,663,-475,1623,65,20,960,540,1,"(9, -5)"
-1,2,-0.7900000214576721,1.5800000429153442,0,0.5784294605255127,806.1770641227307,663,-476,1623,65,20,960,540,1,"(9, -5)"
-1,7,-1.1800000667572021,8.260000467300415,0,0.5863595008850098,811.676335304845,664,-484,1623,65,20,960,540,1,"(9, -5)"
-2,8,-2.4649999141693115,9.859999656677246,0,0.5945374965667725,818.6163165180855,666,-493,1623,65,20,960,540,1,"(9, -5)"
-1,6,-1.1116666793823242,6.670000076293945,0,0.6024115085601807,823.0006002398798,667,-499,1623,65,20,960,540,1,"(9, -5)"
-1,5,-1.0119999647140503,5.0599998235702515,0,0.6105334758758545,826.8034416755228,668,-504,1623,65,20,960,540,1,"(9, -5)"
0,3,-0.0,2.6199998259544373,0,0.6185736656188965,828.0095464850027,668,-506,1623,65,20,960,540,1,"(9, -5)"
0,3,-0.0,2.6199998259544373,0,0.6266655921936035,829.2186842533953,668,-508,1623,65,20,960,540,1,"(9, -5)"
4,1,3.680000066757202,0.9200000166893005,0,0.634305477142334,826.8327192456088,665,-508,1623,65,20,960,540,1,"(9, -5)"
8,1,9.859999656677246,1.2324999570846558,0,0.6425604820251465,820.3113873722316,656,-509,1623,65,20,960,540,1,"(9, -5)"
8,-1,9.859999656677246,-1.2324999570846558,0,0.6503214836120605,812.6013615354645,647,-508,1623,65,20,960,540,1,"(9, -5)"
11,-2,14.649999141693115,-2.6636362075805664,0,0.6584634780883789,800.38571063414,633,-506,1623,65,20,960,540,1,"(9, -5)"
15,-5,23.589999675750732,-7.863333225250244,0,0.6664595603942871,778.0996129931799,610,-499,1623,65,20,960,540,1,"(9, -5)"
16,-9,29.768890380859375,-16.7450008392334,0,0.6744296550750732,745.5461600723016,581,-483,1623,65,20,960,540,1,"(9, -5)"
18,-9,36.08099842071533,-18.040499210357666,0,0.6825144290924072,706.4146843832837,545,-465,1623,65,20,960,540,1,"(9, -5)"
18,-10,36.08099842071533,-20.04499912261963,0,0.690401554107666,666.0961470086928,509,-445,1623,65,20,960,540,1,"(9, -5)"
20,-10,42.445454597473145,-21.222727298736572,0,0.69850754737854,620.7654080559586,467,-424,1623,65,20,960,540,1,"(9, -5)"
20,-11,42.445454597473145,-23.34500002861023,0,0.7063465118408203,574.3166949523178,425,-401,1623,65,20,960,540,1,"(9, -5)"
20,-12,43.46956729888916,-26.081740379333496,0,0.7143964767456055,525.302718095098,382,-375,1623,65,20,960,540,1,"(9, -5)"
23,-14,52.979615688323975,-32.24846172332764,0,0.7225396633148193,465.9716378104897,330,-343,1623,65,20,960,540,1,"(9, -5)"
23,-14,52.979615688323975,-32.24846172332764,0,0.7303576469421387,407.1390655404981,278,-311,1623,65,20,960,540,1,"(9, -5)"
20,-13,43.46956729888916,-28.255218744277954,0,0.73848557472229,357.85051311640166,235,-283,1623,65,20,960,540,1,"(9, -5)"
17,-13,35.12523818016052,-26.86047625541687,0,0.7465474605560303,315.6516543793383,200,-257,1623,65,20,960,540,1,"(9, -5)"
14,-10,24.854118585586548,-17.752941846847534,0,0.7545645236968994,287.6172038038124,176,-240,1623,65,20,960,540,1,"(9, -5)"
9,-8,12.187499642372131,-10.833333015441895,0,0.7623186111450195,272.48185782453356,164,-230,1623,65,20,960,540,1,"(9, -5)"
6,-5,7.080000400543213,-5.900000333786011,0,0.7705016136169434,264.36107595648474,157,-225,1623,65,20,960,540,1,"(9, -5)"
4,-4,4.047999858856201,-4.047999858856201,0,0.7785565853118896,258.79360111431225,153,-221,1623,65,20,960,540,1,"(9, -5)"
2,-2,1.5800000429153442,-1.5800000429153442,0,0.7863686084747314,257.4023186137323,152,-220,1623,65,20,960,540,1,"(9, -5)"
3,-3,2.7600000500679016,-2.7600000500679016,0,0.7942695617675781,254.62048295625192,150,-218,1623,65,20,960,540,1,"(9, -5)"
2,-2,1.5800000429153442,-1.5800000429153442,0,0.8027865886688232,253.2299375071156,149,-217,1623,65,20,960,540,1,"(9, -5)"
1,-3,0.8733332753181458,-2.6199998259544373,0,0.8103785514831543,251.58363863208263,149,-215,1623,65,20,960,540,1,"(9, -5)"
1,-1,0.6899999976158142,-0.6899999976158142,0,0.8183994293212891,251.58363863208263,149,-215,1623,65,20,960,540,1,"(9, -5)"
0,-1,-0.0,-0.6899999976158142,0,0.8263685703277588,251.58363863208263,149,-215,1623,65,20,960,540,1,"(9, -5)"
-3,0,-2.6199998259544373,-0.0,0,0.8826315402984619,252.7279962242319,151,-215,1623,65,20,960,540,1,"(9, -5)"
-12,4,-16.249999523162842,5.416666507720947,0,0.8903706073760986,266.20463428407567,167,-220,1623,65,20,960,540,1,"(9, -5)"
-20,7,-41.32380962371826,14.463333368301392,0,0.8986356258392334,303.0814590485997,208,-234,1623,65,20,960,540,1,"(9, -5)"
