dx,dy,rx,ry,button,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID,past20dxdy
0,0,-0.0,-0.0,0,0.5506625175476074,335.028984289726,-326,-113,634,427,20,960,540,1,"[(16, -4), (19, -6), (23, -8), (23, -7), (22, -7), (24, -7), (20, -6), (18, -5), (14, -5), (10, -3), (3, -1), (0, 0), (0, -1), (0, 0), (-1, 0), (-2, 0), (-1, 0), (-1, 1), (0, 0), (-2, 4)]"
1,0,0.5799999833106995,-0.0,0,0.6441824436187744,335.028984289726,-326,-113,634,427,20,960,540,1,"[(16, -4), (19, -6), (23, -8), (23, -7), (22, -7), (24, -7), (20, -6), (18, -5), (14, -5), (10, -3), (3, -1), (0, 0), (0, -1), (0, 0), (-1, 0), (-2, 0), (-1, 0), (-1, 1), (0, 0), (-2, 4)]"
3,-2,2.180000066757202,-1.4533333778381348,0,0.652477502822876,336.5948643589515,-328,-112,634,427,20,960,540,1,"[(16, -4), (19, -6), (23, -8), (23, -7), (22, -7), (24, -7), (20, -6), (18, -5), (14, -5), (10, -3), (3, -1), (0, 0), (0, -1), (0, 0), (-1, 0), (-2, 0), (-1, 0), (-1, 1), (0, 0), (-2, 4)]"
4,-2,3.069999933242798,-1.534999966621399,0,0.6602494716644287,339.11602655850675,-331,-111,634,427,20,960,540,1,"[(16, -4), (19, -6), (23, -8), (23, -7), (22, -7), (24, -7), (20, -6), (18, -5), (14, -5), (10, -3), (3, -1), (0, 0), (0, -1), (0, 0), (-1, 0), (-2, 0), (-1, 0), (-1, 1), (0, 0), (-2, 4)]"
5,-2,4.21999990940094,-1.687999963760376,0,0.6684136390686035,342.59750424527965,-335,-110,634,427,20,960,540,1,"[(16, -4), (19, -6), (23, -8), (23, -7), (22, -7), (24, -7), (20, -6), (18, -5), (14, -5), (10, -3), (3, -1), (0, 0), (0, -1), (0, 0), (-1, 0), (-2, 0), (-1, 0), (-1, 1), (0, 0), (-2, 4)]"
4,-2,3.069999933242798,-1.534999966621399,0,0.6763174533843994,345.1408171415953,-338,-109,634,427,20,960,540,1,"[(16, -4), (19, -6), (23, -8), (23, -7), (22, -7), (24, -7), (20, -6), (18, -5), (14, -5), (10, -3), (3, -1), (0, 0), (0, -1), (0, 0), (-1, 0), (-2, 0), (-1, 0), (-1, 1), (0, 0), (-2, 4)]"
6,-3,5.560000061988831,-2.7800000309944153,0,0.6842446327209473,349.30210130195456,-343,-107,634,427,20,960,540,1,"[(16, -4), (19, -6), (23, -8), (23, -7), (22, -7), (24, -7), (20, -6), (18, -5), (14, -5), (10, -3), (3, -1), (0, 0), (0, -1), (0, 0), (-1, 0), (-2, 0), (-1, 0), (-1, 1), (0, 0), (-2, 4)]"
6,-2,5.560000061988831,-1.8533333539962769,0,0.6923065185546875,353.78565117387467,-348,-106,634,427,20,960,540,1,"[(16, -4), (19, -6), (23, -8), (23, -7), (22, -7), (24, -7), (20, -6), (18, -5), (14, -5), (10, -3), (3, -1), (0, 0), (0, -1), (0, 0), (-1, 0), (-2, 0), (-1, 0), (-1, 1), (0, 0), (-2, 4)]"
7,-3,6.880000174045563,-2.948571503162384,0,0.7003016471862793,358.96070251450897,-354,-104,634,427,20,960,540,1,"[(16, -4), (19, -6), (23, -8), (23, -7), (22, -7), (24, -7), (20, -6), (18, -5), (14, -5), (10, -3), (3, -1), (0, 0), (0, -1), (0, 0), (-1, 0), (-2, 0), (-1, 0), (-1, 1), (0, 0), (-2, 4)]"
8,-2,8.220000267028809,-2.055000066757202,0,0.7081766128540039,366.09573249373625,-362,-102,634,427,20,960,540,1,"[(16, -4), (19, -6), (23, -8), (23, -7), (22, -7), (24, -7), (20, -6), (18, -5), (14, -5), (10, -3), (3, -1), (0, 0), (0, -1), (0, 0), (-1, 0), (-2, 0), (-1, 0), (-1, 1), (0, 0), (-2, 4)]"
