dx,dy,button,rx,ry,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID
0,0,0,-0.0,-0.0,0.4459078311920166,671.8980862269669,-669,132,291,732,20,960,600,1
1,0,0,0.6899999976158142,-0.0,0.5897228717803955,671.8980862269669,-669,132,291,732,20,960,600,1
-2,1,0,-1.5800000429153442,0.7900000214576721,0.6217818260192871,670.9170287193588,-668,132,291,732,20,960,600,1
-3,3,0,-2.7600000500679016,2.7600000500679016,0.6297507286071777,668.569082702712,-666,130,291,732,20,960,600,1
-7,4,0,-8.62749969959259,4.929999828338623,0.637718677520752,659.9552223843024,-658,126,291,732,20,960,600,1
-6,4,0,-7.080000400543213,4.720000267028809,0.6457169055938721,652.3329978190728,-651,122,291,732,20,960,600,1
-8,4,0,-9.859999656677246,4.929999828338623,0.6538498401641846,642.754165057566,-642,118,291,732,20,960,600,1
-9,5,0,-11.753999948501587,6.5299999713897705,0.6625537872314453,630.862699803944,-631,112,291,732,20,960,600,1
-8,5,0,-10.186666488647461,6.366666555404663,0.6705138683319092,619.9817457672881,-621,106,291,732,20,960,600,1
-10,5,0,-13.318181037902832,6.659090518951416,0.6777658462524414,606.168808038836,-608,100,291,732,20,960,600,1
-10,2,0,-13.059999942779541,2.611999988555908,0.6856958866119385,593.0165835198897,-595,98,291,732,20,960,600,1
-8,3,0,-9.859999656677246,3.6974998712539673,0.6936829090118408,583.6505706221463,-586,95,291,732,20,960,600,1
-9,2,0,-11.459999799728394,2.5466666221618652,0.701751708984375,572.4723169387538,-575,93,291,732,20,960,600,1
-16,2,0,-26.8799991607666,3.359999895095825,0.7098608016967773,546.3281405789213,-549,90,291,732,20,960,600,1
-15,2,0,-23.589999675750732,3.1453332901000977,0.7183346748352051,523.1463213790375,-526,87,291,732,20,960,600,1
-13,1,0,-17.84999990463257,1.3730769157409668,0.726010799407959,506.21410286818,-509,86,291,732,20,960,600,1
-14,2,0,-20.269999980926514,2.895714282989502,0.7337636947631836,486.1622718425898,-489,84,291,732,20,960,600,1
-15,2,0,-23.589999675750732,3.1453332901000977,0.7417857646942139,462.9873148404722,-466,81,291,732,20,960,600,1
-15,2,0,-23.589999675750732,3.1453332901000977,0.749823808670044,439.81440617214565,-443,78,291,732,20,960,600,1
-16,3,0,-26.8799991607666,5.039999842643738,0.7578508853912354,413.3414697380827,-417,73,291,732,20,960,600,1
-19,3,0,-36.77999985218048,5.8073683977127075,0.7657768726348877,377.02067128255567,-381,68,291,732,20,960,600,1
-18,3,0,-33.4900016784668,5.581666946411133,0.7737748622894287,343.65661311503845,-348,63,291,732,20,960,600,1
-20,4,0,-40.08999824523926,8.017999649047852,0.7817137241363525,302.8721783732136,-308,55,291,732,20,960,600,1
