dx,dy,button,rx,ry,time,distance,targetID,directionX,directionY,targetX,targetY,initMouseX,initMouseY,targetSize,reward
0,0,0,0,0,0,400.1262300824579,1,399,30,1359,630,960,600,20,0
0,0,0,0,0,0,400.1262300824579,1,399,30,1359,630,960,600,20,0
0,0,0,0,0,0,400.1262300824579,1,399,30,1359,630,960,600,20,0
0,0,0,0,0,0,400.1262300824579,1,399,30,1359,630,960,600,20,0
0,0,0,0,0,0,400.1262300824579,1,399,30,1359,630,960,600,20,0
0,0,0,0,0,0,400.1262300824579,1,399,30,1359,630,960,600,20,0
0,0,0,0,0,0,400.1262300824579,1,399,30,1359,630,960,600,20,0
0,0,0,0,0,0,400.1262300824579,1,399,30,1359,630,960,600,20,0
0,0,0,0,0,0,400.1262300824579,1,399,30,1359,630,960,600,20,0
0,0,0,0,0,0,400.1262300824579,1,399,30,1359,630,960,600,20,0
0,0,0,0,0,0,400.1262300824579,1,399,30,1359,630,960,600,20,0
0,0,0,0,0,0,400.1262300824579,1,399,30,1359,630,960,600,20,0
0,0,0,0,0,0,400.1262300824579,1,399,30,1359,630,960,600,20,0
0,0,0,0,0,0,400.1262300824579,1,399,30,1359,630,960,600,20,0
0,0,0,0,0,0,400.1262300824579,1,399,30,1359,630,960,600,20,0
0,0,0,0,0,0,400.1262300824579,1,399,30,1359,630,960,600,20,0
0,0,0,0,0,0,400.1262300824579,1,399,30,1359,630,960,600,20,0
0,0,0,0,0,0,400.1262300824579,1,399,30,1359,630,960,600,20,0
0,0,0,0,0,0,400.1262300824579,1,399,30,1359,630,960,600,20,0
0,0,0,0,0,0,400.1262300824579,1,399,30,1359,630,960,600,20,0
0,0,0,-0.0,-0.0,0.004193544387817383,400.1262300824579,1,399,30,1359,630,960,600,20,117.21
1,0,0,1.5,-0.0,0.604346513748169,399.12905181156634,1,398,30,1359,630,961,600,20,9.45
2,0,0,3.0,-0.0,0.6122853755950928,396.13760235554514,1,395,30,1359,630,964,600,20,18.44
3,0,0,4.5,-0.0,0.6202495098114014,392.149206297807,1,391,30,1359,630,968,600,20,22.24
