dx,dy,rx,ry,button,time
-1,0,-0.9300000071525574,-0.0,0,0.05274558067321777
-3,0,-3.4999998807907104,-0.0,0,0.06042051315307617
-2,0,-2.0899999141693115,-0.0,0,0.06851053237915039
-2,0,-2.0899999141693115,-0.0,0,0.0767974853515625
-1,0,-0.9300000071525574,-0.0,0,0.08458971977233887
-1,0,-0.9300000071525574,-0.0,0,0.0924386978149414
-1,0,-0.9300000071525574,-0.0,0,0.10858654975891113
-1,0,-0.9300000071525574,-0.0,0,0.116485595703125
-1,0,-0.9300000071525574,-0.0,0,0.1245265007019043
-1,0,-0.9300000071525574,-0.0,0,0.13257050514221191
1,0,0.9300000071525574,-0.0,0,0.4764895439147949
2,0,2.0899999141693115,-0.0,0,0.48459362983703613
4,-1,4.900000095367432,-1.225000023841858,0,0.4925847053527832
3,0,3.4999998807907104,-0.0,0,0.500464677810669
4,-1,4.900000095367432,-1.225000023841858,0,0.5085256099700928
4,-1,4.900000095367432,-1.225000023841858,0,0.5163755416870117
3,-1,3.4999998807907104,-1.1666666269302368,0,0.5246574878692627
3,0,3.4999998807907104,-0.0,0,0.5341064929962158
2,0,2.0899999141693115,-0.0,0,0.5434246063232422
3,-1,3.4999998807907104,-1.1666666269302368,0,0.5522305965423584
2,-1,2.0899999141693115,-1.0449999570846558,0,0.5585706233978271
3,-1,3.4999998807907104,-1.1666666269302368,0,0.5644445419311523
3,-2,3.4999998807907104,-2.3333332538604736,0,0.5724585056304932
2,-1,2.0899999141693115,-1.0449999570846558,0,0.580512523651123
2,-2,2.0899999141693115,-2.0899999141693115,0,0.5883605480194092
3,-1,3.4999998807907104,-1.1666666269302368,0,0.596463680267334
2,-2,2.0899999141693115,-2.0899999141693115,0,0.6046195030212402
2,-1,2.0899999141693115,-1.0449999570846558,0,0.6126055717468262
3,-2,3.4999998807907104,-2.3333332538604736,0,0.620342493057251
5,-3,6.759999990463257,-4.055999994277954,0,0.6285266876220703
7,-3,11.020000219345093,-4.722857236862183,0,0.6363856792449951
7,-3,11.020000219345093,-4.722857236862183,0,0.6445915699005127
5,-3,6.759999990463257,-4.055999994277954,0,0.6527576446533203
4,-2,4.900000095367432,-2.450000047683716,0,0.6606345176696777
5,-2,6.759999990463257,-2.7039999961853027,0,0.6686365604400635
4,-2,4.900000095367432,-2.450000047683716,0,0.6765525341033936
4,-2,4.900000095367432,-2.450000047683716,0,0.6844666004180908
3,-2,3.4999998807907104,-2.3333332538604736,0,0.6926085948944092
2,-1,2.0899999141693115,-1.0449999570846558,0,0.7005085945129395
2,-1,2.0899999141693115,-1.0449999570846558,0,0.708465576171875
1,-1,0.9300000071525574,-0.9300000071525574,0,0.7165365219116211
1,0,0.9300000071525574,-0.0,0,0.7245235443115234
0,-1,-0.0,-0.9300000071525574,0,0.7326216697692871
1,0,0.9300000071525574,-0.0,0,0.7404665946960449
1,0,0.9300000071525574,-0.0,0,0.7485957145690918
1,-1,0.9300000071525574,-0.9300000071525574,0,0.7565255165100098
1,0,0.9300000071525574,-0.0,0,0.7645275592803955
1,-1,0.9300000071525574,-0.9300000071525574,0,0.7755625247955322
2,-1,2.0899999141693115,-1.0449999570846558,0,0.7806346416473389
1,-1,0.9300000071525574,-0.9300000071525574,0,0.7899985313415527
2,-2,2.0899999141693115,-2.0899999141693115,0,0.7965676784515381
2,-1,2.0899999141693115,-1.0449999570846558,0,0.8046305179595947
2,-2,2.0899999141693115,-2.0899999141693115,0,0.8126707077026367
2,-1,2.0899999141693115,-1.0449999570846558,0,0.8205397129058838
1,-1,0.9300000071525574,-0.9300000071525574,0,0.8284716606140137
