dx,dy,button,rx,ry,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID
0,0,0,-0.0,-0.0,0.437333345413208,283.51831288694746,-212,203,748,803,20,960,600,1
-5,3,0,-5.0599998235702515,3.035999894142151,0.6613311767578125,277.8350221915325,-207,200,748,803,20,960,600,1
-7,7,0,-8.913333177566528,8.913333177566528,0.6694552898406982,266.52305509667724,-199,192,748,803,20,960,600,1
-7,9,0,-9.322726726531982,11.986362934112549,0.677241325378418,252.4137953690697,-190,181,748,803,20,960,600,1
-11,9,0,-15.92642855644226,13.030714273452759,0.6851873397827148,232.5881283162884,-175,168,748,803,20,960,600,1
-11,8,0,-15.103846073150635,10.984615325927734,0.6931712627410889,214.86440358580546,-160,158,748,803,20,960,600,1
-11,9,0,-15.92642855644226,13.030714273452759,0.7013001441955566,195.0609665440988,-145,145,748,803,20,960,600,1
-10,9,0,-13.730769157409668,12.357692241668701,0.7093572616577148,177.3846311734236,-132,133,748,803,20,960,600,1
-8,8,0,-10.654544830322266,10.654544830322266,0.7172582149505615,163.24260445975753,-122,123,748,803,20,960,600,1
-8,6,0,-10.447999954223633,7.835999965667725,0.7252843379974365,151.24515496597098,-112,116,748,803,20,960,600,1
-7,7,0,-8.913333177566528,8.913333177566528,0.7333102226257324,139.9333185119305,-104,108,748,803,20,960,600,1
-6,4,0,-7.080000400543213,4.720000267028809,0.741340160369873,132.21462653327893,-97,104,748,803,20,960,600,1
-5,3,0,-5.0599998235702515,3.035999894142151,0.7494862079620361,126.61991070118586,-92,101,748,803,20,960,600,1
-2,2,0,-1.5800000429153442,1.5800000429153442,0.7572791576385498,125.20724832641184,-91,100,748,803,20,960,600,1
-3,2,0,-2.6199998259544373,1.7466665506362915,0.7654893398284912,123.12400234367956,-89,99,748,803,20,960,600,1
-2,2,0,-1.5800000429153442,1.5800000429153442,0.7733323574066162,121.71180660821565,-88,98,748,803,20,960,600,1
-2,2,0,-1.5800000429153442,1.5800000429153442,0.781285285949707,120.29965464267354,-87,97,748,803,20,960,600,1
0,2,0,-0.0,1.5800000429153442,0.7893292903900146,119.5569372901351,-87,96,748,803,20,960,600,1
0,2,0,-0.0,1.5800000429153442,0.7972621917724609,118.81770064707723,-87,95,748,803,20,960,600,1
-2,4,0,-1.840000033378601,3.680000066757202,0.8052232265472412,115.93649193144932,-86,92,748,803,20,960,600,1
-1,3,0,-0.8733332753181458,2.6199998259544373,0.8134491443634033,114.48293055676348,-86,90,748,803,20,960,600,1
-2,4,0,-1.840000033378601,3.680000066757202,0.8213062286376953,111.63058825805291,-85,87,748,803,20,960,600,1
-2,3,0,-1.7466665506362915,2.6199998259544373,0.8294363021850586,109.50313803411188,-84,85,748,803,20,960,600,1
-2,4,0,-1.840000033378601,3.680000066757202,0.837348222732544,106.67476162392619,-83,82,748,803,20,960,600,1
-2,2,0,-1.5800000429153442,1.5800000429153442,0.8452072143554688,105.26057435220423,-82,81,748,803,20,960,600,1
-3,3,0,-2.7600000500679016,2.7600000500679016,0.8531622886657715,102.43220179290273,-80,79,748,803,20,960,600,1
-2,2,0,-1.5800000429153442,1.5800000429153442,0.861323356628418,101.01801655587259,-79,78,748,803,20,960,600,1
-3,3,0,-2.7600000500679016,2.7600000500679016,0.8693711757659912,98.18964830333815,-77,76,748,803,20,960,600,1
-3,3,0,-2.7600000500679016,2.7600000500679016,0.8772661685943604,95.3612832116238,-75,74,748,803,20,960,600,1
-4,4,0,-4.047999858856201,4.047999858856201,0.8854093551635742,89.70456358662827,-71,70,748,803,20,960,600,1
-4,3,0,-4.047999858856201,3.035999894142151,0.8932912349700928,84.75230867899737,-67,67,748,803,20,960,600,1
-4,3,0,-4.047999858856201,3.035999894142151,0.9013772010803223,79.80534505250787,-63,64,748,803,20,960,600,1
-5,4,0,-5.558333396911621,4.446666717529297,0.9091701507568359,73.45058418010026,-58,60,748,803,20,960,600,1
-5,3,0,-5.0599998235702515,3.035999894142151,0.9171671867370605,67.83315488916018,-53,57,748,803,20,960,600,1
-5,4,0,-5.558333396911621,4.446666717529297,0.9251573085784912,61.50524456289902,-48,53,748,803,20,960,600,1
-4,3,0,-4.047999858856201,3.035999894142151,0.9332301616668701,56.60330322138685,-44,50,748,803,20,960,600,1
-5,4,0,-5.558333396911621,4.446666717529297,0.9411683082580566,50.30754513325841,-39,46,748,803,20,960,600,1
-3,3,0,-2.7600000500679016,2.7600000500679016,0.9493072032928467,47.48912940721924,-37,44,748,803,20,960,600,1
-4,3,0,-4.047999858856201,3.035999894142151,0.9572992324829102,42.630789467763066,-33,41,748,803,20,960,600,1
-4,4,0,-4.047999858856201,4.047999858856201,0.9651782512664795,37.01063709417264,-29,37,748,803,20,960,600,1
-4,3,0,-4.047999858856201,3.035999894142151,0.9731941223144531,32.20189569201838,-25,34,748,803,20,960,600,1
-5,4,0,-5.558333396911621,4.446666717529297,0.9818482398986816,26.055512754639892,-20,30,748,803,20,960,600,1
-5,4,0,-5.558333396911621,4.446666717529297,0.9893121719360352,20.01666203960727,-15,26,748,803,20,960,600,1
-5,3,0,-5.0599998235702515,3.035999894142151,0.9972782135009766,15.079872407968907,-10,23,748,803,20,960,600,1
-5,3,0,-5.0599998235702515,3.035999894142151,1.0053353309631348,10.615528128088304,-5,20,748,803,20,960,600,1
-4,3,0,-4.047999858856201,3.035999894142151,1.0132901668548584,7.029386365926403,-1,17,748,803,20,960,600,1
-3,2,0,-2.6199998259544373,1.7466665506362915,1.0213351249694824,6.0312195418813985,1,16,748,803,20,960,600,1
-2,2,0,-1.5800000429153442,1.5800000429153442,1.0291361808776855,5.1327459504215565,2,15,748,803,20,960,600,1
-2,1,0,-1.5800000429153442,0.7900000214576721,1.0372211933135986,5.297058540778355,3,15,748,803,20,960,600,1
0,1,0,-0.0,0.6899999976158142,1.0532591342926025,5.297058540778355,3,15,748,803,20,960,600,1
0,1,0,-0.0,0.6899999976158142,1.0612332820892334,5.297058540778355,3,15,748,803,20,960,600,1
-1,2,0,-0.7900000214576721,1.5800000429153442,1.0697832107543945,4.317821063276353,3,14,748,803,20,960,600,1
0,2,0,-0.0,1.5800000429153442,1.0773942470550537,3.341664064126334,3,13,748,803,20,960,600,1
0,2,0,-0.0,1.5800000429153442,1.085320234298706,2.369316876852981,3,12,748,803,20,960,600,1
-1,3,0,-0.8733332753181458,2.6199998259544373,1.0932822227478027,0.4403065089105507,3,10,748,803,20,960,600,1
-1,2,0,-0.7900000214576721,1.5800000429153442,1.1012933254241943,-0.5131670194948619,3,9,748,803,20,960,600,1
0,3,0,-0.0,2.6199998259544373,1.109215259552002,-2.3842268941360913,3,7,748,803,20,960,600,1
-1,2,0,-0.7900000214576721,1.5800000429153442,1.1171462535858154,-3.2917960675006306,3,6,748,803,20,960,600,1
-1,2,0,-0.7900000214576721,1.5800000429153442,1.1252071857452393,-4.169048105154699,3,5,748,803,20,960,600,1
0,1,0,-0.0,0.6899999976158142,1.1332762241363525,-4.169048105154699,3,5,748,803,20,960,600,1
0,2,0,-0.0,1.5800000429153442,1.1412951946258545,-5.0,3,4,748,803,20,960,600,1
0,1,0,-0.0,0.6899999976158142,1.14971923828125,-5.0,3,4,748,803,20,960,600,1
-1,2,0,-0.7900000214576721,1.5800000429153442,1.1573803424835205,-5.757359312880715,3,3,748,803,20,960,600,1
0,0,1,-0.0,-0.0,1.2052593231201172,-5.757359312880715,3,3,748,803,20,960,600,1
0,0,0,-0.0,-0.0,0.06416463851928711,1100.3208962038198,1046,351,1791,1151,6,745,800,2
1,0,0,0.6899999976158142,-0.0,0.09619545936584473,1100.3208962038198,1046,351,1791,1151,6,745,800,2
1,0,0,0.6899999976158142,-0.0,0.10414552688598633,1100.3208962038198,1046,351,1791,1151,6,745,800,2
4,-2,0,3.680000066757202,-1.840000033378601,0.1122446060180664,1097.7965297910418,1043,352,1791,1151,6,745,800,2
2,-2,0,1.5800000429153442,-1.5800000429153442,0.12020659446716309,1097.1695323903493,1042,353,1791,1151,6,745,800,2
4,-3,0,4.047999858856201,-3.035999894142151,0.1281754970550537,1094.3513566766117,1038,356,1791,1151,6,745,800,2
2,-2,0,1.5800000429153442,-1.5800000429153442,0.13618850708007812,1093.7305959076732,1037,357,1791,1151,6,745,800,2
2,-2,0,1.5800000429153442,-1.5800000429153442,0.144181489944458,1093.1113082164602,1036,358,1791,1151,6,745,800,2
3,-3,0,2.7600000500679016,-2.7600000500679016,0.15212655067443848,1091.8771620597445,1034,360,1791,1151,6,745,800,2
2,-2,0,1.5800000429153442,-1.5800000429153442,0.1601564884185791,1091.2623085896726,1033,361,1791,1151,6,745,800,2
3,-2,0,2.6199998259544373,-1.7466665506362915,0.16803956031799316,1089.7053582736748,1031,362,1791,1151,6,745,800,2
2,-1,0,1.5800000429153442,-0.7900000214576721,0.17620444297790527,1088.761878799585,1030,362,1791,1151,6,745,800,2
3,-2,0,2.6199998259544373,-1.7466665506362915,0.1841576099395752,1087.2077783615377,1028,363,1791,1151,6,745,800,2
3,-3,0,2.7600000500679016,-2.7600000500679016,0.1922166347503662,1085.9908172248286,1026,365,1791,1151,6,745,800,2
2,-2,0,1.5800000429153442,-1.5800000429153442,0.20009350776672363,1085.3845827647506,1025,366,1791,1151,6,745,800,2
3,-3,0,2.7600000500679016,-2.7600000500679016,0.20811843872070312,1084.1766185859592,1023,368,1791,1151,6,745,800,2
3,-1,0,2.6199998259544373,-0.8733332753181458,0.21607446670532227,1082.2948908015737,1021,368,1791,1151,6,745,800,2
6,-2,0,6.670000076293945,-2.2233333587646484,0.22420358657836914,1077.3355960070926,1015,370,1791,1151,6,745,800,2
8,0,0,9.859999656677246,-0.0,0.23199248313903809,1068.884322116897,1006,370,1791,1151,6,745,800,2
9,-1,0,11.459999799728394,-1.2733333110809326,0.24004745483398438,1058.9161925500525,995,371,1791,1151,6,745,800,2
11,0,0,14.649999141693115,-0.0,0.24801349639892578,1045.8098016323074,981,371,1791,1151,6,745,800,2
11,0,0,14.649999141693115,-0.0,0.25609660148620605,1032.726797953978,967,371,1791,1151,6,745,800,2
15,2,0,23.589999675750732,3.1453332901000977,0.26424455642700195,1010.1929727352041,944,368,1791,1151,6,745,800,2
12,4,0,16.249999523162842,5.416666507720947,0.2721974849700928,993.4702705048455,928,363,1791,1151,6,745,800,2
17,5,0,30.180001139640808,8.876470923423767,0.28021764755249023,962.623632685116,898,355,1791,1151,6,745,800,2
25,7,0,56.59000277519226,15.845200777053833,0.2881336212158203,905.0550644096425,842,340,1791,1151,6,745,800,2
36,9,0,93.6097297668457,23.402432441711426,0.2960515022277832,810.3203550877108,749,317,1791,1151,6,745,800,2
32,9,0,80.48484802246094,22.63636350631714,0.3041725158691406,728.1538825719248,669,295,1791,1151,6,745,800,2
28,8,0,67.39310455322266,19.255172729492188,0.3121216297149658,659.2537278113276,602,276,1791,1151,6,745,800,2
28,11,0,68.22666835784912,26.80333399772644,0.32009458541870117,586.6236087539236,534,250,1791,1151,6,745,800,2
24,9,0,54.32640266418457,20.372400999069214,0.3281095027923584,529.2593352868506,480,230,1791,1151,6,745,800,2
23,11,0,52.06280255317688,24.899601221084595,0.3361055850982666,471.99473681294614,428,206,1791,1151,6,745,800,2
24,12,0,55.283077239990234,27.641538619995117,0.3441464900970459,410.726963104896,373,179,1791,1151,6,745,800,2
24,12,0,55.283077239990234,27.641538619995117,0.35225558280944824,349.4599268001967,318,152,1791,1151,6,745,800,2
23,9,0,51.06958603858948,19.98375105857849,0.3601365089416504,295.29180344085887,267,133,1791,1151,6,745,800,2
24,11,0,55.283077239990234,25.338077068328857,0.3682284355163574,234.92435772740882,212,108,1791,1151,6,745,800,2
23,9,0,51.06958603858948,19.98375105857849,0.37607645988464355,180.96195258802837,161,89,1791,1151,6,745,800,2
23,9,0,51.06958603858948,19.98375105857849,0.38412952423095703,127.38404810405297,110,70,1791,1151,6,745,800,2
23,9,0,51.06958603858948,19.98375105857849,0.3921935558319092,74.98717843338096,59,51,1791,1151,6,745,800,2
18,7,0,34.844210386276245,13.55052626132965,0.4000575542449951,42.48626166217664,25,38,1791,1151,6,745,800,2
14,6,0,22.017333030700684,9.435999870300293,0.4082455635070801,26.154759474226502,3,29,1791,1151,6,745,800,2
12,5,0,16.4769229888916,6.865384578704834,0.41608142852783203,23.419689627245813,-13,23,1791,1151,6,745,800,2
10,3,0,13.059999942779541,3.9179999828338623,0.42420053482055664,29.802438933713454,-26,20,1791,1151,6,745,800,2
9,2,0,11.459999799728394,2.5466666221618652,0.4322175979614258,38.14608122288197,-37,18,1791,1151,6,745,800,2
7,2,0,8.260000467300415,2.3600001335144043,0.440260648727417,44.75981574503821,-45,16,1791,1151,6,745,800,2
5,2,0,5.0599998235702515,2.0239999294281006,0.44834160804748535,48.92301994298868,-50,14,1791,1151,6,745,800,2
3,2,0,2.6199998259544373,1.7466665506362915,0.45622754096984863,50.600373133029585,-52,13,1791,1151,6,745,800,2
2,2,0,1.5800000429153442,1.5800000429153442,0.46419358253479004,51.3415126767741,-53,12,1791,1151,6,745,800,2
1,1,0,0.6899999976158142,0.6899999976158142,0.47199463844299316,51.3415126767741,-53,12,1791,1151,6,745,800,2
1,1,0,0.6899999976158142,0.6899999976158142,0.480304479598999,51.3415126767741,-53,12,1791,1151,6,745,800,2
-1,1,0,-0.6899999976158142,0.6899999976158142,0.5042295455932617,51.3415126767741,-53,12,1791,1151,6,745,800,2
-1,1,0,-0.6899999976158142,0.6899999976158142,0.5202455520629883,51.3415126767741,-53,12,1791,1151,6,745,800,2
-1,0,0,-0.6899999976158142,-0.0,0.5280716419219971,51.3415126767741,-53,12,1791,1151,6,745,800,2
-1,0,0,-0.6899999976158142,-0.0,0.536137580871582,51.3415126767741,-53,12,1791,1151,6,745,800,2
-1,1,0,-0.6899999976158142,0.6899999976158142,0.5441315174102783,51.3415126767741,-53,12,1791,1151,6,745,800,2
-1,0,0,-0.6899999976158142,-0.0,0.5601325035095215,51.3415126767741,-53,12,1791,1151,6,745,800,2
-2,2,0,-1.5800000429153442,1.5800000429153442,0.5680975914001465,50.150729063673246,-52,11,1791,1151,6,745,800,2
0,2,0,-0.0,1.5800000429153442,0.5762255191802979,49.952809179494906,-52,10,1791,1151,6,745,800,2
0,2,0,-0.0,1.5800000429153442,0.5841314792633057,49.773099207835045,-52,9,1791,1151,6,745,800,2
2,2,0,1.5800000429153442,1.5800000429153442,0.5921645164489746,50.600373133029585,-53,8,1791,1151,6,745,800,2
1,1,0,0.6899999976158142,0.6899999976158142,0.6001155376434326,50.600373133029585,-53,8,1791,1151,6,745,800,2
1,1,0,0.6899999976158142,0.6899999976158142,0.6080906391143799,50.600373133029585,-53,8,1791,1151,6,745,800,2
2,2,0,1.5800000429153442,1.5800000429153442,0.6160645484924316,51.45181356024793,-54,7,1791,1151,6,745,800,2
1,1,0,0.6899999976158142,0.6899999976158142,0.6321165561676025,51.45181356024793,-54,7,1791,1151,6,745,800,2
0,1,0,-0.0,0.6899999976158142,0.648249626159668,51.45181356024793,-54,7,1791,1151,6,745,800,2
-3,2,0,-2.6199998259544373,1.7466665506362915,0.6559674739837646,49.3450093132096,-52,6,1791,1151,6,745,800,2
-4,1,0,-3.680000066757202,0.9200000166893005,0.6641316413879395,46.36598018878993,-49,6,1791,1151,6,745,800,2
-4,2,0,-3.680000066757202,1.840000033378601,0.6721096038818359,43.2709412050371,-46,5,1791,1151,6,745,800,2
-2,1,0,-1.5800000429153442,0.7900000214576721,0.6800656318664551,42.27692569068709,-45,5,1791,1151,6,745,800,2
-4,2,0,-3.680000066757202,1.840000033378601,0.6881685256958008,39.190046219457976,-42,4,1791,1151,6,745,800,2
-2,0,0,-1.5800000429153442,-0.0,0.6963474750518799,38.19465984809196,-41,4,1791,1151,6,745,800,2
-2,1,0,-1.5800000429153442,0.7900000214576721,0.7041704654693604,37.19950248448356,-40,4,1791,1151,6,745,800,2
-1,0,0,-0.6899999976158142,-0.0,0.7121925354003906,37.19950248448356,-40,4,1791,1151,6,745,800,2
-2,1,0,-1.5800000429153442,0.7900000214576721,0.7201416492462158,36.20459156782532,-39,4,1791,1151,6,745,800,2
