targetID,dx,dy,button,time,targetX,targetY,targetSize,distance,directionX,directionY,rx,ry
1,0,1,0,0.09259223937988281,478,1016,20,675.6004667442985,-548,412,-0.0,0.6899999976158142
1,-1,0,0,0.09862112998962402,478,1016,20,675.6004667442985,-548,412,-0.6899999976158142,-0.0
1,0,1,0,0.10552310943603516,478,1016,20,675.6004667442985,-548,412,-0.0,0.6899999976158142
1,-1,0,0,0.10685205459594727,478,1016,20,675.6004667442985,-548,412,-0.6899999976158142,-0.0
1,0,1,0,0.11275005340576172,478,1016,20,675.6004667442985,-548,412,-0.0,0.6899999976158142
1,-1,0,0,0.1146540641784668,478,1016,20,675.6004667442985,-548,412,-0.6899999976158142,-0.0
1,-1,0,0,0.12273716926574707,478,1016,20,675.6004667442985,-548,412,-0.6899999976158142,-0.0
1,0,1,0,0.13066315650939941,478,1016,20,675.6004667442985,-548,412,-0.0,0.6899999976158142
1,-1,0,0,0.21270418167114258,478,1016,20,675.6004667442985,-548,412,-0.6899999976158142,-0.0
1,-1,1,0,0.27887511253356934,478,1016,20,675.6004667442985,-548,412,-0.6899999976158142,0.6899999976158142
1,-1,1,0,0.28699707984924316,478,1016,20,675.6004667442985,-548,412,-0.6899999976158142,0.6899999976158142
1,-1,0,0,0.29069018363952637,478,1016,20,675.6004667442985,-548,412,-0.6899999976158142,-0.0
1,0,1,0,0.2931241989135742,478,1016,20,675.6004667442985,-548,412,-0.0,0.6899999976158142
1,-1,0,0,0.2966771125793457,478,1016,20,675.6004667442985,-548,412,-0.6899999976158142,-0.0
1,0,1,0,0.3035111427307129,478,1016,20,675.6004667442985,-548,412,-0.0,0.6899999976158142
1,-1,0,0,0.30433106422424316,478,1016,20,675.6004667442985,-548,412,-0.6899999976158142,-0.0
1,0,1,0,0.3046581745147705,478,1016,20,675.6004667442985,-548,412,-0.0,0.6899999976158142
1,-1,0,0,0.30672121047973633,478,1016,20,675.6004667442985,-548,412,-0.6899999976158142,-0.0
1,-1,1,0,0.3108532428741455,478,1016,20,675.6004667442985,-548,412,-0.6899999976158142,0.6899999976158142
1,-1,1,0,0.31273818016052246,478,1016,20,675.6004667442985,-548,412,-0.6899999976158142,0.6899999976158142
1,-1,0,0,0.31690311431884766,478,1016,20,675.6004667442985,-548,412,-0.6899999976158142,-0.0
1,-1,1,0,0.32190704345703125,478,1016,20,675.6004667442985,-548,412,-0.6899999976158142,0.6899999976158142
1,-1,1,0,0.3228161334991455,478,1016,20,675.6004667442985,-548,412,-0.6899999976158142,0.6899999976158142
1,-1,0,0,0.32476115226745605,478,1016,20,675.6004667442985,-548,412,-0.6899999976158142,-0.0
1,0,1,0,0.32887816429138184,478,1016,20,675.6004667442985,-548,412,-0.0,0.6899999976158142
1,-1,0,0,0.32889318466186523,478,1016,20,675.6004667442985,-548,412,-0.6899999976158142,-0.0
1,-1,1,0,0.3308281898498535,478,1016,20,675.6004667442985,-548,412,-0.6899999976158142,0.6899999976158142
1,-1,0,0,0.33281707763671875,478,1016,20,675.6004667442985,-548,412,-0.6899999976158142,-0.0
1,0,1,0,0.3391902446746826,478,1016,20,675.6004667442985,-548,412,-0.0,0.6899999976158142
1,-2,0,0,0.33920812606811523,478,1016,20,674.801431073271,-547,412,-1.5800000429153442,-0.0
1,-1,1,0,0.3411121368408203,478,1016,20,674.801431073271,-547,412,-0.6899999976158142,0.6899999976158142
1,-1,0,0,0.3429250717163086,478,1016,20,674.801431073271,-547,412,-0.6899999976158142,-0.0
1,-1,1,0,0.34780025482177734,478,1016,20,674.801431073271,-547,412,-0.6899999976158142,0.6899999976158142
1,-1,0,0,0.3487050533294678,478,1016,20,674.801431073271,-547,412,-0.6899999976158142,-0.0
1,-1,1,0,0.35088610649108887,478,1016,20,674.801431073271,-547,412,-0.6899999976158142,0.6899999976158142
1,-1,0,0,0.35781407356262207,478,1016,20,674.801431073271,-547,412,-0.6899999976158142,-0.0
1,-1,1,0,0.3578312397003174,478,1016,20,674.801431073271,-547,412,-0.6899999976158142,0.6899999976158142
1,-1,0,0,0.3587181568145752,478,1016,20,674.801431073271,-547,412,-0.6899999976158142,-0.0
1,-1,0,0,0.3610711097717285,478,1016,20,674.801431073271,-547,412,-0.6899999976158142,-0.0
1,-1,1,0,0.3658292293548584,478,1016,20,674.801431073271,-547,412,-0.6899999976158142,0.6899999976158142
1,-1,0,0,0.368969202041626,478,1016,20,674.801431073271,-547,412,-0.6899999976158142,-0.0
1,-1,1,0,0.3753781318664551,478,1016,20,674.801431073271,-547,412,-0.6899999976158142,0.6899999976158142
1,-1,0,0,0.37589311599731445,478,1016,20,674.801431073271,-547,412,-0.6899999976158142,-0.0
1,-1,1,0,0.37676024436950684,478,1016,20,674.801431073271,-547,412,-0.6899999976158142,0.6899999976158142
1,-1,0,0,0.3789551258087158,478,1016,20,674.801431073271,-547,412,-0.6899999976158142,-0.0
1,-1,1,0,0.38431715965270996,478,1016,20,674.801431073271,-547,412,-0.6899999976158142,0.6899999976158142
1,-1,1,0,0.3848891258239746,478,1016,20,674.801431073271,-547,412,-0.6899999976158142,0.6899999976158142
1,-1,0,0,0.38697004318237305,478,1016,20,674.801431073271,-547,412,-0.6899999976158142,-0.0
1,-1,1,0,0.3929111957550049,478,1016,20,674.801431073271,-547,412,-0.6899999976158142,0.6899999976158142
1,-1,0,0,0.3929281234741211,478,1016,20,674.801431073271,-547,412,-0.6899999976158142,-0.0
1,-2,1,0,0.39310503005981445,478,1016,20,674.0029239703584,-546,412,-1.5800000429153442,0.7900000214576721
