dx,dy,button,rx,ry,time,distance,targetID,directionX,directionY,targetX,targetY,initMouseX,initMouseY,targetSize,reward
0,0,0,0,0,0,521.1103529963688,1,-400,-334,560,266,960,600,20,0
0,0,0,0,0,0,521.1103529963688,1,-400,-334,560,266,960,600,20,0
0,0,0,0,0,0,521.1103529963688,1,-400,-334,560,266,960,600,20,0
0,0,0,0,0,0,521.1103529963688,1,-400,-334,560,266,960,600,20,0
0,0,0,0,0,0,521.1103529963688,1,-400,-334,560,266,960,600,20,0
0,0,0,0,0,0,521.1103529963688,1,-400,-334,560,266,960,600,20,0
0,0,0,0,0,0,521.1103529963688,1,-400,-334,560,266,960,600,20,0
0,0,0,0,0,0,521.1103529963688,1,-400,-334,560,266,960,600,20,0
0,0,0,0,0,0,521.1103529963688,1,-400,-334,560,266,960,600,20,0
0,0,0,0,0,0,521.1103529963688,1,-400,-334,560,266,960,600,20,0
0,0,0,0,0,0,521.1103529963688,1,-400,-334,560,266,960,600,20,0
0,0,0,0,0,0,521.1103529963688,1,-400,-334,560,266,960,600,20,0
0,0,0,0,0,0,521.1103529963688,1,-400,-334,560,266,960,600,20,0
0,0,0,0,0,0,521.1103529963688,1,-400,-334,560,266,960,600,20,0
0,0,0,0,0,0,521.1103529963688,1,-400,-334,560,266,960,600,20,0
0,0,0,0,0,0,521.1103529963688,1,-400,-334,560,266,960,600,20,0
0,0,0,0,0,0,521.1103529963688,1,-400,-334,560,266,960,600,20,0
0,0,0,0,0,0,521.1103529963688,1,-400,-334,560,266,960,600,20,0
0,0,0,0,0,0,521.1103529963688,1,-400,-334,560,266,960,600,20,0
0,0,0,0,0,0,521.1103529963688,1,-400,-334,560,266,960,600,20,0
-1,0,0,-1.5,-0.0,0.17736077308654785,519.5767508270554,1,-398,-334,560,266,958,600,20,138.68
-3,0,0,-4.5,-0.0,0.18535256385803223,515.7567255984162,1,-393,-334,560,266,953,600,20,22.24
-3,-1,0,-4.5,-1.5,0.19334769248962402,510.65448201303394,1,-388,-332,560,266,948,598,20,28.75
-3,0,0,-4.5,-0.0,0.20136761665344238,506.86585996691474,1,-383,-332,560,266,943,598,20,21.83
-3,-1,0,-4.5,-1.5,0.20937871932983398,501.78082864932173,1,-378,-330,560,266,938,596,20,28.33
-3,0,0,-4.5,-0.0,0.21744966506958008,498.0250997690779,1,-373,-330,560,266,933,596,20,21.42
-2,-1,0,-3.0,-1.5,0.22544574737548828,494.453233380064,1,-370,-328,560,266,930,594,20,22.77
-3,-1,0,-4.5,-1.5,0.23323369026184082,489.3883938141566,1,-365,-326,560,266,925,592,20,27.76
-3,-1,0,-4.5,-1.5,0.2413346767425537,484.3304656946536,1,-360,-324,560,266,920,590,20,27.54
-4,-1,0,-6.0,-1.5,0.24935173988342285,478.53944456021594,1,-354,-322,560,266,914,588,20,29.92
-3,-2,0,-4.5,-3.0,0.25759267807006836,472.82343427541747,1,-349,-319,560,266,909,585,20,30.42
-4,-3,0,-6.0,-4.5,0.2653477191925049,465.02150487907545,1,-343,-314,560,266,903,580,20,39.01
-4,-3,0,-6.0,-4.5,0.2741415500640869,457.21985958617324,1,-337,-309,560,266,897,575,20,38.6
-5,-5,0,-7.5,-7.5,0.281402587890625,445.9170326417236,1,-329,-301,560,266,889,567,20,47.61
-9,-5,0,-13.5,-7.5,0.2893795967102051,430.20227800419656,1,-315,-293,560,266,875,559,20,53.58
-11,-7,0,-16.5,-10.5,0.29730868339538574,410.2779545625136,1,-298,-282,560,266,858,548,20,58.79
