dx,dy,rx,ry,button,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID,past20dxdy
0,0,-0.0,-0.0,0,0.35297274589538574,459.8467835369313,434,180,1305,732,20,871,552,1,"[(-6, 2), (-8, 5), (-9, 7), (-10, 8), (-9, 8), (-7, 7), (-7, 6), (-6, 4), (-5, 4), (-5, 3), (-4, 3), (-3, 1), (-2, 1), (-1, 0), (-1, 0), (-1, 0), (-2, 0), (-2, 0), (-2, -1), (0, 0)]"
1,0,0.6899999976158142,-0.0,0,0.3780088424682617,459.8467835369313,434,180,1305,732,20,871,552,1,"[(-6, 2), (-8, 5), (-9, 7), (-10, 8), (-9, 8), (-7, 7), (-7, 6), (-6, 4), (-5, 4), (-5, 3), (-4, 3), (-3, 1), (-2, 1), (-1, 0), (-1, 0), (-1, 0), (-2, 0), (-2, 0), (-2, -1), (0, 0)]"
1,0,0.6899999976158142,-0.0,0,0.3859367370605469,459.8467835369313,434,180,1305,732,20,871,552,1,"[(-6, 2), (-8, 5), (-9, 7), (-10, 8), (-9, 8), (-7, 7), (-7, 6), (-6, 4), (-5, 4), (-5, 3), (-4, 3), (-3, 1), (-2, 1), (-1, 0), (-1, 0), (-1, 0), (-2, 0), (-2, 0), (-2, -1), (0, 0)]"
2,0,1.5800000429153442,-0.0,0,0.3938167095184326,458.92323465573764,433,180,1305,732,20,871,552,1,"[(-6, 2), (-8, 5), (-9, 7), (-10, 8), (-9, 8), (-7, 7), (-7, 6), (-6, 4), (-5, 4), (-5, 3), (-4, 3), (-3, 1), (-2, 1), (-1, 0), (-1, 0), (-1, 0), (-2, 0), (-2, 0), (-2, -1), (0, 0)]"
1,0,0.6899999976158142,-0.0,0,0.4019887447357178,458.92323465573764,433,180,1305,732,20,871,552,1,"[(-6, 2), (-8, 5), (-9, 7), (-10, 8), (-9, 8), (-7, 7), (-7, 6), (-6, 4), (-5, 4), (-5, 3), (-4, 3), (-3, 1), (-2, 1), (-1, 0), (-1, 0), (-1, 0), (-2, 0), (-2, 0), (-2, -1), (0, 0)]"
1,0,0.6899999976158142,-0.0,0,0.40985774993896484,458.92323465573764,433,180,1305,732,20,871,552,1,"[(-6, 2), (-8, 5), (-9, 7), (-10, 8), (-9, 8), (-7, 7), (-7, 6), (-6, 4), (-5, 4), (-5, 3), (-4, 3), (-3, 1), (-2, 1), (-1, 0), (-1, 0), (-1, 0), (-2, 0), (-2, 0), (-2, -1), (0, 0)]"
1,0,0.6899999976158142,-0.0,0,0.4176979064941406,458.92323465573764,433,180,1305,732,20,871,552,1,"[(-6, 2), (-8, 5), (-9, 7), (-10, 8), (-9, 8), (-7, 7), (-7, 6), (-6, 4), (-5, 4), (-5, 3), (-4, 3), (-3, 1), (-2, 1), (-1, 0), (-1, 0), (-1, 0), (-2, 0), (-2, 0), (-2, -1), (0, 0)]"
0,1,-0.0,0.6899999976158142,0,0.426102876663208,458.92323465573764,433,180,1305,732,20,871,552,1,"[(-6, 2), (-8, 5), (-9, 7), (-10, 8), (-9, 8), (-7, 7), (-7, 6), (-6, 4), (-5, 4), (-5, 3), (-4, 3), (-3, 1), (-2, 1), (-1, 0), (-1, 0), (-1, 0), (-2, 0), (-2, 0), (-2, -1), (0, 0)]"
1,0,0.6899999976158142,-0.0,0,0.4340198040008545,458.92323465573764,433,180,1305,732,20,871,552,1,"[(-6, 2), (-8, 5), (-9, 7), (-10, 8), (-9, 8), (-7, 7), (-7, 6), (-6, 4), (-5, 4), (-5, 3), (-4, 3), (-3, 1), (-2, 1), (-1, 0), (-1, 0), (-1, 0), (-2, 0), (-2, 0), (-2, -1), (0, 0)]"
2,0,1.5800000429153442,-0.0,0,0.44211387634277344,458.0,432,180,1305,732,20,871,552,1,"[(-6, 2), (-8, 5), (-9, 7), (-10, 8), (-9, 8), (-7, 7), (-7, 6), (-6, 4), (-5, 4), (-5, 3), (-4, 3), (-3, 1), (-2, 1), (-1, 0), (-1, 0), (-1, 0), (-2, 0), (-2, 0), (-2, -1), (0, 0)]"
1,0,0.6899999976158142,-0.0,0,0.4499027729034424,458.0,432,180,1305,732,20,871,552,1,"[(-6, 2), (-8, 5), (-9, 7), (-10, 8), (-9, 8), (-7, 7), (-7, 6), (-6, 4), (-5, 4), (-5, 3), (-4, 3), (-3, 1), (-2, 1), (-1, 0), (-1, 0), (-1, 0), (-2, 0), (-2, 0), (-2, -1), (0, 0)]"
1,0,0.6899999976158142,-0.0,0,0.4577639102935791,458.0,432,180,1305,732,20,871,552,1,"[(-6, 2), (-8, 5), (-9, 7), (-10, 8), (-9, 8), (-7, 7), (-7, 6), (-6, 4), (-5, 4), (-5, 3), (-4, 3), (-3, 1), (-2, 1), (-1, 0), (-1, 0), (-1, 0), (-2, 0), (-2, 0), (-2, -1), (0, 0)]"
