dx,dy,button,rx,ry,time,distance,targetID,directionX,directionY,targetX,targetY,initMouseX,initMouseY,targetSize,score
0,0,0,0,0,0,828.4467393864255,1,668,490,1628,1090,960,600,20,184.42
0,0,0,0,0,0,828.4467393864255,1,668,490,1628,1090,960,600,20,184.42
0,0,0,0,0,0,828.4467393864255,1,668,490,1628,1090,960,600,20,184.42
0,0,0,0,0,0,828.4467393864255,1,668,490,1628,1090,960,600,20,184.42
0,0,0,0,0,0,828.4467393864255,1,668,490,1628,1090,960,600,20,184.42
0,0,0,0,0,0,828.4467393864255,1,668,490,1628,1090,960,600,20,184.42
0,0,0,0,0,0,828.4467393864255,1,668,490,1628,1090,960,600,20,184.42
0,0,0,0,0,0,828.4467393864255,1,668,490,1628,1090,960,600,20,184.42
0,0,0,0,0,0,828.4467393864255,1,668,490,1628,1090,960,600,20,184.42
0,0,0,0,0,0,828.4467393864255,1,668,490,1628,1090,960,600,20,184.42
0,0,0,0,0,0,828.4467393864255,1,668,490,1628,1090,960,600,20,184.42
0,0,0,0,0,0,828.4467393864255,1,668,490,1628,1090,960,600,20,184.42
0,0,0,0,0,0,828.4467393864255,1,668,490,1628,1090,960,600,20,184.42
0,0,0,0,0,0,828.4467393864255,1,668,490,1628,1090,960,600,20,184.42
0,0,0,0,0,0,828.4467393864255,1,668,490,1628,1090,960,600,20,184.42
0,0,0,0,0,0,828.4467393864255,1,668,490,1628,1090,960,600,20,184.42
0,0,0,0,0,0,828.4467393864255,1,668,490,1628,1090,960,600,20,184.42
0,0,0,0,0,0,828.4467393864255,1,668,490,1628,1090,960,600,20,184.42
0,0,0,0,0,0,828.4467393864255,1,668,490,1628,1090,960,600,20,184.42
0,0,0,0,0,0,828.4467393864255,1,668,490,1628,1090,960,600,20,184.42
1,3,0,1.5,4.5,0.23720383644104004,825.2787407900436,1,667,486,1628,1090,960,600,20,25.49
4,4,0,6.0,6.0,0.245208740234375,816.8971783523309,1,661,480,1628,1090,960,600,20,55.26
5,5,0,7.5,7.5,0.25324463844299316,807.121428286971,1,654,473,1628,1090,960,600,20,60.61
7,7,0,10.5,10.5,0.26120567321777344,793.161395934018,1,644,463,1628,1090,960,600,20,74.25
10,8,0,15.0,12.0,0.2691926956176758,773.9780358640677,1,629,451,1628,1090,960,600,20,87.89
14,10,0,21.0,15.0,0.2771947383880615,748.1711034248783,1,608,436,1628,1090,960,600,20,100.52
19,13,0,28.5,19.5,0.2852036952972412,714.3451546696457,1,580,417,1628,1090,960,600,20,106.9
24,15,0,36.0,22.5,0.2931938171386719,672.2804474324685,1,544,395,1628,1090,960,600,20,109.45
