dx,dy,button,rx,ry,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID
0,0,0,-0.0,-0.0,0.626014232635498,465.41350422553205,-423,217,537,816,20,960,599,1
1,0,0,0.6899999976158142,-0.0,0.7170450687408447,465.41350422553205,-423,217,537,816,20,960,599,1
2,0,0,1.5800000429153442,-0.0,0.7250692844390869,466.3034746881446,-424,217,537,816,20,960,599,1
2,0,0,1.5800000429153442,-0.0,0.7329182624816895,467.1938809331067,-425,217,537,816,20,960,599,1
1,0,0,0.6899999976158142,-0.0,0.7410171031951904,467.1938809331067,-425,217,537,816,20,960,599,1
2,-1,0,1.5800000429153442,-0.7900000214576721,0.7489821910858154,468.08472052555703,-426,217,537,816,20,960,599,1
1,0,0,0.6899999976158142,-0.0,0.7569901943206787,468.08472052555703,-426,217,537,816,20,960,599,1
-1,2,0,-0.7900000214576721,1.5800000429153442,0.789053201675415,467.6316572422728,-426,216,537,816,20,960,599,1
-2,4,0,-1.840000033378601,3.680000066757202,0.7970070838928223,465.3882623708751,-425,213,537,816,20,960,599,1
-3,4,0,-3.035999894142151,4.047999858856201,0.8050572872161865,460.91931368335275,-422,209,537,816,20,960,599,1
-4,4,0,-4.047999858856201,4.047999858856201,0.8130230903625488,455.56309991235344,-418,205,537,816,20,960,599,1
-4,3,0,-4.047999858856201,3.035999894142151,0.820960283279419,450.65171225124084,-414,202,537,816,20,960,599,1
-4,4,0,-4.047999858856201,4.047999858856201,0.8290672302246094,445.3064901799666,-410,198,537,816,20,960,599,1
-5,4,0,-5.558333396911621,4.446666717529297,0.8378810882568359,439.0668101741655,-405,194,537,816,20,960,599,1
-7,4,0,-8.62749969959259,4.929999828338623,0.8457331657409668,430.12384620695116,-397,190,537,816,20,960,599,1
-6,5,0,-7.080000400543213,5.900000333786011,0.852992057800293,421.65379646193315,-390,185,537,816,20,960,599,1
-7,6,0,-8.913333177566528,7.639999866485596,0.861004114151001,411.4356415871823,-382,178,537,816,20,960,599,1
