dx,dy,button,rx,ry,time,distance,targetID,directionX,directionY,targetX,targetY,initMouseX,initMouseY,targetSize,score
1,-1,0,1.5,-1.5,0.26104235649108887,405.89900221606854,1,405,-27,1366,572,960,600,20,118.31
4,-2,0,6.0,-3.0,0.26897430419921875,399.7211528053025,1,399,-24,1366,572,960,600,20,27.94
4,-4,0,6.0,-6.0,0.27713727951049805,393.41199778349414,1,393,-18,1366,572,960,600,20,27.18
5,-3,0,7.5,-4.5,0.2852962017059326,386.25380257027894,1,386,-14,1366,572,960,600,20,30.01
6,-3,0,9.0,-4.5,0.29287219047546387,377.13260267444394,1,377,-10,1366,572,960,600,20,35.05
11,-3,0,16.5,-4.5,0.3011434078216553,361.04985805287333,1,361,-6,1366,572,960,600,20,48.25
11,-2,0,16.5,-3.0,0.3092362880706787,345.0130432317016,1,345,-3,1366,572,960,600,20,47.07
12,-2,0,18.0,-3.0,0.31797122955322266,327.0,1,327,0,1366,572,960,600,20,48.21
12,-2,0,18.0,-3.0,0.3250763416290283,309.01456276363416,1,309,3,1366,572,960,600,20,46.27
11,-1,0,16.5,-1.5,0.3331472873687744,293.027302482209,1,293,4,1366,572,960,600,20,43.16
12,-1,0,18.0,-1.5,0.34093737602233887,275.04545078950133,1,275,5,1366,572,960,600,20,43.84
11,-2,0,16.5,-3.0,0.34890127182006836,259.12352266824405,1,259,8,1366,572,960,600,20,38.29
10,-1,0,15.0,-1.5,0.35719823837280273,244.16592718886884,1,244,9,1366,572,960,600,20,36.56
9,0,0,13.5,-0.0,0.36487841606140137,231.17525819170183,1,231,9,1366,572,960,600,20,33.93
8,-1,0,12.0,-1.5,0.3729102611541748,219.22819161777528,1,219,10,1366,572,960,600,20,29.92
8,0,0,12.0,-0.0,0.38093042373657227,207.24140512938047,1,207,10,1366,572,960,600,20,30.09
7,-1,0,10.5,-1.5,0.38897228240966797,197.3068675946177,1,197,11,1366,572,960,600,20,24.9
7,0,0,10.5,-0.0,0.398146390914917,187.32325002519042,1,187,11,1366,572,960,600,20,25.36
6,0,0,9.0,-0.0,0.4049532413482666,178.33956375409244,1,178,11,1366,572,960,600,20,23.14
5,0,0,7.5,-0.0,0.41289830207824707,171.35343591536179,1,171,11,1366,572,960,600,20,19.55
4,0,0,6.0,-0.0,0.4207913875579834,165.36626016210198,1,165,11,1366,572,960,600,20,17.47
3,0,0,4.5,-0.0,0.4287402629852295,161.37533888422976,1,161,11,1366,572,960,600,20,13.63
3,0,0,4.5,-0.0,0.4368722438812256,157.3848785620779,1,157,11,1366,572,960,600,20,13.42
4,0,0,6.0,-0.0,0.4450533390045166,151.40013210033868,1,151,11,1366,572,960,600,20,16.49
4,0,0,6.0,-0.0,0.453721284866333,145.41664278891878,1,145,11,1366,572,960,600,20,16.05
5,0,0,7.5,-0.0,0.46097636222839355,138.43771162512041,1,138,11,1366,572,960,600,20,16.94
7,0,0,10.5,-0.0,0.4693782329559326,128.47178678604885,1,128,11,1366,572,960,600,20,19.53
6,0,0,9.0,-0.0,0.4769582748413086,119.50732195141852,1,119,11,1366,572,960,600,20,17.56
7,1,0,10.5,1.5,0.48496341705322266,109.45775440780794,1,109,10,1366,572,960,600,20,20.16
7,1,0,10.5,1.5,0.493044376373291,99.40824915468535,1,99,9,1366,572,960,600,20,19.1
8,1,0,12.0,1.5,0.5009152889251709,87.36704184073076,1,87,8,1366,572,960,600,20,19.39
8,1,0,12.0,1.5,0.5089733600616455,75.32595834106593,1,75,7,1366,572,960,600,20,17.88
7,1,0,10.5,1.5,0.5168802738189697,65.27633568147036,1,65,6,1366,572,960,600,20,15.72
6,1,0,9.0,1.5,0.5248913764953613,56.22277118748239,1,56,5,1366,572,960,600,20,13.24
7,1,0,10.5,1.5,0.5328853130340576,46.17358552246078,1,46,4,1366,572,960,600,20,13.2
6,1,0,9.0,1.5,0.541041374206543,37.12142238654117,1,37,3,1366,572,960,600,20,10.83
6,1,0,9.0,1.5,0.5490012168884277,28.071337695236398,1,28,2,1366,572,960,600,20,9.44
5,0,0,7.5,-0.0,0.5569124221801758,21.095023109728988,1,21,2,1366,572,960,600,20,6.71
5,0,0,7.5,-0.0,0.5650002956390381,14.142135623730951,1,14,2,1366,572,960,600,20,5.32
