dx,dy,button,rx,ry,time,distance,targetID,directionX,directionY,targetX,targetY,initMouseX,initMouseY,targetSize,score
0,0,0,0,0,0,566.5200790792856,1,-92,-559,868,41,960,600,20,146.43
0,0,0,0,0,0,566.5200790792856,1,-92,-559,868,41,960,600,20,146.43
0,0,0,0,0,0,566.5200790792856,1,-92,-559,868,41,960,600,20,146.43
0,0,0,0,0,0,566.5200790792856,1,-92,-559,868,41,960,600,20,146.43
0,0,0,0,0,0,566.5200790792856,1,-92,-559,868,41,960,600,20,146.43
0,0,0,0,0,0,566.5200790792856,1,-92,-559,868,41,960,600,20,146.43
0,0,0,0,0,0,566.5200790792856,1,-92,-559,868,41,960,600,20,146.43
0,0,0,0,0,0,566.5200790792856,1,-92,-559,868,41,960,600,20,146.43
0,0,0,0,0,0,566.5200790792856,1,-92,-559,868,41,960,600,20,146.43
0,0,0,0,0,0,566.5200790792856,1,-92,-559,868,41,960,600,20,146.43
0,0,0,0,0,0,566.5200790792856,1,-92,-559,868,41,960,600,20,146.43
0,0,0,0,0,0,566.5200790792856,1,-92,-559,868,41,960,600,20,146.43
0,0,0,0,0,0,566.5200790792856,1,-92,-559,868,41,960,600,20,146.43
0,0,0,0,0,0,566.5200790792856,1,-92,-559,868,41,960,600,20,146.43
0,0,0,0,0,0,566.5200790792856,1,-92,-559,868,41,960,600,20,146.43
0,0,0,0,0,0,566.5200790792856,1,-92,-559,868,41,960,600,20,146.43
0,0,0,0,0,0,566.5200790792856,1,-92,-559,868,41,960,600,20,146.43
0,0,0,0,0,0,566.5200790792856,1,-92,-559,868,41,960,600,20,146.43
0,0,0,0,0,0,566.5200790792856,1,-92,-559,868,41,960,600,20,146.43
0,0,0,0,0,0,566.5200790792856,1,-92,-559,868,41,960,600,20,146.43
0,-2,0,-0.0,-3.0,0.3941969871520996,563.5601121442148,1,-92,-556,868,41,960,600,20,21.16
1,-4,0,1.5,-6.0,0.4022350311279297,557.8073144016669,1,-93,-550,868,41,960,600,20,33.1
1,-6,0,1.5,-9.0,0.41022300720214844,549.1056364671556,1,-94,-541,868,41,960,600,20,43.88
