dx,dy,button,rx,ry,time,distance,targetID,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY
0,0,0,-0.0,-0.0,0.445173978805542,860.218363400819,1,676,548,1636,1148,20,960,600
1,0,0,0.6899999976158142,-0.0,0.5481791496276855,860.218363400819,1,676,548,1636,1148,20,960,600
2,0,0,1.5800000429153442,-0.0,0.5560870170593262,859.441774933779,1,675,548,1636,1148,20,960,600
2,0,0,1.5800000429153442,-0.0,0.5640709400177002,858.6656433864528,1,674,548,1636,1148,20,960,600
3,0,0,2.6199998259544373,-0.0,0.5720069408416748,857.1147559579413,1,672,548,1636,1148,20,960,600
4,1,0,3.680000066757202,0.9200000166893005,0.5800049304962158,854.7918824780908,1,669,548,1636,1148,20,960,600
4,1,0,3.680000066757202,0.9200000166893005,0.5879530906677246,852.4731879890528,1,666,548,1636,1148,20,960,600
5,2,0,5.0599998235702515,2.0239999294281006,0.5959291458129883,847.3429885407589,1,661,546,1636,1148,20,960,600
5,3,0,5.0599998235702515,3.035999894142151,0.6039071083068848,841.5779471076033,1,656,543,1636,1148,20,960,600
5,4,0,5.558333396911621,4.446666717529297,0.6120219230651855,835.1757213739637,1,651,539,1636,1148,20,960,600
6,5,0,7.080000400543213,5.900000333786011,0.6200211048126221,826.595481699489,1,644,534,1636,1148,20,960,600
8,6,0,10.447999954223633,7.835999965667725,0.6279289722442627,814.4301061945761,1,634,527,1636,1148,20,960,600
12,11,0,20.15999937057495,18.47999942302704,0.6361091136932373,787.5443561332498,1,614,509,1636,1148,20,960,600
16,13,0,32.071998596191406,26.058498859405518,0.6440279483795166,746.3154103943672,1,582,483,1636,1148,20,960,600
20,16,0,45.27200222015381,36.21760177612305,0.6519970893859863,688.697359376719,1,537,447,1636,1148,20,960,600
22,16,0,51.49629497528076,37.45185089111328,0.6600091457366943,625.8427478551596,1,486,410,1636,1148,20,960,600
20,14,0,44.40833568572998,31.085834980010986,0.6680610179901123,572.2413588882191,1,442,379,1636,1148,20,960,600
18,12,0,37.191428661346436,24.794285774230957,0.6760571002960205,528.5629025471397,1,405,355,1636,1148,20,960,600
14,11,0,24.854118585586548,19.528236031532288,0.68392014503479,497.9931101894985,1,381,336,1636,1148,20,960,600
13,10,0,21.839999318122864,16.799999475479126,0.6919429302215576,471.6637831516918,1,360,320,1636,1148,20,960,600
10,10,0,14.47857141494751,14.47857141494751,0.7000069618225098,451.9004221691078,1,346,306,1636,1148,20,960,600
10,10,0,14.47857141494751,14.47857141494751,0.7079579830169678,432.1402492422512,1,332,292,1636,1148,20,960,600
9,9,0,12.187499642372131,12.187499642372131,0.7158839702606201,415.20583250938597,1,320,280,1636,1148,20,960,600
7,10,0,9.479166388511658,13.541666269302368,0.7239689826965332,399.89022920777217,1,311,267,1636,1148,20,960,600
8,8,0,10.654544830322266,10.654544830322266,0.731935977935791,385.790348543266,1,301,257,1636,1148,20,960,600
5,7,0,6.162499785423279,8.62749969959259,0.739901065826416,376.0388581477259,1,295,249,1636,1148,20,960,600
4,6,0,4.720000267028809,7.080000400543213,0.7479579448699951,368.4772119956497,1,291,242,1636,1148,20,960,600
3,4,0,3.035999894142151,4.047999858856201,0.7558729648590088,363.61477486844655,1,288,238,1636,1148,20,960,600
2,4,0,1.840000033378601,3.680000066757202,0.763869047164917,360.93665227367325,1,287,235,1636,1148,20,960,600
1,3,0,0.8733332753181458,2.6199998259544373,0.772022008895874,359.67282832255876,1,287,233,1636,1148,20,960,600
2,2,0,1.5800000429153442,1.5800000429153442,0.7800381183624268,358.26620806150544,1,286,232,1636,1148,20,960,600
1,2,0,0.7900000214576721,1.5800000429153442,0.78804612159729,357.63704927550486,1,286,231,1636,1148,20,960,600
0,2,0,-0.0,1.5800000429153442,0.796044111251831,357.00953666083393,1,286,230,1636,1148,20,960,600
2,1,0,1.5800000429153442,0.7900000214576721,0.8039979934692383,356.23080154459973,1,285,230,1636,1148,20,960,600
1,2,0,0.7900000214576721,1.5800000429153442,0.8121209144592285,355.60361048545457,1,285,229,1636,1148,20,960,600
3,2,0,2.6199998259544373,1.7466665506362915,0.8199920654296875,353.4184915493432,1,283,228,1636,1148,20,960,600
3,2,0,2.6199998259544373,1.7466665506362915,0.8280899524688721,351.23399618529817,1,281,227,1636,1148,20,960,600
4,3,0,4.047999858856201,3.035999894142151,0.8360381126403809,346.23728047468586,1,277,224,1636,1148,20,960,600
3,2,0,2.6199998259544373,1.7466665506362915,0.8440351486206055,344.0536682481909,1,275,223,1636,1148,20,960,600
4,3,0,4.047999858856201,3.035999894142151,0.8520519733428955,339.05730188609436,1,271,220,1636,1148,20,960,600
3,4,0,3.035999894142151,4.047999858856201,0.8600740432739258,334.20923869065456,1,268,216,1636,1148,20,960,600
4,3,0,4.047999858856201,3.035999894142151,0.8682560920715332,329.21232288936676,1,264,213,1636,1148,20,960,600
3,3,0,2.7600000500679016,2.7600000500679016,0.8762609958648682,326.40005945302687,1,262,211,1636,1148,20,960,600
4,5,0,4.446666717529297,5.558333396911621,0.8840291500091553,320.15148038438355,1,258,206,1636,1148,20,960,600
3,5,0,3.035999894142151,5.0599998235702515,0.8920080661773682,314.69370181757455,1,255,201,1636,1148,20,960,600
3,6,0,3.3350000381469727,6.670000076293945,0.9000301361083984,308.6361561405108,1,252,195,1636,1148,20,960,600
3,5,0,3.035999894142151,5.0599998235702515,0.9082229137420654,303.2107916403903,1,249,190,1636,1148,20,960,600
5,5,0,5.900000333786011,5.900000333786011,0.9162249565124512,296.2041802457961,1,244,185,1636,1148,20,960,600
