dx,dy,rx,ry,button,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID,past20dxdy
0,0,-0.0,-0.0,0,0.4952361583709717,438.5186729669123,225,388,1185,928,20,960,540,1,"[(1, 0), (1, 0), (1, -1), (2, 0), (1, 0), (0, -1), (1, 0), (2, 0), (1, -1), (1, 0), (2, -1), (1, 0), (1, 0), (0, -1), (1, -1), (1, 0), (1, -1), (0, -1), (0, 0), (0, 0)]"
-2,0,-1.5800000429153442,-0.0,0,0.663358211517334,439.02115763068446,226,388,1185,928,20,960,540,1,"[(1, 0), (1, 0), (1, -1), (2, 0), (1, 0), (0, -1), (1, 0), (2, 0), (1, -1), (1, 0), (2, -1), (1, 0), (1, 0), (0, -1), (1, -1), (1, 0), (1, -1), (0, -1), (0, 0), (0, 0)]"
-7,2,-8.260000467300415,2.3600001335144043,0,0.6713142395019531,441.38896752136066,234,386,1185,928,20,960,540,1,"[(1, 0), (1, 0), (1, -1), (2, 0), (1, 0), (0, -1), (1, 0), (2, 0), (1, -1), (1, 0), (2, -1), (1, 0), (1, 0), (0, -1), (1, -1), (1, 0), (1, -1), (0, -1), (0, 0), (0, 0)]"
-10,5,-13.318181037902832,6.659090518951416,0,0.6793093681335449,443.22069679130936,247,380,1185,928,20,960,540,1,"[(1, 0), (1, 0), (1, -1), (2, 0), (1, 0), (0, -1), (1, 0), (2, 0), (1, -1), (1, 0), (2, -1), (1, 0), (1, 0), (0, -1), (1, -1), (1, 0), (1, -1), (0, -1), (0, 0), (0, 0)]"
-10,5,-13.318181037902832,6.659090518951416,0,0.687258243560791,445.49533477303584,260,374,1185,928,20,960,540,1,"[(1, 0), (1, 0), (1, -1), (2, 0), (1, 0), (0, -1), (1, 0), (2, 0), (1, -1), (1, 0), (2, -1), (1, 0), (1, 0), (0, -1), (1, -1), (1, 0), (1, -1), (0, -1), (0, 0), (0, 0)]"
-10,5,-13.318181037902832,6.659090518951416,0,0.6953442096710205,448.20628542175194,273,368,1185,928,20,960,540,1,"[(1, 0), (1, 0), (1, -1), (2, 0), (1, 0), (0, -1), (1, 0), (2, 0), (1, -1), (1, 0), (2, -1), (1, 0), (1, 0), (0, -1), (1, -1), (1, 0), (1, -1), (0, -1), (0, 0), (0, 0)]"
-9,4,-11.459999799728394,5.0933332443237305,0,0.7032661437988281,450.89586676384937,284,363,1185,928,20,960,540,1,"[(1, 0), (1, 0), (1, -1), (2, 0), (1, 0), (0, -1), (1, 0), (2, 0), (1, -1), (1, 0), (2, -1), (1, 0), (1, 0), (0, -1), (1, -1), (1, 0), (1, -1), (0, -1), (0, 0), (0, 0)]"
-9,3,-11.459999799728394,3.819999933242798,0,0.7113392353057861,455.4299087940095,295,360,1185,928,20,960,540,1,"[(1, 0), (1, 0), (1, -1), (2, 0), (1, 0), (0, -1), (1, 0), (2, 0), (1, -1), (1, 0), (2, -1), (1, 0), (1, 0), (0, -1), (1, -1), (1, 0), (1, -1), (0, -1), (0, 0), (0, 0)]"
-9,4,-11.459999799728394,5.0933332443237305,0,0.719426155090332,458.6800614491724,306,355,1185,928,20,960,540,1,"[(1, 0), (1, 0), (1, -1), (2, 0), (1, 0), (0, -1), (1, 0), (2, 0), (1, -1), (1, 0), (2, -1), (1, 0), (1, 0), (0, -1), (1, -1), (1, 0), (1, -1), (0, -1), (0, 0), (0, 0)]"
-9,4,-11.459999799728394,5.0933332443237305,0,0.7273483276367188,462.2171110834507,317,350,1185,928,20,960,540,1,"[(1, 0), (1, 0), (1, -1), (2, 0), (1, 0), (0, -1), (1, 0), (2, 0), (1, -1), (1, 0), (2, -1), (1, 0), (1, 0), (0, -1), (1, -1), (1, 0), (1, -1), (0, -1), (0, 0), (0, 0)]"
-7,5,-8.62749969959259,6.162499785423279,0,0.7353153228759766,463.2451795845363,325,344,1185,928,20,960,540,1,"[(1, 0), (1, 0), (1, -1), (2, 0), (1, 0), (0, -1), (1, 0), (2, 0), (1, -1), (1, 0), (2, -1), (1, 0), (1, 0), (0, -1), (1, -1), (1, 0), (1, -1), (0, -1), (0, 0), (0, 0)]"
-5,5,-5.900000333786011,5.900000333786011,0,0.7433242797851562,463.09724158992935,330,339,1185,928,20,960,540,1,"[(1, 0), (1, 0), (1, -1), (2, 0), (1, 0), (0, -1), (1, 0), (2, 0), (1, -1), (1, 0), (2, -1), (1, 0), (1, 0), (0, -1), (1, -1), (1, 0), (1, -1), (0, -1), (0, 0), (0, 0)]"
-1,7,-1.1800000667572021,8.260000467300415,0,0.7513482570648193,458.10468914549443,331,331,1185,928,20,960,540,1,"[(1, 0), (1, 0), (1, -1), (2, 0), (1, 0), (0, -1), (1, 0), (2, 0), (1, -1), (1, 0), (2, -1), (1, 0), (1, 0), (0, -1), (1, -1), (1, 0), (1, -1), (0, -1), (0, 0), (0, 0)]"
0,6,-0.0,6.670000076293945,0,0.7594113349914551,453.88145037282965,331,325,1185,928,20,960,540,1,"[(1, 0), (1, 0), (1, -1), (2, 0), (1, 0), (0, -1), (1, 0), (2, 0), (1, -1), (1, 0), (2, -1), (1, 0), (1, 0), (0, -1), (1, -1), (1, 0), (1, -1), (0, -1), (0, 0), (0, 0)]"
3,7,3.5400002002716064,8.260000467300415,0,0.7673633098602295,446.1501945631504,328,317,1185,928,20,960,540,1,"[(1, 0), (1, 0), (1, -1), (2, 0), (1, 0), (0, -1), (1, 0), (2, 0), (1, -1), (1, 0), (2, -1), (1, 0), (1, 0), (0, -1), (1, -1), (1, 0), (1, -1), (0, -1), (0, 0), (0, 0)]"
5,7,6.162499785423279,8.62749969959259,0,0.7753732204437256,436.2790606784056,322,309,1185,928,20,960,540,1,"[(1, 0), (1, 0), (1, -1), (2, 0), (1, 0), (0, -1), (1, 0), (2, 0), (1, -1), (1, 0), (2, -1), (1, 0), (1, 0), (0, -1), (1, -1), (1, 0), (1, -1), (0, -1), (0, 0), (0, 0)]"
6,5,7.080000400543213,5.900000333786011,0,0.7835981845855713,427.7682035050056,315,304,1185,928,20,960,540,1,"[(1, 0), (1, 0), (1, -1), (2, 0), (1, 0), (0, -1), (1, 0), (2, 0), (1, -1), (1, 0), (2, -1), (1, 0), (1, 0), (0, -1), (1, -1), (1, 0), (1, -1), (0, -1), (0, 0), (0, 0)]"
6,4,7.080000400543213,4.720000267028809,0,0.7914283275604248,419.9581374971289,308,300,1185,928,20,960,540,1,"[(1, 0), (1, 0), (1, -1), (2, 0), (1, 0), (0, -1), (1, 0), (2, 0), (1, -1), (1, 0), (2, -1), (1, 0), (1, 0), (0, -1), (1, -1), (1, 0), (1, -1), (0, -1), (0, 0), (0, 0)]"
5,5,5.900000333786011,5.900000333786011,0,0.7998733520507812,412.8876919466917,303,295,1185,928,20,960,540,1,"[(1, 0), (1, 0), (1, -1), (2, 0), (1, 0), (0, -1), (1, 0), (2, 0), (1, -1), (1, 0), (2, -1), (1, 0), (1, 0), (0, -1), (1, -1), (1, 0), (1, -1), (0, -1), (0, 0), (0, 0)]"
