dx,dy,button,rx,ry,time,distance,targetID,directionX,directionY,targetX,targetY,initMouseX,initMouseY,targetSize,reward
0,0,0,0,0,0,622.1012779282808,1,559,-273,1519,327,960,600,20,0
0,0,0,0,0,0,622.1012779282808,1,559,-273,1519,327,960,600,20,0
0,0,0,0,0,0,622.1012779282808,1,559,-273,1519,327,960,600,20,0
0,0,0,0,0,0,622.1012779282808,1,559,-273,1519,327,960,600,20,0
0,0,0,0,0,0,622.1012779282808,1,559,-273,1519,327,960,600,20,0
0,0,0,0,0,0,622.1012779282808,1,559,-273,1519,327,960,600,20,0
0,0,0,0,0,0,622.1012779282808,1,559,-273,1519,327,960,600,20,0
0,0,0,0,0,0,622.1012779282808,1,559,-273,1519,327,960,600,20,0
0,0,0,0,0,0,622.1012779282808,1,559,-273,1519,327,960,600,20,0
0,0,0,0,0,0,622.1012779282808,1,559,-273,1519,327,960,600,20,0
0,0,0,0,0,0,622.1012779282808,1,559,-273,1519,327,960,600,20,0
0,0,0,0,0,0,622.1012779282808,1,559,-273,1519,327,960,600,20,0
0,0,0,0,0,0,622.1012779282808,1,559,-273,1519,327,960,600,20,0
0,0,0,0,0,0,622.1012779282808,1,559,-273,1519,327,960,600,20,0
0,0,0,0,0,0,622.1012779282808,1,559,-273,1519,327,960,600,20,0
0,0,0,0,0,0,622.1012779282808,1,559,-273,1519,327,960,600,20,0
0,0,0,0,0,0,622.1012779282808,1,559,-273,1519,327,960,600,20,0
0,0,0,0,0,0,622.1012779282808,1,559,-273,1519,327,960,600,20,0
0,0,0,0,0,0,622.1012779282808,1,559,-273,1519,327,960,600,20,0
0,0,0,0,0,0,622.1012779282808,1,559,-273,1519,327,960,600,20,0
2,0,0,3.0,-0.0,0.09432601928710938,619.4069744521771,1,556,-273,1519,327,963,600,20,154.78
3,0,0,4.5,-0.0,0.10208821296691895,615.8189669050475,1,552,-273,1519,327,967,600,20,24.24
3,0,0,4.5,-0.0,0.11022019386291504,612.2360655825496,1,548,-273,1519,327,971,600,20,24.12
1,0,0,1.5,-0.0,0.11818909645080566,611.3411486232544,1,547,-273,1519,327,972,600,20,8.13
1,0,0,1.5,-0.0,0.12607502937316895,610.4465578574426,1,546,-273,1519,327,973,600,20,8.12
1,0,0,1.5,-0.0,0.1340491771697998,609.5522947212979,1,545,-273,1519,327,974,600,20,8.11
1,0,0,1.5,-0.0,0.14217710494995117,608.6583606589168,1,544,-273,1519,327,975,600,20,8.1
1,0,0,1.5,-0.0,0.15026402473449707,607.764757122359,1,543,-273,1519,327,976,600,20,8.09
2,0,0,3.0,-0.0,0.16628408432006836,605.0859443087403,1,540,-273,1519,327,979,600,20,19.02
1,0,0,1.5,-0.0,0.1750040054321289,604.1936775571224,1,539,-273,1519,327,980,600,20,8.05
2,0,0,3.0,-0.0,0.18233203887939453,601.5189107584233,1,536,-273,1519,327,983,600,20,18.92
4,0,0,6.0,-0.0,0.19012212753295898,596.1786644958037,1,530,-273,1519,327,989,600,20,32.16
4,-1,0,6.0,-1.5,0.19803619384765625,589.9296568235911,1,524,-271,1519,327,995,598,20,37.39
6,-2,0,9.0,-3.0,0.20615506172180176,580.5592131729545,1,515,-268,1519,327,1004,595,20,48.46
8,-3,0,12.0,-4.5,0.21403121948242188,567.6072585864279,1,503,-263,1519,327,1016,590,20,58.85
14,-6,0,21.0,-9.0,0.22225117683410645,544.8302487931447,1,482,-254,1519,327,1037,581,20,76.33
18,-7,0,27.0,-10.5,0.2302560806274414,515.8236132632937,1,455,-243,1519,327,1064,570,20,81.12
18,-8,0,27.0,-12.0,0.23809599876403809,486.3589209626981,1,428,-231,1519,327,1091,558,20,78.96
19,-9,0,28.5,-13.5,0.24633002281188965,455.0703242357163,1,400,-217,1519,327,1119,544,20,78.31
18,-8,0,27.0,-12.0,0.25421619415283203,425.62189793289537,1,373,-205,1519,327,1146,532,20,72.24
19,-8,0,28.5,-12.0,0.2640371322631836,395.3150642209325,1,345,-193,1519,327,1174,520,20,69.25
18,-9,0,27.0,-13.5,0.27022409439086914,364.9177989629993,1,318,-179,1519,327,1201,506,20,67.07
19,-9,0,28.5,-13.5,0.2781250476837158,333.65401241405743,1,290,-165,1519,327,1229,492,20,63.32
20,-10,0,30.0,-15.0,0.28624606132507324,300.1666203960727,1,260,-150,1519,327,1259,477,20,60.24
23,-9,0,34.5,-13.5,0.2943871021270752,263.7650469641495,1,226,-136,1519,327,1293,463,20,55.43
22,-9,0,33.0,-13.5,0.3021411895751953,228.32652057962954,1,193,-122,1519,327,1326,449,20,49.48
23,-10,0,34.5,-15.0,0.3103492259979248,191.65072397463047,1,159,-107,1519,327,1360,434,20,44.0
20,-8,0,30.0,-12.0,0.3182342052459717,160.20611723651504,1,129,-95,1519,327,1390,422,20,36.19
18,-8,0,27.0,-12.0,0.32611513137817383,131.50285168010618,1,102,-83,1519,327,1417,410,20,30.26
15,-7,0,22.5,-10.5,0.33413219451904297,107.62899237658968,1,80,-72,1519,327,1439,399,20,24.36
13,-5,0,19.5,-7.5,0.3421921730041504,88.41379982785493,1,61,-64,1519,327,1458,391,20,18.74
11,-5,0,16.5,-7.5,0.35010814666748047,71.84010022264724,1,45,-56,1519,327,1474,383,20,15.04
11,-4,0,16.5,-6.0,0.358335018157959,57.8013840664737,1,29,-50,1519,327,1490,377,20,11.22
9,-5,0,13.5,-7.5,0.3662230968475342,44.94441010848846,1,16,-42,1519,327,1503,369,20,9.06
9,-4,0,13.5,-6.0,0.374330997467041,36.124783736376884,1,3,-36,1519,327,1516,363,20,5.44
8,-4,0,12.0,-6.0,0.38220715522766113,31.32091952673165,1,-9,-30,1519,327,1528,357,20,2.36
6,-4,0,9.0,-6.0,0.3901221752166748,30.0,1,-18,-24,1519,327,1537,351,20,-0.27
6,-4,0,9.0,-6.0,0.3982720375061035,32.449961479175904,1,-27,-18,1519,327,1546,345,20,-1.1
4,-3,0,6.0,-4.5,0.40610814094543457,35.4682957019364,1,-33,-13,1519,327,1552,340,20,-0.63
5,-3,0,7.5,-4.5,0.41422200202941895,40.792156108742276,1,-40,-8,1519,327,1559,335,20,-0.47
4,-3,0,6.0,-4.5,0.42224717140197754,46.09772228646444,1,-46,-3,1519,327,1565,330,20,-0.13
3,-3,0,4.5,-4.5,0.4310331344604492,50.039984012787215,1,-50,2,1519,327,1569,325,20,0.1
3,-3,0,4.5,-4.5,0.4383242130279541,54.45181356024793,1,-54,7,1519,327,1573,320,20,0.29
2,-2,0,3.0,-3.0,0.4462900161743164,57.87054518492115,1,-57,10,1519,327,1576,317,20,1.04
2,-2,0,3.0,-3.0,0.45417118072509766,61.39218191268331,1,-60,13,1519,327,1579,314,20,1.17
1,-1,0,1.5,-1.5,0.46203112602233887,62.81719509815764,1,-61,15,1519,327,1580,312,20,1.55
1,-1,0,1.5,-1.5,0.47023820877075195,64.28841264178172,1,-62,17,1519,327,1581,310,20,1.58
1,-1,0,1.5,-1.5,0.47809815406799316,65.80273550544841,1,-63,19,1519,327,1582,308,20,1.62
2,-2,0,3.0,-3.0,0.4861290454864502,69.57010852370435,1,-66,22,1519,327,1585,305,20,1.54
1,-1,0,1.5,-1.5,0.494218111038208,71.16881339463234,1,-67,24,1519,327,1586,303,20,1.73
1,-2,0,1.5,-3.0,0.5030941963195801,73.16419889536138,1,-68,27,1519,327,1587,300,20,1.26
1,-2,0,1.5,-3.0,0.510181188583374,75.23961722390672,1,-69,30,1519,327,1588,297,20,1.31
0,-1,0,-0.0,-1.5,0.5182662010192871,76.05918747922567,1,-69,32,1519,327,1588,295,20,2.21
-4,0,0,-6.0,-0.0,0.558225154876709,70.66116330771806,1,-63,32,1519,327,1582,295,20,7.84
-6,1,0,-9.0,1.5,0.566472053527832,62.26556030423239,1,-54,31,1519,327,1573,296,20,9.59
-6,2,0,-9.0,3.0,0.574275016784668,53.0,1,-45,28,1519,327,1564,299,20,9.95
-6,2,0,-9.0,3.0,0.5822741985321045,43.829214001622255,1,-36,25,1519,327,1555,302,20,8.61
-6,3,0,-9.0,4.5,0.5902161598205566,34.20526275297414,1,-27,21,1519,327,1546,306,20,7.92
-6,1,0,-9.0,1.5,0.5981471538543701,26.90724809414742,1,-18,20,1519,327,1537,307,20,4.49
-3,1,0,-4.5,1.5,0.606187105178833,23.021728866442675,1,-13,19,1519,327,1532,308,20,2.61
-2,1,0,-3.0,1.5,0.6141111850738525,20.591260281974,1,-10,18,1519,327,1529,309,20,1.91
0,2,0,-0.0,3.0,0.6220901012420654,18.027756377319946,1,-10,15,1519,327,1529,312,20,2.17
-1,0,0,-1.5,-0.0,0.6303441524505615,17.0,1,-8,15,1519,327,1527,312,20,0.57
-1,0,0,-1.5,-0.0,0.7103791236877441,16.15549442140351,1,-6,15,1519,327,1525,312,20,0.28
-3,2,0,-4.5,3.0,0.7182152271270752,12.041594578792296,1,-1,12,1519,327,1520,315,20,1.3
-2,2,0,-3.0,3.0,0.7264180183410645,9.219544457292887,1,2,9,1519,327,1517,318,20,0.51
-2,3,0,-3.0,4.5,0.7341101169586182,7.0710678118654755,1,5,5,1519,327,1514,322,20,-0.71
-1,2,0,-1.5,3.0,0.7421321868896484,7.280109889280518,1,7,2,1519,327,1512,325,20,0.51
-2,1,0,-3.0,1.5,0.7500841617584229,10.04987562112089,1,10,1,1519,327,1509,326,20,-0.23
-1,1,0,-1.5,1.5,0.7581779956817627,12.0,1,12,0,1519,327,1507,327,20,0.49
0,1,0,-0.0,1.5,0.7661151885986328,12.041594578792296,1,12,-1,1519,327,1507,328,20,7.09
-1,0,0,-1.5,-0.0,0.7742900848388672,14.035668847618199,1,14,-1,1519,327,1505,328,20,3.35
0,0,1,-0.0,-0.0,0.8251361846923828,14.035668847618199,1,14,-1,1519,327,1505,328,20,31.09
0,0,0,-0.0,-0.0,0.07461333274841309,942.847813806661,2,-929,-161,576,167,1505,328,28,198.82
-2,1,0,-3.0,1.5,0.1865551471710205,940.0638276202313,2,-926,-162,576,167,1505,328,28,19.08
-5,2,0,-7.5,3.0,0.19449520111083984,932.7105660385755,2,-918,-165,576,167,1505,328,28,41.27
-8,2,0,-12.0,3.0,0.2024383544921875,921.4445181344344,2,-906,-168,576,167,1505,328,28,56.21
-9,4,0,-13.5,6.0,0.21064019203186035,908.8124118870736,2,-892,-174,576,167,1505,328,28,59.77
-12,2,0,-18.0,3.0,0.21896123886108398,891.7426758880613,2,-874,-177,576,167,1505,328,28,72.37
-17,4,0,-25.5,6.0,0.2265453338623047,867.5211812976096,2,-848,-183,576,167,1505,328,28,86.41
-22,3,0,-33.0,4.5,0.23458623886108398,836.1782106704288,2,-815,-187,576,167,1505,328,28,96.29
-22,2,0,-33.0,3.0,0.24269723892211914,804.7508931340182,2,-782,-190,576,167,1505,328,28,94.28
-24,1,0,-36.0,1.5,0.2510261535644531,770.0629844369874,2,-746,-191,576,167,1505,328,28,96.16
-23,0,0,-34.5,-0.0,0.2586531639099121,736.2078510855478,2,-711,-191,576,167,1505,328,28,92.64
