dx,dy,rx,ry,button,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID
0,0,-0.0,-0.0,0,1.184347152709961,886.1428457561885,896,-16,1856,524,20,960,540,1
0,-1,-0.0,-0.6899999976158142,0,1.4061460494995117,886.1428457561885,896,-16,1856,524,20,960,540,1
1,-1,0.6899999976158142,-0.6899999976158142,0,1.4101982116699219,886.1428457561885,896,-16,1856,524,20,960,540,1
1,-1,0.6899999976158142,-0.6899999976158142,0,1.4140071868896484,886.1428457561885,896,-16,1856,524,20,960,540,1
1,-1,0.6899999976158142,-0.6899999976158142,0,1.4170300960540771,886.1428457561885,896,-16,1856,524,20,960,540,1
2,-1,1.5800000429153442,-0.7900000214576721,0,1.4180281162261963,885.1430053349018,895,-16,1856,524,20,960,540,1
0,-1,-0.0,-0.6899999976158142,0,1.4201250076293945,885.1430053349018,895,-16,1856,524,20,960,540,1
2,0,1.5800000429153442,-0.0,0,1.427044153213501,884.1431652705287,894,-16,1856,524,20,960,540,1
1,-1,0.6899999976158142,-0.6899999976158142,0,1.42706298828125,884.1431652705287,894,-16,1856,524,20,960,540,1
1,-1,0.6899999976158142,-0.6899999976158142,0,1.4270780086517334,884.1431652705287,894,-16,1856,524,20,960,540,1
1,0,0.6899999976158142,-0.0,0,1.4279839992523193,884.1431652705287,894,-16,1856,524,20,960,540,1
1,0,0.6899999976158142,-0.0,0,1.430204153060913,884.1431652705287,894,-16,1856,524,20,960,540,1
1,-1,0.6899999976158142,-0.6899999976158142,0,1.4348540306091309,884.1431652705287,894,-16,1856,524,20,960,540,1
2,0,1.5800000429153442,-0.0,0,1.434920072555542,883.143325564268,893,-16,1856,524,20,960,540,1
0,-1,-0.0,-0.6899999976158142,0,1.4361281394958496,883.143325564268,893,-16,1856,524,20,960,540,1
2,0,1.5800000429153442,-0.0,0,1.4382572174072266,882.1434862173237,892,-16,1856,524,20,960,540,1
1,0,0.6899999976158142,-0.0,0,1.4454421997070312,882.1434862173237,892,-16,1856,524,20,960,540,1
1,0,0.6899999976158142,-0.0,0,1.4456350803375244,882.1434862173237,892,-16,1856,524,20,960,540,1
1,-1,0.6899999976158142,-0.6899999976158142,0,1.4456682205200195,882.1434862173237,892,-16,1856,524,20,960,540,1
1,0,0.6899999976158142,-0.0,0,1.4461162090301514,882.1434862173237,892,-16,1856,524,20,960,540,1
1,0,0.6899999976158142,-0.0,0,1.4481120109558105,882.1434862173237,892,-16,1856,524,20,960,540,1
1,0,0.6899999976158142,-0.0,0,1.454935073852539,882.1434862173237,892,-16,1856,524,20,960,540,1
1,-1,0.6899999976158142,-0.6899999976158142,0,1.4549551010131836,882.1434862173237,892,-16,1856,524,20,960,540,1
1,0,0.6899999976158142,-0.0,0,1.454970121383667,882.1434862173237,892,-16,1856,524,20,960,540,1
1,0,0.6899999976158142,-0.0,0,1.4560551643371582,882.1434862173237,892,-16,1856,524,20,960,540,1
1,0,0.6899999976158142,-0.0,0,1.458116054534912,882.1434862173237,892,-16,1856,524,20,960,540,1
1,0,0.6899999976158142,-0.0,0,1.4639952182769775,882.1434862173237,892,-16,1856,524,20,960,540,1
1,0,0.6899999976158142,-0.0,0,1.464020013809204,882.1434862173237,892,-16,1856,524,20,960,540,1
1,0,0.6899999976158142,-0.0,0,1.4682061672210693,882.1434862173237,892,-16,1856,524,20,960,540,1
1,0,0.6899999976158142,-0.0,0,1.4737460613250732,882.1434862173237,892,-16,1856,524,20,960,540,1
1,0,0.6899999976158142,-0.0,0,1.473771095275879,882.1434862173237,892,-16,1856,524,20,960,540,1
1,0,0.6899999976158142,-0.0,0,1.476391077041626,882.1434862173237,892,-16,1856,524,20,960,540,1
1,0,0.6899999976158142,-0.0,0,1.4820301532745361,882.1434862173237,892,-16,1856,524,20,960,540,1
1,0,0.6899999976158142,-0.0,0,1.4822030067443848,882.1434862173237,892,-16,1856,524,20,960,540,1
2,0,1.5800000429153442,-0.0,0,1.48222017288208,881.1436472309052,891,-16,1856,524,20,960,540,1
1,0,0.6899999976158142,-0.0,0,1.4843590259552002,881.1436472309052,891,-16,1856,524,20,960,540,1
2,0,1.5800000429153442,-0.0,0,1.4926211833953857,880.1438086062274,890,-16,1856,524,20,960,540,1
