dx,dy,button,rx,ry,time,distance,targetID,directionX,directionY,targetX,targetY,initMouseX,initMouseY,targetSize,score
-1,1,0,-1.5,1.5,0.1948096752166748,288.9180489699476,1,54,294,1013,895,960,600,20,94.45
-1,3,0,-1.5,4.5,0.2027266025543213,285.16944286290885,1,55,290,1013,895,960,600,20,15.53
0,3,0,-0.0,4.5,0.21065068244934082,281.240450487222,1,55,286,1013,895,960,600,20,17.06
-1,3,0,-1.5,4.5,0.21869468688964844,277.50652166516153,1,56,282,1013,895,960,600,20,15.18
-2,5,0,-3.0,7.5,0.2267017364501953,271.2578887782528,1,59,275,1013,895,960,600,20,21.15
-1,5,0,-1.5,7.5,0.23469853401184082,264.63430230034993,1,60,268,1013,895,960,600,20,22.42
0,5,0,-0.0,7.5,0.2428436279296875,257.8077668776617,1,60,261,1013,895,960,600,20,23.14
-1,6,0,-1.5,9.0,0.2507476806640625,249.27784324928348,1,61,252,1013,895,960,600,20,25.48
0,7,0,-0.0,10.5,0.25868773460388184,239.56962956257317,1,61,242,1013,895,960,600,20,27.36
0,13,0,-0.0,19.5,0.2668037414550781,221.19256043393784,1,61,223,1013,895,960,600,20,36.5
2,14,0,3.0,21.0,0.2747666835784912,200.16184239771025,1,58,202,1013,895,960,600,20,37.1
2,14,0,3.0,21.0,0.28276562690734863,179.1718795170149,1,55,181,1013,895,960,600,20,34.15
4,13,0,6.0,19.5,0.2906947135925293,159.24833824885843,1,49,162,1013,895,960,600,20,33.67
2,11,0,3.0,16.5,0.2988705635070801,143.07514494521962,1,46,146,1013,895,960,600,20,26.25
2,9,0,3.0,13.5,0.3068506717681885,129.77839604173457,1,43,133,1013,895,960,600,20,22.8
4,7,0,6.0,10.5,0.31490468978881836,118.4445405612866,1,37,123,1013,895,960,600,20,18.43
2,8,0,3.0,12.0,0.3230266571044922,106.09048195265622,1,34,111,1013,895,960,600,20,19.98
3,6,0,4.5,9.0,0.33083367347717285,96.3202708800161,1,30,102,1013,895,960,600,20,15.68
2,6,0,3.0,9.0,0.3386566638946533,86.84007434941384,1,27,93,1013,895,960,600,20,16.03
3,6,0,4.5,9.0,0.34679555892944336,77.09190547921202,1,23,84,1013,895,960,600,20,13.52
2,4,0,3.0,6.0,0.3549675941467285,70.52328855678958,1,20,78,1013,895,960,600,20,10.03
1,4,0,1.5,6.0,0.3627767562866211,64.46475676452586,1,19,72,1013,895,960,600,20,10.26
1,2,0,1.5,3.0,0.3707747459411621,61.30918594402827,1,18,69,1013,895,960,600,20,7.93
1,1,0,1.5,1.5,0.3787877559661865,60.092795635500224,1,17,68,1013,895,960,600,20,3.06
0,2,0,-0.0,3.0,0.38665175437927246,57.186308128963304,1,17,65,1013,895,960,600,20,5.74
0,1,0,-0.0,1.5,0.39478468894958496,56.21933252457322,1,17,64,1013,895,960,600,20,3.75
0,1,0,-0.0,1.5,0.4027285575866699,55.25335240430181,1,17,63,1013,895,960,600,20,3.71
1,0,0,1.5,-0.0,0.41073155403137207,55.0,1,16,63,1013,895,960,600,20,0.58
0,1,0,-0.0,1.5,0.4187126159667969,54.031242374328485,1,16,62,1013,895,960,600,20,3.75
0,1,0,-0.0,1.5,0.4268827438354492,53.06346010171025,1,16,61,1013,895,960,600,20,3.71
1,0,0,1.5,-0.0,0.4347517490386963,52.81719509815764,1,15,61,1013,895,960,600,20,0.55
0,1,0,-0.0,1.5,0.4426596164703369,51.84658438426491,1,15,60,1013,895,960,600,20,3.76
1,0,0,1.5,-0.0,0.45078158378601074,51.61168720299745,1,14,60,1013,895,960,600,20,0.52
1,1,0,1.5,1.5,0.4748806953430176,50.41522986797286,1,13,59,1013,895,960,600,20,2.77
1,0,0,1.5,-0.0,0.4827876091003418,50.207972893961475,1,12,59,1013,895,960,600,20,0.45
2,2,0,3.0,3.0,0.49063563346862793,46.71860364994893,1,9,56,1013,895,960,600,20,4.41
1,2,0,1.5,3.0,0.49872469902038574,43.600373133029585,1,8,53,1013,895,960,600,20,5.83
1,2,0,1.5,3.0,0.5067417621612549,40.48762224545735,1,7,50,1013,895,960,600,20,5.59
1,1,0,1.5,1.5,0.5147836208343506,39.36598018878993,1,6,49,1013,895,960,600,20,2.24
0,2,0,-0.0,3.0,0.5229055881500244,36.389654018972806,1,6,46,1013,895,960,600,20,5.76
1,2,0,1.5,3.0,0.5307295322418213,33.289721643826724,1,5,43,1013,895,960,600,20,5.05
0,2,0,-0.0,3.0,0.5387606620788574,30.311288741492746,1,5,40,1013,895,960,600,20,5.51
0,2,0,-0.0,3.0,0.5467145442962646,27.336309405188942,1,5,37,1013,895,960,600,20,5.25
0,2,0,-0.0,3.0,0.5547585487365723,24.365680554879162,1,5,34,1013,895,960,600,20,4.97
0,2,0,-0.0,3.0,0.5628576278686523,21.400636936215164,1,5,31,1013,895,960,600,20,4.68
-1,3,0,-1.5,4.5,0.5707306861877441,17.65863337187866,1,6,27,1013,895,960,600,20,3.24
-1,3,0,-1.5,4.5,0.5788676738739014,14.041630560342615,1,7,23,1013,895,960,600,20,2.7
0,3,0,-0.0,4.5,0.5867276191711426,10.248456731316587,1,7,19,1013,895,960,600,20,3.1
-1,4,0,-1.5,6.0,0.5947437286376953,5.264337522473747,1,8,13,1013,895,960,600,20,1.83
0,2,0,-0.0,3.0,0.6027047634124756,2.806248474865697,1,8,10,1013,895,960,600,20,1.17
0,2,0,-0.0,3.0,0.610724687576294,0.63014581273465,1,8,7,1013,895,960,600,20,0.53
0,1,0,-0.0,1.5,0.6192505359649658,0.0,1,8,6,1013,895,960,600,20,0.42
0,2,0,-0.0,3.0,0.6267657279968262,-1.4559962546824696,1,8,3,1013,895,960,600,20,-0.45
0,1,0,-0.0,1.5,0.65073561668396,-1.7537887487646788,1,8,2,1013,895,960,600,20,-0.3
1,1,0,1.5,1.5,0.6667957305908203,-2.9289321881345245,1,7,1,1013,895,960,600,20,0.66
0,0,1,-0.0,-0.0,0.7469825744628906,-2.9289321881345245,1,7,1,1013,895,960,600,20,26.09
0,0,0,-0.0,-0.0,0.08553743362426758,849.3532702152634,2,-612,-637,394,257,1006,894,68,187.14
-2,0,0,-3.0,-0.0,0.19154143333435059,847.277481840992,2,-609,-637,394,257,1006,894,68,6.38
-2,0,0,-3.0,-0.0,0.19954752922058105,845.2070290892811,2,-606,-637,394,257,1006,894,68,6.36
