dx,dy,button,rx,ry,time,distance,targetID,directionX,directionY,targetX,targetY,initMouseX,initMouseY,targetSize,reward
0,0,0,0,0,0,887.4756334683224,1,778,-427,1738,173,960,600,20,0
0,0,0,0,0,0,887.4756334683224,1,778,-427,1738,173,960,600,20,0
0,0,0,0,0,0,887.4756334683224,1,778,-427,1738,173,960,600,20,0
0,0,0,0,0,0,887.4756334683224,1,778,-427,1738,173,960,600,20,0
0,0,0,0,0,0,887.4756334683224,1,778,-427,1738,173,960,600,20,0
0,0,0,0,0,0,887.4756334683224,1,778,-427,1738,173,960,600,20,0
0,0,0,0,0,0,887.4756334683224,1,778,-427,1738,173,960,600,20,0
0,0,0,0,0,0,887.4756334683224,1,778,-427,1738,173,960,600,20,0
0,0,0,0,0,0,887.4756334683224,1,778,-427,1738,173,960,600,20,0
0,0,0,0,0,0,887.4756334683224,1,778,-427,1738,173,960,600,20,0
0,0,0,0,0,0,887.4756334683224,1,778,-427,1738,173,960,600,20,0
0,0,0,0,0,0,887.4756334683224,1,778,-427,1738,173,960,600,20,0
0,0,0,0,0,0,887.4756334683224,1,778,-427,1738,173,960,600,20,0
0,0,0,0,0,0,887.4756334683224,1,778,-427,1738,173,960,600,20,0
0,0,0,0,0,0,887.4756334683224,1,778,-427,1738,173,960,600,20,0
0,0,0,0,0,0,887.4756334683224,1,778,-427,1738,173,960,600,20,0
0,0,0,0,0,0,887.4756334683224,1,778,-427,1738,173,960,600,20,0
0,0,0,0,0,0,887.4756334683224,1,778,-427,1738,173,960,600,20,0
0,0,0,0,0,0,887.4756334683224,1,778,-427,1738,173,960,600,20,0
0,0,0,0,0,0,887.4756334683224,1,778,-427,1738,173,960,600,20,0
-1,0,0,-1.0,-0.0,0.05132460594177246,888.3524075500668,1,779,-427,1738,173,959,600,20,192.1
-1,-1,0,-1.0,-1.0,0.05942869186401367,888.7496835442474,1,780,-426,1738,173,958,599,20,21.14
-1,0,0,-1.0,-0.0,0.06730771064758301,889.6274501160584,1,781,-426,1738,173,957,599,20,11.74
-2,-1,0,-2.0,-1.0,0.07530069351196289,890.9062801439891,1,783,-425,1738,173,955,598,20,7.79
-1,0,0,-1.0,-0.0,0.0834505558013916,891.7852880598558,1,784,-425,1738,173,954,598,20,11.75
-2,-1,0,-2.0,-1.0,0.09931373596191406,893.0688663255482,1,786,-424,1738,173,952,597,20,7.78
-1,-1,0,-1.0,-1.0,0.10730957984924316,893.4752374856283,1,787,-423,1738,173,951,596,20,20.8
-2,-1,0,-2.0,-1.0,0.11524772644042969,894.7653323637433,1,789,-422,1738,173,949,595,20,7.76
-1,0,0,-1.0,-0.0,0.12336063385009766,895.6472519915416,1,790,-422,1738,173,948,595,20,11.76
-1,-1,0,-1.0,-1.0,0.13127470016479492,896.0591498333132,1,791,-421,1738,173,947,594,20,20.6
