dx,dy,rx,ry,button,time,targetX,targetY,targetSize,distance,directionX,directionY
0,-1,-0.0,-0.5799999833106995,0,0.3426332473754883,961,501,20,39.01281840626232,1,-39
-1,-1,-0.5799999833106995,-0.5799999833106995,0,0.3487832546234131,961,501,20,39.01281840626232,1,-39
0,-2,-0.0,-1.309999942779541,0,0.3492603302001953,961,501,20,39.01281840626232,1,-39
-1,-2,-0.6549999713897705,-1.309999942779541,0,0.3492732048034668,961,501,20,39.01281840626232,1,-39
-1,-2,-0.6549999713897705,-1.309999942779541,0,0.3504941463470459,961,501,20,39.01281840626232,1,-39
0,-2,-0.0,-1.309999942779541,0,0.3558652400970459,961,501,20,39.01281840626232,1,-39
-1,-3,-0.7266666889190674,-2.180000066757202,0,0.35587620735168457,961,501,20,39.01281840626232,1,-39
-1,-2,-0.6549999713897705,-1.309999942779541,0,0.35645031929016113,961,501,20,39.01281840626232,1,-39
0,-2,-0.0,-1.309999942779541,0,0.35864710807800293,961,501,20,39.01281840626232,1,-39
-1,-3,-0.7266666889190674,-2.180000066757202,0,0.36068010330200195,961,501,20,39.01281840626232,1,-39
0,-2,-0.0,-1.309999942779541,0,0.3665192127227783,961,501,20,39.01281840626232,1,-39
-1,-2,-0.6549999713897705,-1.309999942779541,0,0.36696910858154297,961,501,20,39.01281840626232,1,-39
