dx,dy,rx,ry,button,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID
-1,0,-0.6899999976158142,-0.0,4,0.21564126014709473,170.9447429465692,95,154,1048,723,20,953,569,1
0,0,-0.0,-0.0,0,0.23539519309997559,170.9447429465692,95,154,1048,723,20,953,569,1
-1,0,-0.6899999976158142,-0.0,0,0.3194870948791504,170.9447429465692,95,154,1048,723,20,953,569,1
2,2,1.5800000429153442,1.5800000429153442,0,0.3595881462097168,169.56892826989863,94,153,1048,723,20,953,569,1
3,4,3.035999894142151,4.047999858856201,0,0.3676731586456299,164.59095051004218,91,149,1048,723,20,953,569,1
4,4,4.047999858856201,4.047999858856201,0,0.3755302429199219,159.09760495051373,87,145,1048,723,20,953,569,1
3,3,2.7600000500679016,2.7600000500679016,0,0.38361620903015137,156.35504200354134,85,143,1048,723,20,953,569,1
3,3,2.7600000500679016,2.7600000500679016,0,0.39159417152404785,153.6154026979123,83,141,1048,723,20,953,569,1
2,2,1.5800000429153442,1.5800000429153442,0,0.39949822425842285,152.24672569885655,82,140,1048,723,20,953,569,1
0,2,-0.0,1.5800000429153442,0,0.4076521396636963,151.38463371709216,82,139,1048,723,20,953,569,1
0,3,-0.0,2.6199998259544373,0,0.4154222011566162,149.66527487215245,82,137,1048,723,20,953,569,1
-2,3,-1.7466665506362915,2.6199998259544373,0,0.423673152923584,148.47397262642215,83,135,1048,723,20,953,569,1
-2,5,-2.0239999294281006,5.0599998235702515,0,0.43144702911376953,145.32224567009067,85,130,1048,723,20,953,569,1
-2,6,-2.2233333587646484,6.670000076293945,0,0.43956422805786133,141.47607071745688,87,124,1048,723,20,953,569,1
-2,6,-2.2233333587646484,6.670000076293945,0,0.44773221015930176,137.80054127099805,89,118,1048,723,20,953,569,1
-1,6,-1.1116666793823242,6.670000076293945,0,0.45565319061279297,133.68020044529447,90,112,1048,723,20,953,569,1
0,6,-0.0,6.670000076293945,0,0.46369504928588867,129.05394636614957,90,106,1048,723,20,953,569,1
0,5,-0.0,5.0599998235702515,0,0.47154712677001953,125.28118864054971,90,101,1048,723,20,953,569,1
2,5,2.0239999294281006,5.0599998235702515,0,0.4798440933227539,120.23056476879765,88,96,1048,723,20,953,569,1
2,4,1.840000033378601,3.680000066757202,0,0.48752307891845703,117.34991166074674,87,93,1048,723,20,953,569,1
2,4,1.840000033378601,3.680000066757202,0,0.49574708938598633,114.48293055676348,86,90,1048,723,20,953,569,1
2,3,1.7466665506362915,2.6199998259544373,0,0.5037851333618164,112.34786471369249,85,88,1048,723,20,953,569,1
2,3,1.7466665506362915,2.6199998259544373,0,0.5115070343017578,110.21647141718975,84,86,1048,723,20,953,569,1
1,3,0.8733332753181458,2.6199998259544373,0,0.5196352005004883,108.79393923933998,84,84,1048,723,20,953,569,1
1,2,0.7900000214576721,1.5800000429153442,0,0.5277202129364014,108.0889495253472,84,83,1048,723,20,953,569,1
2,2,1.5800000429153442,1.5800000429153442,0,0.5356481075286865,106.67476162392619,83,82,1048,723,20,953,569,1
0,2,-0.0,1.5800000429153442,0,0.5435612201690674,105.97413504743201,83,81,1048,723,20,953,569,1
1,3,0.8733332753181458,2.6199998259544373,0,0.5519270896911621,104.58621208504974,83,79,1048,723,20,953,569,1
2,2,1.5800000429153442,1.5800000429153442,0,0.5597140789031982,103.17243480636087,82,78,1048,723,20,953,569,1
1,3,0.8733332753181458,2.6199998259544373,0,0.5676751136779785,101.80339887498948,82,76,1048,723,20,953,569,1
3,4,3.035999894142151,4.047999858856201,0,0.5757832527160645,96.88779163215975,79,72,1048,723,20,953,569,1
2,3,1.7466665506362915,2.6199998259544373,0,0.5835051536560059,94.80458005259122,78,70,1048,723,20,953,569,1
1,3,0.8733332753181458,2.6199998259544373,0,0.5917482376098633,93.47946656221224,78,68,1048,723,20,953,569,1
2,2,1.5800000429153442,1.5800000429153442,0,0.5995001792907715,92.06860437960343,77,67,1048,723,20,953,569,1
2,3,1.7466665506362915,2.6199998259544373,0,0.6076481342315674,90.00499987500625,76,65,1048,723,20,953,569,1
3,3,2.7600000500679016,2.7600000500679016,0,0.6156520843505859,87.18538984847466,74,63,1048,723,20,953,569,1
2,3,1.7466665506362915,2.6199998259544373,0,0.6236882209777832,85.13148795220224,73,61,1048,723,20,953,569,1
3,3,2.7600000500679016,2.7600000500679016,0,0.6315321922302246,82.31467922275417,71,59,1048,723,20,953,569,1
3,3,2.7600000500679016,2.7600000500679016,0,0.6396572589874268,79.49860334105779,69,57,1048,723,20,953,569,1
3,2,2.6199998259544373,1.7466665506362915,0,0.6475741863250732,77.32124598286491,67,56,1048,723,20,953,569,1
3,2,2.6199998259544373,1.7466665506362915,0,0.655677080154419,75.14693182963201,65,55,1048,723,20,953,569,1
4,2,3.680000066757202,1.840000033378601,0,0.6637170314788818,72.21921916437786,62,54,1048,723,20,953,569,1
2,1,1.5800000429153442,0.7900000214576721,0,0.6716811656951904,71.46778504415104,61,54,1048,723,20,953,569,1
4,2,3.680000066757202,1.840000033378601,0,0.6798810958862305,68.56844150166147,58,53,1048,723,20,953,569,1
4,2,3.680000066757202,1.840000033378601,0,0.6874761581420898,65.69015788066504,55,52,1048,723,20,953,569,1
5,3,5.0599998235702515,3.035999894142151,0,0.695979118347168,60.00714249274856,50,49,1048,723,20,953,569,1
6,2,6.670000076293945,2.2233333587646484,0,0.7037782669067383,54.38167441127949,44,47,1048,723,20,953,569,1
7,2,8.260000467300415,2.3600001335144043,0,0.7119400501251221,47.62811813689564,36,45,1048,723,20,953,569,1
7,3,8.260000467300415,3.5400002002716064,0,0.7196981906890869,40.47771785649585,28,42,1048,723,20,953,569,1
4,2,3.680000066757202,1.840000033378601,0,0.7276420593261719,38.02082881417188,25,41,1048,723,20,953,569,1
4,2,3.680000066757202,1.840000033378601,0,0.7355892658233643,35.65084884205331,22,40,1048,723,20,953,569,1
2,1,1.5800000429153442,0.7900000214576721,0,0.7437112331390381,35.17742799230607,21,40,1048,723,20,953,569,1
2,2,1.5800000429153442,1.5800000429153442,0,0.7516891956329346,33.829214001622255,20,39,1048,723,20,953,569,1
3,2,2.6199998259544373,1.7466665506362915,0,0.759559154510498,32.04759208325728,18,38,1048,723,20,953,569,1
3,2,2.6199998259544373,1.7466665506362915,0,0.767707109451294,30.311288741492746,16,37,1048,723,20,953,569,1
3,2,2.6199998259544373,1.7466665506362915,0,0.7757611274719238,28.626415831655933,14,36,1048,723,20,953,569,1
2,2,1.5800000429153442,1.5800000429153442,0,0.7837562561035156,27.336309405188942,13,35,1048,723,20,953,569,1
3,2,2.6199998259544373,1.7466665506362915,0,0.7917511463165283,25.735136770411273,11,34,1048,723,20,953,569,1
2,1,1.5800000429153442,0.7900000214576721,0,0.7995462417602539,25.4400902933387,10,34,1048,723,20,953,569,1
2,2,1.5800000429153442,1.5800000429153442,0,0.8077991008758545,24.205262752974143,9,33,1048,723,20,953,569,1
