dx,dy,rx,ry,button,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID,past20dxdy
0,0,-0.0,-0.0,0,0.5466165542602539,402.8001937984041,330,248,1269,928,20,939,680,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
-1,0,-0.6899999976158142,-0.0,0,0.6535284519195557,402.8001937984041,330,248,1269,928,20,939,680,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
-2,2,-1.5800000429153442,1.5800000429153442,0,0.6614804267883301,403.0012106519786,331,247,1269,928,20,939,680,1,"[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0 -1  0]"
-3,1,-2.6199998259544373,0.8733332753181458,0,0.6697025299072266,404.6058369101911,333,247,1269,928,20,939,680,1,"[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0 -1  0 -2  2]"
-1,1,-0.6899999976158142,0.6899999976158142,0,0.6776235103607178,404.6058369101911,333,247,1269,928,20,939,680,1,"[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0 -1  0 -2  2 -3  1]"
-2,2,-1.5800000429153442,1.5800000429153442,0,0.6857194900512695,404.81562169233695,334,246,1269,928,20,939,680,1,"[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0 -1  0 -2  2 -3  1 -1  1]"
-1,0,-0.6899999976158142,-0.0,0,0.6936235427856445,404.81562169233695,334,246,1269,928,20,939,680,1,"[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0 -1  0 -2  2 -3  1 -1  1 -2  2]"
0,1,-0.0,0.6899999976158142,0,0.7015984058380127,404.81562169233695,334,246,1269,928,20,939,680,1,"[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0 -1  0 -2  2 -3  1 -1  1 -2  2 -1  0]"
1,-1,0.6899999976158142,-0.6899999976158142,0,0.7175993919372559,404.81562169233695,334,246,1269,928,20,939,680,1,"[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0 -1  0 -2  2 -3  1 -1  1 -2  2 -1  0  0  1]"
2,-3,1.7466665506362915,-2.6199998259544373,0,0.7255334854125977,405.20236030157633,333,248,1269,928,20,939,680,1,"[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
 -1  0 -2  2 -3  1 -1  1 -2  2 -1  0  0  1  1 -1]"
