dx,dy,button,rx,ry,time,distance,targetID,directionX,directionY,targetX,targetY,initMouseX,initMouseY,targetSize,reward
0,0,0,0,0,0,591.2224623608274,1,262,-530,1222,70,960,600,20,0
0,0,0,0,0,0,591.2224623608274,1,262,-530,1222,70,960,600,20,0
0,0,0,0,0,0,591.2224623608274,1,262,-530,1222,70,960,600,20,0
0,0,0,0,0,0,591.2224623608274,1,262,-530,1222,70,960,600,20,0
0,0,0,0,0,0,591.2224623608274,1,262,-530,1222,70,960,600,20,0
0,0,0,0,0,0,591.2224623608274,1,262,-530,1222,70,960,600,20,0
0,0,0,0,0,0,591.2224623608274,1,262,-530,1222,70,960,600,20,0
0,0,0,0,0,0,591.2224623608274,1,262,-530,1222,70,960,600,20,0
0,0,0,0,0,0,591.2224623608274,1,262,-530,1222,70,960,600,20,0
0,0,0,0,0,0,591.2224623608274,1,262,-530,1222,70,960,600,20,0
0,0,0,0,0,0,591.2224623608274,1,262,-530,1222,70,960,600,20,0
0,0,0,0,0,0,591.2224623608274,1,262,-530,1222,70,960,600,20,0
0,0,0,0,0,0,591.2224623608274,1,262,-530,1222,70,960,600,20,0
0,0,0,0,0,0,591.2224623608274,1,262,-530,1222,70,960,600,20,0
0,0,0,0,0,0,591.2224623608274,1,262,-530,1222,70,960,600,20,0
0,0,0,0,0,0,591.2224623608274,1,262,-530,1222,70,960,600,20,0
0,0,0,0,0,0,591.2224623608274,1,262,-530,1222,70,960,600,20,0
0,0,0,0,0,0,591.2224623608274,1,262,-530,1222,70,960,600,20,0
0,0,0,0,0,0,591.2224623608274,1,262,-530,1222,70,960,600,20,0
0,0,0,0,0,0,591.2224623608274,1,262,-530,1222,70,960,600,20,0
1,0,0,1.0,-0.0,0.1663503646850586,590.7799928907546,1,261,-530,1222,70,961,600,20,150.31
4,1,0,4.0,1.0,0.1744372844696045,589.9237238830118,1,257,-531,1222,70,965,601,20,6.17
4,0,0,4.0,-0.0,0.1827542781829834,588.192145476289,1,253,-531,1222,70,969,601,20,11.96
5,0,0,5.0,-0.0,0.1902773380279541,586.0588707629977,1,248,-531,1222,70,974,601,20,14.29
5,-2,0,5.0,-2.0,0.19822239875793457,582.142594215541,1,243,-529,1222,70,979,599,20,24.37
3,-1,0,3.0,-1.0,0.2062232494354248,579.9862067325395,1,240,-528,1222,70,982,598,20,14.81
3,-1,0,3.0,-1.0,0.21424126625061035,577.8390779447163,1,237,-527,1222,70,985,597,20,14.72
2,-1,0,2.0,-1.0,0.2222301959991455,576.1084967260941,1,235,-526,1222,70,987,596,20,12.52
-1,-1,0,-1.0,-1.0,0.3021862506866455,575.6048992147305,1,236,-525,1222,70,986,595,20,3.96
-3,0,0,-3.0,-0.0,0.3105583190917969,576.8413993464754,1,239,-525,1222,70,983,595,20,6.02
-2,0,0,-2.0,-0.0,0.3181943893432617,577.6729178349977,1,241,-525,1222,70,981,595,20,8.58
-2,0,0,-2.0,-0.0,0.3264322280883789,578.5101554856233,1,243,-525,1222,70,979,595,20,8.54
-2,0,0,-2.0,-0.0,0.33442139625549316,579.3530875036397,1,245,-525,1222,70,977,595,20,8.5
-3,0,0,-3.0,-0.0,0.34241628646850586,580.6281081725203,1,248,-525,1222,70,974,595,20,5.9
-4,0,0,-4.0,-0.0,0.35033226013183594,582.347834202206,1,252,-525,1222,70,970,595,20,4.55
-4,0,0,-4.0,-0.0,0.35831141471862793,584.0898903422315,1,256,-525,1222,70,966,595,20,4.52
-4,1,0,-4.0,1.0,0.3664534091949463,586.7503728162428,1,260,-526,1222,70,962,596,20,3.53
-2,1,0,-2.0,1.0,0.37436628341674805,588.5346209017783,1,262,-527,1222,70,960,597,20,5.25
-3,2,0,-3.0,2.0,0.3821742534637451,591.6637558613845,1,265,-529,1222,70,957,599,20,3.88
-4,2,0,-4.0,2.0,0.3902163505554199,595.2495275092623,1,269,-531,1222,70,953,601,20,3.29
-6,4,0,-6.0,4.0,0.3984963893890381,601.5396911260303,1,275,-535,1222,70,947,605,20,2.71
-7,5,0,-7.0,5.0,0.40677428245544434,609.1994747207191,1,282,-540,1222,70,940,610,20,2.6
-8,6,0,-8.0,6.0,0.4142482280731201,618.236200816484,1,290,-546,1222,70,932,616,20,2.52
-8,6,0,-8.0,6.0,0.4224224090576172,627.3021600472933,1,298,-552,1222,70,924,622,20,2.55
-6,5,0,-6.0,5.0,0.4303572177886963,634.5589019153383,1,304,-557,1222,70,918,627,20,3.0
-4,4,0,-4.0,4.0,0.4380793571472168,639.9882811427096,1,308,-561,1222,70,914,631,20,3.79
-2,2,0,-2.0,2.0,0.4462313652038574,642.7044421816298,1,310,-563,1222,70,912,633,20,5.22
-1,2,0,-1.0,2.0,0.4543774127960205,644.9387567823785,1,311,-565,1222,70,911,635,20,8.23
1,0,0,1.0,-0.0,0.4943501949310303,644.4571358903554,1,310,-565,1222,70,912,635,20,4.24
3,0,0,3.0,-0.0,0.5023024082183838,643.0194398305545,1,307,-565,1222,70,915,635,20,10.81
3,-1,0,3.0,-1.0,0.5102353096008301,640.7121038344757,1,304,-564,1222,70,918,634,20,16.78
7,-3,0,7.0,-3.0,0.5182623863220215,634.7676740351544,1,297,-561,1222,70,925,631,20,35.67
8,-5,0,8.0,-5.0,0.5262243747711182,626.6234914204861,1,289,-556,1222,70,933,626,20,44.68
9,-8,0,9.0,-8.0,0.5343282222747803,615.3893076744184,1,280,-548,1222,70,942,618,20,55.01
11,-9,0,11.0,-9.0,0.542229413986206,602.3968791419823,1,269,-539,1222,70,953,609,20,59.03
13,-11,0,13.0,-11.0,0.550208330154419,586.787866268552,1,256,-528,1222,70,966,598,20,64.4
15,-15,0,15.0,-15.0,0.5584852695465088,566.7892024377317,1,241,-513,1222,70,981,583,20,71.79
20,-18,0,20.0,-18.0,0.5662922859191895,542.0940877744379,1,221,-495,1222,70,1001,565,20,76.55
20,-25,0,20.0,-25.0,0.5745182037353516,511.17609490272525,1,201,-470,1222,70,1021,540,20,81.33
24,-33,0,24.0,-33.0,0.5822362899780273,471.4848884110709,1,177,-437,1222,70,1045,507,20,84.26
29,-34,0,29.0,-34.0,0.5903143882751465,429.31689927138905,1,148,-403,1222,70,1074,473,20,80.11
27,-33,0,27.0,-33.0,0.5982322692871094,389.2826736447437,1,121,-370,1222,70,1101,440,20,73.64
23,-28,0,23.0,-28.0,0.6062073707580566,355.7639666970223,1,98,-342,1222,70,1124,412,20,64.99
17,-22,0,17.0,-22.0,0.6142802238464355,330.09241130325915,1,81,-320,1222,70,1141,390,20,55.6
12,-18,0,12.0,-18.0,0.6222362518310547,309.78218154051405,1,69,-302,1222,70,1153,372,20,48.08
10,-14,0,10.0,-14.0,0.6308972835540771,293.981291921782,1,59,-288,1222,70,1163,358,20,40.69
8,-13,0,8.0,-13.0,0.6383333206176758,279.6891131238397,1,51,-275,1222,70,1171,345,20,37.4
5,-10,0,5.0,-10.0,0.6461582183837891,268.96282270975667,1,46,-265,1222,70,1176,335,20,31.18
2,-8,0,2.0,-8.0,0.6541802883148193,260.7393334347543,1,44,-257,1222,70,1178,327,20,27.69
0,-7,0,-0.0,-7.0,0.6624343395233154,253.84247083575278,1,44,-250,1222,70,1178,320,20,23.4
0,-7,0,-0.0,-7.0,0.6701343059539795,246.95141222515818,1,44,-243,1222,70,1178,313,20,22.93
-1,-8,0,-1.0,-8.0,0.6780643463134766,239.26972228010797,1,45,-235,1222,70,1177,305,20,23.29
-3,-8,0,-3.0,-8.0,0.6861922740936279,232.01939574095957,1,48,-227,1222,70,1174,297,20,21.12
