dx,dy,rx,ry,button,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID
0,0,-0.0,-0.0,0,0.6958141326904297,770.8738694565211,608,490,1568,1030,20,960,540,1
-1,0,-0.6899999976158142,-0.0,0,0.7515170574188232,770.8738694565211,608,490,1568,1030,20,960,540,1
-1,1,-0.6899999976158142,0.6899999976158142,0,0.7535922527313232,770.8738694565211,608,490,1568,1030,20,960,540,1
-1,1,-0.6899999976158142,0.6899999976158142,0,0.7605381011962891,770.8738694565211,608,490,1568,1030,20,960,540,1
0,1,-0.0,0.6899999976158142,0,0.760735273361206,770.8738694565211,608,490,1568,1030,20,960,540,1
-1,0,-0.6899999976158142,-0.0,0,0.7615361213684082,770.8738694565211,608,490,1568,1030,20,960,540,1
-1,0,-0.6899999976158142,-0.0,0,0.7637181282043457,770.8738694565211,608,490,1568,1030,20,960,540,1
0,1,-0.0,0.6899999976158142,0,0.7722601890563965,770.8738694565211,608,490,1568,1030,20,960,540,1
-1,1,-0.6899999976158142,0.6899999976158142,0,0.7724580764770508,770.8738694565211,608,490,1568,1030,20,960,540,1
-1,0,-0.6899999976158142,-0.0,0,0.7724840641021729,770.8738694565211,608,490,1568,1030,20,960,540,1
0,1,-0.0,0.6899999976158142,0,0.7734482288360596,770.8738694565211,608,490,1568,1030,20,960,540,1
-1,0,-0.6899999976158142,-0.0,0,0.7756452560424805,770.8738694565211,608,490,1568,1030,20,960,540,1
0,1,-0.0,0.6899999976158142,0,0.7813050746917725,770.8738694565211,608,490,1568,1030,20,960,540,1
-1,1,-0.6899999976158142,0.6899999976158142,0,0.7814421653747559,770.8738694565211,608,490,1568,1030,20,960,540,1
-1,1,-0.6899999976158142,0.6899999976158142,0,0.7834262847900391,770.8738694565211,608,490,1568,1030,20,960,540,1
0,1,-0.0,0.6899999976158142,0,0.7891151905059814,770.8738694565211,608,490,1568,1030,20,960,540,1
-1,0,-0.6899999976158142,-0.0,0,0.7892892360687256,770.8738694565211,608,490,1568,1030,20,960,540,1
0,1,-0.0,0.6899999976158142,0,0.7893991470336914,770.8738694565211,608,490,1568,1030,20,960,540,1
-1,1,-0.6899999976158142,0.6899999976158142,0,0.7916252613067627,770.8738694565211,608,490,1568,1030,20,960,540,1
0,1,-0.0,0.6899999976158142,0,0.7983992099761963,770.8738694565211,608,490,1568,1030,20,960,540,1
0,1,-0.0,0.6899999976158142,0,0.7985942363739014,770.8738694565211,608,490,1568,1030,20,960,540,1
