dx,dy,button,rx,ry,time,distance,directionX,directionY,targetX,targetY,targetSize,initMouseX,initMouseY,targetID
0,0,0,-0.0,-0.0,0.4484446048736572,340.6821923052267,337,-97,1297,503,20,960,600,1
1,0,0,0.6899999976158142,-0.0,0.5683715343475342,340.6821923052267,337,-97,1297,503,20,960,600,1
3,0,0,2.6199998259544373,-0.0,0.5763776302337646,338.7606629194296,335,-97,1297,503,20,960,600,1
5,-2,0,5.0599998235702515,-2.0239999294281006,0.5843925476074219,333.4020966738555,330,-95,1297,503,20,960,600,1
7,-3,0,8.260000467300415,-3.5400002002716064,0.592254638671875,324.88505490690386,322,-92,1297,503,20,960,600,1
7,-4,0,8.62749969959259,-4.929999828338623,0.6003055572509766,316.0981447355995,314,-88,1297,503,20,960,600,1
7,-5,0,8.62749969959259,-6.162499785423279,0.6088035106658936,306.79646462673793,306,-82,1297,503,20,960,600,1
6,-7,0,7.639999866485596,-8.913333177566528,0.6163365840911865,298.021103173143,299,-74,1297,503,20,960,600,1
8,-6,0,10.447999954223633,-7.835999965667725,0.6243515014648438,286.66479400158016,289,-67,1297,503,20,960,600,1
11,-7,0,15.103846073150635,-9.611538410186768,0.6324236392974854,270.07141946296485,274,-58,1297,503,20,960,600,1
16,-7,0,28.404706954956055,-12.427059292793274,0.6403844356536865,240.26386075500395,246,-46,1297,503,20,960,600,1
18,-9,0,36.08099842071533,-18.040499210357666,0.6482865810394287,201.85844330590177,210,-28,1297,503,20,960,600,1
17,-7,0,31.629446029663086,-13.023889541625977,0.656327486038208,169.62739212046696,179,-15,1297,503,20,960,600,1
14,-6,0,22.017333030700684,-9.435999870300293,0.6644046306610107,147.1146078504478,157,-6,1297,503,20,960,600,1
13,-4,0,17.84999990463257,-5.492307662963867,0.6724746227264404,130.00357138301865,140,-1,1297,503,20,960,600,1
12,-4,0,16.249999523162842,-5.416666507720947,0.6804306507110596,114.06449935416659,124,4,1297,503,20,960,600,1
12,-4,0,16.249999523162842,-5.416666507720947,0.6884725093841553,98.37435120913067,108,9,1297,503,20,960,600,1
10,-3,0,13.059999942779541,-3.9179999828338623,0.696556568145752,85.75489543621255,95,12,1297,503,20,960,600,1
9,-2,0,11.459999799728394,-2.5466666221618652,0.704399585723877,75.15867542417507,84,14,1297,503,20,960,600,1
7,-3,0,8.260000467300415,-3.5400002002716064,0.71236252784729,67.87810988975015,76,17,1297,503,20,960,600,1
5,-1,0,5.0599998235702515,-1.0119999647140503,0.7202944755554199,63.246160308919954,71,18,1297,503,20,960,600,1
2,-1,0,1.5800000429153442,-0.7900000214576721,0.7283976078033447,62.27724399837061,70,18,1297,503,20,960,600,1
3,-1,0,2.6199998259544373,-0.8733332753181458,0.7362895011901855,60.3420215802759,68,18,1297,503,20,960,600,1
1,-1,0,0.6899999976158142,-0.6899999976158142,0.7443695068359375,60.3420215802759,68,18,1297,503,20,960,600,1
1,0,0,0.6899999976158142,-0.0,0.7525405883789062,60.3420215802759,68,18,1297,503,20,960,600,1
1,0,0,0.6899999976158142,-0.0,0.7605915069580078,60.3420215802759,68,18,1297,503,20,960,600,1
1,0,0,0.6899999976158142,-0.0,0.7684686183929443,60.3420215802759,68,18,1297,503,20,960,600,1
