dx,dy,button,rx,ry,time,distance,targetID,directionX,directionY,targetX,targetY,initMouseX,initMouseY,targetSize,score
1,0,0,1.0,-0.0,0.22835397720336914,477.0461193637361,1,473,62,1434,662,960,600,20,131.34
4,2,0,4.0,2.0,0.23624300956726074,472.8223767970378,1,469,60,1434,662,960,600,20,23.8
6,2,0,6.0,2.0,0.24426603317260742,466.61868800981387,1,463,58,1434,662,960,600,20,31.96
7,3,0,7.0,3.0,0.253587007522583,459.3049096188718,1,456,55,1434,662,960,600,20,34.89
10,3,0,10.0,3.0,0.2602880001068115,449.02115763068446,1,446,52,1434,662,960,600,20,43.57
15,4,0,15.0,4.0,0.268373966217041,433.66461695646785,1,431,48,1434,662,960,600,20,53.79
17,5,0,17.0,5.0,0.27631187438964844,416.22710147226115,1,414,43,1434,662,960,600,20,55.63
20,7,0,20.0,7.0,0.284229040145874,395.64125164092786,1,394,36,1434,662,960,600,20,57.87
24,6,0,24.0,6.0,0.29224085807800293,371.2142238654117,1,370,30,1434,662,960,600,20,60.37
28,7,0,28.0,7.0,0.3002359867095947,342.7725193185708,1,342,23,1434,662,960,600,20,60.7
33,6,0,33.0,6.0,0.30831098556518555,309.46728421595714,1,309,17,1434,662,960,600,20,60.43
30,5,0,30.0,5.0,0.31627488136291504,279.2579452764057,1,279,12,1434,662,960,600,20,54.36
29,4,0,29.0,4.0,0.32425594329833984,250.12796724876648,1,250,8,1434,662,960,600,20,49.86
25,2,0,25.0,2.0,0.3323359489440918,225.07998578283232,1,225,6,1434,662,960,600,20,44.57
24,2,0,24.0,2.0,0.3409569263458252,201.03979705520993,1,201,4,1434,662,960,600,20,40.38
22,0,0,22.0,-0.0,0.3487050533294678,179.0446871593793,1,179,4,1434,662,960,600,20,37.18
20,1,0,20.0,1.0,0.35790491104125977,159.02829936838285,1,159,3,1434,662,960,600,20,32.75
18,0,0,18.0,-0.0,0.36440587043762207,141.0319112825179,1,141,3,1434,662,960,600,20,29.37
16,0,0,16.0,-0.0,0.37239885330200195,125.03599481749245,1,125,3,1434,662,960,600,20,25.78
14,-1,0,14.0,-1.0,0.38023900985717773,111.07204868912791,1,111,4,1434,662,960,600,20,20.77
11,-1,0,11.0,-1.0,0.38823795318603516,100.12492197250393,1,100,5,1434,662,960,600,20,16.89
