dx,dy,button,rx,ry,time,distance,targetID,directionX,directionY,targetX,targetY,initMouseX,initMouseY,targetSize,reward
0,0,0,0,0,0,984.0010162596378,1,913,367,1873,967,960,600,20,0
0,0,0,0,0,0,984.0010162596378,1,913,367,1873,967,960,600,20,0
0,0,0,0,0,0,984.0010162596378,1,913,367,1873,967,960,600,20,0
0,0,0,0,0,0,984.0010162596378,1,913,367,1873,967,960,600,20,0
0,0,0,0,0,0,984.0010162596378,1,913,367,1873,967,960,600,20,0
0,0,0,0,0,0,984.0010162596378,1,913,367,1873,967,960,600,20,0
0,0,0,0,0,0,984.0010162596378,1,913,367,1873,967,960,600,20,0
0,0,0,0,0,0,984.0010162596378,1,913,367,1873,967,960,600,20,0
0,0,0,0,0,0,984.0010162596378,1,913,367,1873,967,960,600,20,0
0,0,0,0,0,0,984.0010162596378,1,913,367,1873,967,960,600,20,0
0,0,0,0,0,0,984.0010162596378,1,913,367,1873,967,960,600,20,0
0,0,0,0,0,0,984.0010162596378,1,913,367,1873,967,960,600,20,0
0,0,0,0,0,0,984.0010162596378,1,913,367,1873,967,960,600,20,0
0,0,0,0,0,0,984.0010162596378,1,913,367,1873,967,960,600,20,0
0,0,0,0,0,0,984.0010162596378,1,913,367,1873,967,960,600,20,0
0,0,0,0,0,0,984.0010162596378,1,913,367,1873,967,960,600,20,0
0,0,0,0,0,0,984.0010162596378,1,913,367,1873,967,960,600,20,0
0,0,0,0,0,0,984.0010162596378,1,913,367,1873,967,960,600,20,0
0,0,0,0,0,0,984.0010162596378,1,913,367,1873,967,960,600,20,0
0,0,0,0,0,0,984.0010162596378,1,913,367,1873,967,960,600,20,0
0,0,0,-0.0,-0.0,0.010308980941772461,984.0010162596378,1,913,367,1873,967,960,600,20,203.75
0,3,0,-0.0,3.0,0.22027015686035156,982.8860564683986,1,913,364,1873,967,960,603,20,10.9
0,3,0,-0.0,3.0,0.22832298278808594,981.7789975345776,1,913,361,1873,967,960,606,20,10.82
2,2,0,2.0,2.0,0.23630404472351074,979.184354450172,1,911,359,1873,967,962,608,20,24.56
2,2,0,2.0,2.0,0.2443251609802246,976.5910095838483,1,909,357,1873,967,964,610,20,24.51
3,2,0,3.0,2.0,0.2524421215057373,973.0678290848999,1,906,355,1873,967,967,612,20,32.19
4,2,0,4.0,2.0,0.2603449821472168,968.6139581897423,1,902,353,1873,967,971,614,20,39.53
4,2,0,4.0,2.0,0.2683711051940918,964.160256388947,1,898,351,1873,967,975,616,20,39.43
5,4,0,5.0,4.0,0.27647900581359863,958.0490592866317,1,893,347,1873,967,980,620,20,47.77
7,5,0,7.0,5.0,0.2842869758605957,949.7157469474748,1,886,342,1873,967,987,625,20,59.36
10,7,0,10.0,7.0,0.2924611568450928,937.8704601382858,1,876,335,1873,967,997,632,20,73.84
15,8,0,15.0,8.0,0.3002920150756836,921.004885980525,1,861,327,1873,967,1012,640,20,90.1
17,9,0,17.0,9.0,0.3084559440612793,901.9201738513226,1,844,318,1873,967,1029,649,20,94.76
21,9,0,21.0,9.0,0.31641507148742676,879.0961267119768,1,823,309,1873,967,1050,658,20,102.79
24,11,0,24.0,11.0,0.3243861198425293,852.7631558645108,1,799,298,1873,967,1074,669,20,106.82
26,10,0,26.0,10.0,0.33243703842163086,824.9078736440815,1,773,288,1873,967,1100,679,20,109.02
28,10,0,28.0,10.0,0.34035801887512207,795.1785962914244,1,745,278,1873,967,1128,689,20,109.24
30,9,0,30.0,9.0,0.34845399856567383,763.9280070792012,1,715,269,1873,967,1158,698,20,107.12
30,9,0,30.0,9.0,0.35648393630981445,732.6834241335066,1,685,260,1873,967,1188,707,20,104.4
30,8,0,30.0,8.0,0.36447596549987793,701.8041037212593,1,655,252,1873,967,1218,715,20,100.76
31,9,0,31.0,9.0,0.3723900318145752,669.6454285664914,1,624,243,1873,967,1249,724,20,99.62
30,8,0,30.0,8.0,0.3803369998931885,638.7965247244227,1,594,235,1873,967,1279,732,20,94.93
29,7,0,29.0,7.0,0.3883490562438965,609.269234411192,1,565,228,1873,967,1308,739,20,90.33
27,7,0,27.0,7.0,0.3963310718536377,581.6227299547362,1,538,221,1873,967,1335,746,20,85.58
